,Unnamed: 0,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,shot_per_game,key_passes_per_game,dribbles_per_game,fouled_per_game,offsides_per_game,dispossessed_per_game,bad_control_per_game,rating
0,0,9016,Franck Ribéry,39," AM(CL),FW",170,72,24(3),24,3,2120,10,14,2.4,3.2,4.5,2.5,0.6,3.3,1.3,8.42
1,1,4173,Arjen Robben,38," M(CLR),FW",180,80,11(5),11,5,992,5,5,2.9,1.8,2.0,1.1,0.5,1.5,1.0,7.55
2,2,76304,Xherdan Shaqiri,30, M(CLR),169,72,13(13),13,13,1393,4,5,1.5,1.5,1.8,1.0,0.2,0.8,0.6,7.24
3,3,37099,Thomas Müller,33," M(CLR),FW",185,76,25(3),25,3,2102,13,11,2.4,2.0,1.6,1.5,0.8,1.8,1.3,7.69
4,4,4567,Bastian Schweinsteiger,38," D(C),M(C)",183,79,27(1),27,1,2360,7,3,1.5,0.9,1.2,2.1,0.3,1.6,0.8,7.64
5,5,31772,Toni Kroos,32, M(C),183,76,23(1),23,1,1926,6,8,2.2,2.8,1.0,1.9,0.3,1.3,0.9,7.69
6,6,39722,David Alaba,30," D(CL),M(CL)",180,78,22(1),22,1,1996,3,3,1.1,0.7,0.9,0.7,0.0,0.8,0.7,7.32
7,7,14091,Javi Martínez,34," D(C),M(C)",192,86,19(8),19,8,1771,3,3,0.7,0.4,0.8,1.1,0.2,0.6,0.4,7.47
8,8,217,Claudio Pizarro,44," AM(C),FW",184,84,7(13),7,13,769,6,7,1.7,0.8,0.8,0.7,0.4,1.3,0.5,6.9
9,9,5570,Philipp Lahm,38," D(R),DMC",170,66,28(1),28,1,2504,0,11,0.4,1.4,0.8,0.7,0.2,0.8,0.3,7.41
10,10,111212,Emre Can,28," D(CLR),DMC",186,86,2(2),2,2,218,1,0,1.3,1.0,0.8,1.0,0.3,1.8,0.8,7.19
11,11,43369,Luiz Gustavo,35," D(C),M(C)",187,78,16(6),16,6,1464,4,1,0.6,0.3,0.7,1.7,0.0,1.4,0.3,7.13
12,12,24088,Mario Mandzukic,36," M(L),FW",190,85,22(2),22,2,1744,15,1,2.8,0.8,0.6,1.3,0.6,0.9,1.0,7.49
13,13,13755,Rafinha,37," D(CLR),M(R)",172,65,6(7),6,7,585,2,1,0.5,0.4,0.6,0.6,0.0,0.4,0.5,6.9
14,14,29943,Holger Badstuber,33, D(CL),189,83,12,12,0,983,0,1,0.4,0.8,0.4,0.7,0.0,0.5,0.1,7.18
15,15,4801,Anatoliy Tymoshchuk,43, DMC,181,75,5(11),5,11,598,1,0,0.3,0.0,0.3,0.6,0.0,0.4,0.1,6.72
16,16,6683,Dante,38, D(C),188,87,29,29,0,2610,1,1,0.6,0.1,0.3,0.7,0.0,0.3,0.2,7.12
17,17,6255,Mario Gomez,37, FW,189,89,9(12),9,12,897,11,1,1.8,0.3,0.3,0.4,0.7,0.8,0.8,6.98
18,18,23589,Jérôme Boateng,34, D(CR),192,90,25(1),25,1,2245,2,2,0.3,0.3,0.2,1.0,0.0,0.1,0.2,7.17
19,19,13754,Manuel Neuer,36, GK,193,93,31,31,0,2790,0,0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,6.86
20,20,2179,Daniel Van Buyten,44, D(C),197,96,11(2),11,2,1066,0,0,0.8,0.0,0.0,0.3,0.1,0.1,0.3,7.04
21,21,70097,Diego Contento,32," D(L),M(L)",177,74,4(1),4,1,380,0,0,0.6,0.6,0.0,0.8,0.0,1.0,0.8,6.84
22,22,101859,Pierre-Emile Højbjerg,27, M(C),187,84,0(2),0,2,25,0,0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,6.33
23,23,10168,Tom Starke,41, GK,194,98,3,3,0,270,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,7.63
