,team_id,team_name,clean_sheets
0,137,Malaga,8
1,138,Sevilla,12
2,155,Granada,6
3,208,Almeria,6
4,156,Eibar,8
5,148,Barcelona,23
6,152,Celta Vigo,9
7,151,Levante,5
8,150,Real Madrid,15
9,145,Rayo Vallecano,9
10,142,Getafe,3
11,146,Valencia,11
12,206,Cordoba,4
13,147,Athletic Club,13
14,143,Atletico Madrid,18
15,141,Espanyol,11
16,154,Villarreal,15
17,139,Deportivo La Coruna,10
18,140,Real Sociedad,7
19,207,Elche,9
