,team_id,team_name,clean_sheets
0,156,Eibar,5
1,155,Granada,7
2,261,Cadiz,7
3,158,Alaves,7
4,231,Real Valladolid,3
5,154,Villarreal,9
6,146,Valencia,7
7,142,Getafe,11
8,152,Celta Vigo,8
9,232,SD Huesca,5
10,153,Real Betis,12
11,140,Real Sociedad,13
12,207,Elche,6
13,157,Osasuna,8
14,143,Atletico Madrid,17
15,148,Barcelona,13
16,150,Real Madrid,16
17,147,Athletic Club,8
18,138,Sevilla,17
19,151,Levante,4
