,team_id,team_name,clean_sheets
0,117,Bayern Munich,12
1,131,Wolfsburg,9
2,233,Fortuna Duesseldorf,5
3,122,Hertha Berlin,8
4,123,Werder Bremen,5
5,135,Freiburg,4
6,130,Borussia M.Gladbach,13
7,125,Mainz 05,5
8,129,Borussia Dortmund,10
9,128,Hannover 96,4
10,234,Nuernberg,3
11,132,Eintracht Frankfurt,8
12,121,Augsburg,4
13,120,Hoffenheim,4
14,119,Bayer Leverkusen,9
15,133,VfB Stuttgart,5
16,136,RasenBallsport Leipzig,12
17,124,Schalke 04,4
