,Unnamed: 0,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,shot_per_game,key_passes_per_game,dribbles_per_game,fouled_per_game,offsides_per_game,dispossessed_per_game,bad_control_per_game,rating
0,0,11119,Lionel Messi,35," AM(CR),FW",170,72,36(1),36,1,3268,50,16,5.5,2.5,4.8,2.2,0.7,2.6,1.6,8.88
1,1,90782,Sergi Roberto,30," D(R),M(CR)",178,68,1,1,0,90,0,0,1.0,3.0,2.0,1.0,0.0,1.0,4.0,6.43
2,2,9486,Andrés Iniesta,38, M(CL),171,68,21(6),21,6,1867,2,9,1.8,1.2,1.9,2.0,0.1,1.5,1.2,7.43
3,3,74939,Thiago,31, M(C),174,70,20(7),20,7,1820,2,3,0.9,1.2,1.4,1.4,0.1,1.4,0.8,7.4
4,4,5780,Dani Alves,39," D(R),M(CR)",172,70,29(4),29,4,2676,2,11,1.1,1.6,1.1,1.5,0.4,1.5,1.2,7.43
5,5,13471,Adriano,37," D(CLR),M(L)",172,75,20(6),20,6,1733,1,5,0.8,0.5,1.0,0.6,0.1,1.0,0.5,7.13
6,6,8040,Cesc Fàbregas,35," M(CL),FW",180,77,23(5),23,5,1947,9,8,1.6,1.4,1.0,1.8,0.3,1.4,1.1,7.44
7,7,74938,Andreu Fontàs,32," D(C),DMC",185,89,1,1,0,80,0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.55
8,8,98317,Gerard Deulofeu,28," AM(CLR),FW",177,73,0(1),0,1,26,0,0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,6.11
9,9,91580,Isaac Cuenca,31," D(R),M(LR)",181,74,11(5),11,5,1076,2,2,0.9,1.0,0.9,0.7,0.2,1.1,0.8,7.05
10,10,25244,Alexis Sánchez,33," M(CLR),FW",169,62,20(5),20,5,1681,12,5,1.8,1.0,0.9,1.9,0.5,2.0,2.2,7.43
11,11,91387,Martín Montoya,31," D(LR),M(R)",175,73,3(4),3,4,369,0,1,0.3,0.3,0.7,0.3,0.0,0.4,0.9,6.86
12,12,44721,Sergio Busquets,34, DMC,189,76,28(3),28,3,2439,1,1,0.2,0.6,0.7,2.5,0.0,0.7,0.6,7.41
13,13,6319,David Villa,40," AM(L),FW",175,69,8(7),8,7,890,5,1,2.3,0.8,0.6,0.5,1.1,1.1,1.1,6.81
14,14,2302,Xavi,42, DMC,170,68,27(5),27,5,2256,10,7,1.2,2.0,0.5,0.9,0.0,0.8,0.7,7.41
15,15,91800,Cristian Tello,31, M(LR),178,65,4(12),4,12,438,3,0,1.3,0.3,0.5,0.4,0.3,0.4,0.7,6.47
16,16,1320,Carles Puyol,44, D(C),178,80,23(3),23,3,1920,3,0,0.4,0.2,0.4,1.0,0.0,0.3,0.4,6.95
17,17,7415,Javier Mascherano,38," D(C),M(C)",174,73,30(1),30,1,2738,0,0,0.1,0.1,0.4,1.3,0.0,0.3,0.4,7.42
18,18,44055,Pedro,35," M(CLR),FW",169,65,20(9),20,9,1640,5,5,1.4,0.8,0.3,0.8,0.9,1.2,1.3,6.78
19,19,6646,Eric Abidal,43, D(C),186,75,20(2),20,2,1765,0,2,0.2,0.4,0.2,0.3,0.1,0.4,0.5,7.07
20,20,12712,Gerard Piqué,35, D(C),194,85,17(5),17,5,1476,2,0,0.6,0.0,0.2,0.5,0.0,0.2,0.4,6.82
21,21,4871,Maxwell,41, D(L),176,73,4(3),4,3,420,0,0,0.3,0.3,0.1,0.6,0.3,0.3,1.0,6.71
22,22,2664,Seydou Keita,42, M(C),183,75,14(12),14,12,1336,3,1,0.5,0.3,0.1,0.7,0.1,0.4,0.4,6.77
23,23,12480,Ibrahim Afellay,36, M(CLR),180,76,1(3),1,3,120,0,0,0.3,0.5,0.0,0.5,0.3,1.0,0.3,6.26
24,24,82598,Jonathan dos Santos,32, M(CR),172,74,1(2),1,2,119,0,0,0.3,0.0,0.0,0.3,0.0,0.7,0.3,6.71
25,25,14191,Pinto,46, GK,185,82,3,3,0,270,0,0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,6.94
26,26,83686,Marc Bartra,31," D(CR),DMC",184,70,0(1),0,1,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.29
27,27,75177,Marc Muniesa,30, D(CL),179,72,0(1),0,1,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01
28,28,9484,Víctor Valdés,40, GK,183,78,35,35,0,3150,0,0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,6.65
