,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,30060,André Ayew,32," M(CLR),FW",176,72,24(1),2121,6,3,6,0,2.3,79.1,2.9,0,7.28,24,1
1,1,4172,Souleymane Diawara,43, D(C),187,88,19(1),1708,1,0,4,0,0.5,85.2,2.9,1,7.26,19,1
2,2,22115,Jérémy Morel,38, D(CL),172,71,20,1666,0,1,3,0,0.3,81,1.5,0,7.22,20,0
3,3,43670,Lucas Mendes,32, D(CL),184,80,21(1),1893,2,1,3,0,0.5,87.8,2.5,1,7.18,21,1
4,4,43834,Nicolas Nkoulou,32, D(C),184,77,37,3330,2,0,2,0,0.2,88.2,2.2,3,7.18,37,0
5,5,24929,Mathieu Valbuena,37, M(CLR),167,58,31(3),2541,3,6,2,0,1.4,84.6,0.7,2,7.08,31,3
6,6,14239,André-Pierre Gignac,36, FW,186,84,30(5),2723,16,3,4,0,3.2,71.6,2.1,1,7.06,30,5
7,7,80519,Kassim Abdallah,35, D(R),186,79,9(1),814,0,2,1,0,0.1,77.7,1.7,0,6.99,9,1
8,8,14058,Dimitri Payet,35," M(CLR),FW",175,77,30(6),2520,8,5,6,0,1.7,79.8,0.2,3,6.97,30,6
9,9,105962,Benjamin Mendy,28," D(L),DMC,M(L)",185,85,18(6),1730,1,4,4,0,0.4,80.1,1.2,3,6.97,18,6
10,10,21073,Jacques-Alaixys Romao,38," D(C),M(C)",180,77,36,3214,1,0,8,0,0.4,86.6,1,0,6.93,36,0
11,11,99143,Florian Thauvin,29," M(CLR),FW",179,70,25(6),2096,8,3,2,0,2.6,76.6,0.7,1,6.92,25,6
12,12,3972,Rod Fanni,40, D(CR),186,78,21(1),1845,0,2,5,0,0.4,83,1.1,0,6.86,21,1
13,13,2132,Benoit Cheyrou,41, M(C),182,78,21(5),1786,2,0,4,0,1,79.1,0.7,1,6.83,21,5
14,14,29545,Steve Mandanda,37, GK,185,82,38,3354,0,0,1,0,0,57.5,0.1,3,6.76,38,0
15,15,90123,Brice Dja Djédjé,31," D(R),DMC,M(R)",170,71,8(3),794,0,3,0,0,0.3,83.2,0.1,0,6.72,8,3
16,16,81959,Giannelli Imbula,30, M(C),186,78,12(16),1289,1,0,1,0,0.6,89.2,0.5,1,6.7,12,16
17,17,123481,Mario Lemina,29, DMC,184,85,8(6),692,0,0,2,0,0.1,87.7,0.6,0,6.53,8,6
18,18,105032,Saber Khalifa,35," AM(LR),FW",183,73,5(23),796,1,1,2,0,0.9,76.3,0.9,0,6.35,5,23
19,19,67491,Jordan Ayew,31," AM(CLR),FW",182,80,7(9),643,1,0,0,0,1.4,82.6,0.7,0,6.29,7,9
20,20,22797,Morgan Amalfitano,37, M(CLR),176,68,0(2),28,0,0,0,0,0,83.3,0,0,6.22,0,2
21,21,31793,Foued Kadir,38, M(CLR),180,73,0(1),7,0,0,0,0,0,100,0,0,6.04,0,1
22,22,122346,Laurent Abergel,29, DMC,170,65,0(1),2,0,0,0,0,0,0,0,0,6.01,0,1
23,23,105198,Brice Samba,28, GK,186,79,0(1),67,0,0,0,0,0,80,0,0,5.85,0,1
