,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,19845,Yohann Pelé,39, GK,196,89,1,90,0,0,0,0,0,93.8,0,0,7.06,1,0.0
1,1,104257,Arkadiusz Milik,28," AM(C),FW",186,80,14(1),1224,9,1,2,0,3.1,75.9,1.8,2,7.06,14,1.0
2,2,99143,Florian Thauvin,29," M(CLR),FW",179,70,33(3),2749,8,8,5,0,2,79.1,0.3,4,6.98,33,3.0
3,3,331790,Boubacar Kamara,22," D(CL),DMC",184,68,35,2905,0,2,6,0,0.5,86.7,1.9,2,6.94,35,0.0
4,4,231144,Valentin Rongier,27," D(R),M(C)",172,67,21(5),1895,1,2,8,0,0.7,86.3,1,2,6.93,21,5.0
5,5,14058,Dimitri Payet,35," M(CLR),FW",175,77,28(5),2429,7,10,4,2,1.4,78.9,0.1,3,6.92,28,5.0
6,6,323240,Pol Lirola,25," D(R),M(LR)",183,70,17(2),1554,2,2,3,0,0.5,78.3,0.9,1,6.9,17,2.0
7,7,134902,Jordan Amavi,28," D(L),M(L)",176,70,10(3),815,1,0,3,1,0.3,76.5,1.8,2,6.85,10,3.0
8,8,115508,Morgan Sanson,28, M(CLR),180,73,10(2),830,2,3,2,0,0.9,77.8,0.5,1,6.77,10,2.0
9,9,62108,Hiroki Sakai,32," D(CLR),M(R)",185,78,26(3),2387,0,1,6,1,0.1,82.6,1.4,0,6.74,26,3.0
10,10,251134,Duje Caleta-Car,26, D(C),192,89,32(1),2816,2,1,8,1,0.3,86.1,2.5,0,6.71,32,1.0
11,11,99907,Álvaro González,32, D(C),182,75,32,2834,2,3,14,0,0.5,87.9,1.5,0,6.64,32,0.0
12,12,375340,Lucas Perrin,23, D(C),187,0,3(4),307,1,0,1,0,0.4,92.5,1.1,0,6.58,3,4.0
13,13,399047,Pape Gueye,23, DMC,189,79,22(10),2058,2,0,9,1,0.5,84.2,1.4,0,6.55,22,10.0
14,14,362788,Leonardo Balerdi,23, D(C),187,85,19(2),1635,2,0,6,1,0.6,87.0,1.7,0,6.52,19,2.0
15,15,388567,Luis Henrique,20, M(LR),181,78,6(13),670,0,5,0,0,0.3,80.7,0.2,0,6.51,6,13.0
16,16,296342,Saîf-Eddine Khaoui,27, AM(CR),180,68,5(12),603,2,1,4,0,0.6,71.3,0.1,1,6.46,5,12.0
17,17,302441,Nemanja Radonjic,26, M(CLR),185,77,4(8),394,2,1,2,0,1,62.5,0.3,0,6.43,4,8.0
18,18,29545,Steve Mandanda,37, GK,185,82,37,3330,0,0,1,0,0,66.0,0.2,0,6.41,37,0.0
19,19,37188,Yuto Nagatomo,36," D(LR),M(LR)",170,68,20(5),1603,0,1,2,0,0.2,79.7,0.6,0,6.4,20,5.0
20,20,93917,Valère Germain,32," AM(CLR),FW",181,75,6(18),846,3,0,1,0,0.4,69.4,1.8,0,6.35,6,18.0
21,21,344198,Michaël Cuisance,23, AM(C),181,74,11(12),1021,2,1,3,0,0.4,84.6,0.4,0,6.33,11,12.0
22,22,125262,Darío Benedetto,32, FW,177,75,19(13),1584,5,3,1,2,1.2,68.5,0.9,1,6.33,19,13.0
23,23,104747,Bouna Sarr,30," D(R),M(CLR)",177,69,0(2),76,0,0,0,0,0.5,89.6,0.5,0,6.31,0,2.0
24,24,410337,Bamba Dieng,22," AM(L),FW",178,0,2(3),128,0,0,0,0,0.2,76.5,0.6,0,6.3,2,3.0
25,25,35954,Kevin Strootman,32, DMC,186,78,1(10),224,0,0,2,0,0,82.2,0.5,0,6.25,1,10.0
26,26,409339,Cheick Souaré,20, Midfielder,170,0,0(1),9,0,0,0,0,0,66.7,0,0,6.16,0,1.0
27,27,288883,Maxime Lopez,24, M(CR),167,58,2(2),135,0,0,1,0,0,82.1,0,0,6.16,2,2.0
28,28,294149,Olivier Ntcham,26, M(CLR),180,80,2(2),120,0,0,0,0,0.3,85.2,0,0,6.13,2,2.0
29,29,383628,Marley Aké,21, Forward,177,0,0(9),138,0,0,0,0,0.4,78.6,0.4,0,6.13,0,9.0
30,30,349704,Christopher Rocchia,24, Defender,172,70,0(2),20,0,0,0,0,0,90.0,0.5,0,6.1,0,2.0
