,clearances_per_game,dribbled_past_per_game,fouls_per_game,interceptions_per_game,offsides_won_per_game,outfielder_blocks_per_game,own_goals,player_number,tackles_per_game,Team,Year_end,Year_start
5,0.1,1.5,0.5,0.9,0.0,0.0,0.0,402197,1.2,Barcelona,2021,2020
6,2.0,0.3,1.5,1.0,0.2,0.4,1.0,236511,1.1,Barcelona,2021,2020
7,0.6,0.5,0.5,0.3,0.0,0.1,0.0,379205,1.0,Barcelona,2021,2020
8,0.3,0.8,0.4,0.3,0.0,0.0,0.0,80241,1.0,Barcelona,2021,2020
9,0.3,0.4,1.1,0.4,0.0,0.1,0.0,409030,1.0,Barcelona,2021,2020
10,1.8,0.0,0.5,0.8,0.3,0.6,0.0,384711,0.9,Barcelona,2021,2020
11,2.4,0.2,0.7,1.4,0.6,0.2,0.0,12712,0.8,Barcelona,2021,2020
12,0.3,0.3,0.2,0.6,0.0,0.1,0.0,30226,0.7,Barcelona,2021,2020
13,0.1,0.5,0.8,0.2,0.0,0.0,0.0,80767,0.7,Barcelona,2021,2020
14,1.1,0.4,0.5,0.7,0.1,0.4,0.0,90782,0.6,Barcelona,2021,2020
15,0.0,0.3,0.6,0.2,0.0,0.0,0.0,11119,0.5,Barcelona,2021,2020
16,0.0,0.0,2.0,0.0,0.0,0.0,0.0,303268,0.5,Barcelona,2021,2020
17,0.0,0.4,0.5,0.3,0.0,0.0,0.0,299513,0.5,Barcelona,2021,2020
18,1.1,0.1,1.1,0.7,0.2,0.5,0.0,89931,0.4,Barcelona,2021,2020
19,0.0,0.3,0.1,0.1,0.0,0.0,0.0,372827,0.4,Barcelona,2021,2020
20,0.2,0.2,0.4,0.2,0.1,0.0,0.0,73494,0.3,Barcelona,2021,2020
21,0.1,0.1,0.2,0.0,0.0,0.0,0.0,368409,0.1,Barcelona,2021,2020
22,1.0,0.1,1.3,0.6,0.0,0.4,0.0,351252,0.1,Barcelona,2021,2020
23,0.7,0.1,0.0,0.0,0.0,0.0,0.0,80774,0.0,Barcelona,2021,2020
24,0.9,0.1,0.0,0.0,0.0,0.0,0.0,76202,0.0,Barcelona,2021,2020
0,1.0,1.3,1.3,0.8,0.1,0.0,0.0,144511,2.5,Real Madrid,2021,2020
1,1.6,1.2,1.6,2.1,0.1,0.5,0.0,88526,2.5,Real Madrid,2021,2020
2,1.4,0.7,1.3,1.0,0.0,0.1,0.0,106883,2.1,Real Madrid,2021,2020
3,1.3,1.0,1.5,0.8,0.0,0.5,0.0,409467,1.8,Real Madrid,2021,2020
4,0.6,0.8,0.6,0.6,0.0,0.1,0.0,20241,1.6,Real Madrid,2021,2020
5,0.3,1.2,1.0,0.5,0.0,0.2,0.0,31772,1.5,Real Madrid,2021,2020
6,2.9,0.4,1.1,1.4,0.2,0.4,0.0,337879,1.4,Real Madrid,2021,2020
7,2.3,1.0,1.6,1.7,0.2,0.4,0.0,106875,1.1,Real Madrid,2021,2020
8,0.7,0.2,0.4,0.5,0.1,0.2,0.0,317354,1.1,Real Madrid,2021,2020
9,0.3,0.7,0.9,1.4,0.0,0.1,0.0,20874,1.1,Real Madrid,2021,2020
10,0.1,0.7,0.5,0.9,0.0,0.1,0.0,344644,1.0,Real Madrid,2021,2020
11,0.9,0.5,0.8,1.0,0.0,0.2,0.0,296337,1.0,Real Madrid,2021,2020
12,2.6,0.3,1.1,1.3,0.4,0.3,0.0,9909,1.0,Real Madrid,2021,2020
13,0.1,0.9,0.7,0.2,0.0,0.0,0.0,337782,0.9,Real Madrid,2021,2020
14,0.8,0.3,0.3,0.5,0.3,0.0,0.0,401175,0.8,Real Madrid,2021,2020
15,3.5,0.3,0.5,1.2,0.4,0.6,1.0,93206,0.7,Real Madrid,2021,2020
16,0.0,0.7,0.7,0.3,0.0,0.0,0.0,347862,0.7,Real Madrid,2021,2020
17,0.7,1.0,1.0,0.8,0.3,0.0,0.0,395788,0.7,Real Madrid,2021,2020
18,0.1,0.5,0.7,0.1,0.0,0.0,0.0,82989,0.5,Real Madrid,2021,2020
19,2.5,1.0,0.5,0.5,0.5,1.0,0.0,402862,0.5,Real Madrid,2021,2020
20,0.1,0.3,0.1,0.5,0.0,0.0,0.0,401174,0.4,Real Madrid,2021,2020
21,0.2,0.6,0.2,0.3,0.0,0.0,0.0,137467,0.3,Real Madrid,2021,2020
22,0.2,0.6,0.5,0.0,0.0,0.1,0.0,323236,0.3,Real Madrid,2021,2020
23,0.7,0.3,0.5,0.2,0.0,0.1,0.0,14296,0.2,Real Madrid,2021,2020
24,0.0,0.2,0.1,0.2,0.0,0.0,0.0,33404,0.2,Real Madrid,2021,2020
25,0.0,0.1,0.1,0.1,0.0,0.0,0.0,247454,0.1,Real Madrid,2021,2020
26,0.0,0.5,1.0,0.0,0.0,0.0,0.0,278721,0.0,Real Madrid,2021,2020
27,0.0,0.0,0.5,0.0,0.0,0.0,0.0,354526,0.0,Real Madrid,2021,2020
28,0.0,0.0,0.5,0.0,0.0,0.0,0.0,315755,0.0,Real Madrid,2021,2020
29,0.6,0.0,0.0,0.0,0.0,0.0,0.0,73798,0.0,Real Madrid,2021,2020
0,0.8,0.6,1.5,0.8,0.1,0.1,0.0,303729,2.1,Sevilla,2021,2020
1,2.0,0.6,1.3,1.3,0.1,0.4,0.0,31958,1.7,Sevilla,2021,2020
2,0.7,1.7,1.5,0.8,0.0,0.1,0.0,238941,1.5,Sevilla,2021,2020
3,0.7,0.7,0.9,1.0,0.2,0.2,0.0,89856,1.3,Sevilla,2021,2020
4,0.8,0.7,1.0,0.6,0.1,0.0,0.0,115587,1.1,Sevilla,2021,2020
5,0.2,1.0,0.6,0.5,0.0,0.0,0.0,113708,1.0,Sevilla,2021,2020
6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,368519,1.0,Sevilla,2021,2020
7,0.8,0.8,0.9,0.7,0.0,0.1,0.0,22732,0.9,Sevilla,2021,2020
8,1.6,0.2,0.3,1.1,0.1,0.1,0.0,9446,0.8,Sevilla,2021,2020
9,2.9,0.4,0.6,1.2,0.2,0.5,0.0,301019,0.8,Sevilla,2021,2020
10,0.7,0.2,0.7,0.8,0.0,0.2,0.0,77417,0.8,Sevilla,2021,2020
11,0.5,0.6,0.4,1.0,0.0,0.1,0.0,82630,0.8,Sevilla,2021,2020
12,0.1,0.4,0.7,0.5,0.0,0.0,0.0,353783,0.8,Sevilla,2021,2020
13,3.2,0.2,1.5,0.9,0.2,0.8,1.0,134984,0.7,Sevilla,2021,2020
14,1.4,0.3,1.6,0.5,0.2,0.3,0.0,106530,0.6,Sevilla,2021,2020
15,0.2,0.9,0.7,0.2,0.0,0.0,0.0,105591,0.6,Sevilla,2021,2020
16,0.2,0.6,0.8,0.4,0.0,0.1,0.0,22546,0.5,Sevilla,2021,2020
17,0.3,0.4,0.9,0.2,0.0,0.0,0.0,143158,0.5,Sevilla,2021,2020
18,0.6,0.4,0.7,0.2,0.0,0.0,0.0,323547,0.4,Sevilla,2021,2020
19,3.6,0.0,0.1,0.7,0.0,0.4,0.0,90778,0.4,Sevilla,2021,2020
20,0.1,0.3,0.3,0.1,0.0,0.1,0.0,102439,0.3,Sevilla,2021,2020
21,0.0,0.3,0.3,0.3,0.0,0.0,0.0,299321,0.3,Sevilla,2021,2020
22,0.4,0.2,0.6,0.1,0.0,0.1,0.0,68585,0.3,Sevilla,2021,2020
23,0.0,0.4,0.8,0.2,0.0,0.2,0.0,140812,0.2,Sevilla,2021,2020
24,0.8,0.1,0.0,0.0,0.0,0.0,1.0,136220,0.0,Sevilla,2021,2020
25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,68732,0.0,Sevilla,2021,2020
0,1.6,2.4,1.6,1.6,0.0,0.2,0.0,91978,3.2,Valencia,2021,2020
1,1.5,1.1,0.9,1.2,0.3,0.1,0.0,119817,1.8,Valencia,2021,2020
2,0.3,0.5,0.8,2.0,0.0,0.5,0.0,387480,1.8,Valencia,2021,2020
3,1.9,0.8,1.2,1.4,0.1,0.2,0.0,367180,1.6,Valencia,2021,2020
4,1.8,0.9,1.0,1.3,0.2,0.4,0.0,27254,1.5,Valencia,2021,2020
5,1.3,1.0,0.8,0.7,0.0,0.3,0.0,313542,1.3,Valencia,2021,2020
6,1.7,1.2,1.4,0.8,0.0,0.4,0.0,346183,1.2,Valencia,2021,2020
7,4.1,0.5,1.3,1.1,0.5,0.6,1.0,392686,0.9,Valencia,2021,2020
8,0.7,1.0,1.2,0.6,0.0,0.0,0.0,110297,0.9,Valencia,2021,2020
9,0.7,0.5,0.9,0.7,0.0,0.1,1.0,312580,0.9,Valencia,2021,2020
10,0.3,0.5,0.6,0.5,0.0,0.0,0.0,400357,0.7,Valencia,2021,2020
11,0.0,1.2,0.6,0.1,0.0,0.0,0.0,367780,0.6,Valencia,2021,2020
12,0.5,1.2,0.3,0.6,0.0,0.0,0.0,369560,0.6,Valencia,2021,2020
13,3.8,0.2,0.8,1.0,0.7,0.8,0.0,322095,0.6,Valencia,2021,2020
14,0.1,0.7,0.5,0.1,0.0,0.0,0.0,377204,0.6,Valencia,2021,2020
15,0.1,1.1,0.9,0.3,0.0,0.0,0.0,247995,0.6,Valencia,2021,2020
16,4.2,0.4,0.6,1.9,0.6,0.9,0.0,76810,0.5,Valencia,2021,2020
17,0.2,0.7,0.4,0.6,0.0,0.1,0.0,131051,0.5,Valencia,2021,2020
18,2.5,2.5,2.0,2.0,0.0,0.5,0.0,392548,0.5,Valencia,2021,2020
19,0.0,0.5,0.0,0.0,0.0,0.0,0.0,396456,0.5,Valencia,2021,2020
20,1.1,0.4,1.7,0.1,0.0,0.1,0.0,344119,0.4,Valencia,2021,2020
21,1.0,0.3,0.0,0.0,0.0,0.0,0.0,94831,0.3,Valencia,2021,2020
22,2.0,1.0,0.0,0.0,0.7,0.0,0.0,369558,0.3,Valencia,2021,2020
23,0.1,0.3,0.3,0.0,0.0,0.0,0.0,19453,0.3,Valencia,2021,2020
24,0.0,0.6,0.3,0.7,0.0,0.0,0.0,369713,0.2,Valencia,2021,2020
25,0.0,0.2,0.8,0.0,0.0,0.0,0.0,323250,0.2,Valencia,2021,2020
26,1.1,0.0,0.0,0.0,0.0,0.0,0.0,136810,0.0,Valencia,2021,2020
27,1.7,0.1,0.7,0.9,0.3,0.9,0.0,68852,0.0,Valencia,2021,2020
28,0.3,0.0,0.0,0.0,0.0,0.0,0.0,90811,0.0,Valencia,2021,2020
29,0.0,0.1,0.3,0.1,0.0,0.0,0.0,329681,0.0,Valencia,2021,2020
0,1.2,1.1,1.3,1.2,0.4,0.4,0.0,335107,2.5,Villarreal,2021,2020
1,1.7,0.8,0.8,1.2,0.5,0.2,0.0,79909,2.2,Villarreal,2021,2020
2,0.5,1.3,0.9,1.3,0.0,0.2,0.0,28186,1.8,Villarreal,2021,2020
3,0.5,0.4,1.0,1.4,0.0,0.1,0.0,298694,1.5,Villarreal,2021,2020
4,0.5,1.6,1.7,0.5,0.0,0.1,0.0,102234,1.5,Villarreal,2021,2020
5,0.2,0.6,0.6,0.6,0.4,0.2,0.0,113275,1.4,Villarreal,2021,2020
6,1.8,1.2,1.2,1.1,0.0,0.5,0.0,34052,1.4,Villarreal,2021,2020
7,0.7,0.7,1.2,0.7,0.1,0.1,0.0,118479,1.3,Villarreal,2021,2020
8,1.3,0.6,1.6,1.3,0.1,0.1,0.0,33590,1.3,Villarreal,2021,2020
9,1.1,0.7,1.4,1.2,0.2,0.2,1.0,276489,1.2,Villarreal,2021,2020
10,4.1,0.4,0.7,0.8,0.4,0.5,0.0,121454,1.2,Villarreal,2021,2020
11,0.5,0.5,0.7,1.0,0.0,0.1,0.0,69738,0.9,Villarreal,2021,2020
12,0.2,0.8,0.9,0.4,0.0,0.0,0.0,403865,0.8,Villarreal,2021,2020
13,0.8,0.8,1.3,0.5,0.0,0.1,0.0,97659,0.7,Villarreal,2021,2020
14,0.5,0.1,0.5,0.4,0.1,0.1,0.0,69965,0.7,Villarreal,2021,2020
15,0.2,0.3,0.3,0.2,0.0,0.2,0.0,395242,0.7,Villarreal,2021,2020
16,4.0,0.1,0.4,0.6,0.7,0.6,0.0,12575,0.6,Villarreal,2021,2020
17,0.4,0.6,0.6,0.3,0.0,0.1,0.0,101238,0.6,Villarreal,2021,2020
18,3.3,0.2,0.4,0.7,0.5,0.8,1.0,344259,0.5,Villarreal,2021,2020
19,0.1,0.4,0.4,0.1,0.0,0.0,0.0,391082,0.5,Villarreal,2021,2020
20,0.1,0.5,0.5,0.4,0.0,0.0,0.0,363665,0.4,Villarreal,2021,2020
21,0.0,1.2,0.6,0.0,0.0,0.0,0.0,334221,0.4,Villarreal,2021,2020
22,0.0,0.1,0.4,0.1,0.0,0.0,0.0,71687,0.4,Villarreal,2021,2020
23,0.2,0.1,0.3,0.3,0.0,0.0,0.0,95953,0.2,Villarreal,2021,2020
24,0.2,0.3,0.2,0.1,0.0,0.0,0.0,377285,0.1,Villarreal,2021,2020
25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,408370,0.0,Villarreal,2021,2020
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125375,0.0,Villarreal,2021,2020
27,0.6,0.0,0.0,0.0,0.0,0.0,0.0,32258,0.0,Villarreal,2021,2020
28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,391561,0.0,Villarreal,2021,2020
0,1.9,0.5,1.5,1.2,0.4,0.5,0.0,361812,2.6,Atletico Madrid,2022,2021
1,0.8,1.0,1.4,1.6,0.0,0.2,0.0,91978,2.6,Atletico Madrid,2022,2021
2,0.7,0.3,0.7,0.0,0.0,0.3,0.0,112161,2.3,Atletico Madrid,2022,2021
3,1.0,1.2,0.9,0.8,0.0,0.2,0.0,80764,1.8,Atletico Madrid,2022,2021
4,1.3,0.5,1.0,0.9,0.0,0.3,0.0,254582,1.8,Atletico Madrid,2022,2021
5,3.5,0.5,1.1,1.3,0.2,0.4,1.0,77564,1.6,Atletico Madrid,2022,2021
6,0.4,0.8,1.3,0.6,0.0,0.1,0.0,125547,1.5,Atletico Madrid,2022,2021
7,0.5,0.6,0.9,0.7,0.2,0.1,0.0,83078,1.5,Atletico Madrid,2022,2021
8,1.2,0.4,0.6,0.6,0.1,0.0,0.0,77059,1.3,Atletico Madrid,2022,2021
9,0.6,0.8,0.7,0.3,0.0,0.0,0.0,80241,1.2,Atletico Madrid,2022,2021
10,1.7,0.7,1.0,1.1,0.2,0.1,1.0,344156,1.1,Atletico Madrid,2022,2021
11,0.5,0.6,0.7,0.4,0.1,0.1,0.0,326646,1.1,Atletico Madrid,2022,2021
12,0.4,0.6,0.5,0.3,0.0,0.0,0.0,132962,1.0,Atletico Madrid,2022,2021
13,0.4,0.7,0.9,0.6,0.0,0.1,0.0,115472,1.0,Atletico Madrid,2022,2021
14,2.9,0.4,0.8,1.1,0.1,0.4,0.0,102173,0.8,Atletico Madrid,2022,2021
15,0.6,0.6,0.9,0.6,0.0,0.1,0.0,103476,0.8,Atletico Madrid,2022,2021
16,3.9,0.3,0.5,1.0,0.3,0.8,0.0,135914,0.8,Atletico Madrid,2022,2021
17,0.3,0.5,0.8,0.2,0.0,0.1,0.0,362758,0.7,Atletico Madrid,2022,2021
18,0.4,0.4,0.8,0.6,0.0,0.0,0.0,422917,0.6,Atletico Madrid,2022,2021
19,0.1,0.6,0.7,0.3,0.0,0.1,0.0,127604,0.4,Atletico Madrid,2022,2021
20,0.4,0.2,0.6,0.0,0.0,0.0,0.0,22221,0.2,Atletico Madrid,2022,2021
21,0.3,0.2,0.6,0.3,0.0,0.0,0.0,362431,0.2,Atletico Madrid,2022,2021
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89928,0.0,Atletico Madrid,2022,2021
23,1.0,0.0,1.0,0.0,0.0,0.0,0.0,427360,0.0,Atletico Madrid,2022,2021
24,3.0,0.0,1.0,0.0,0.0,0.0,0.0,27254,0.0,Atletico Madrid,2022,2021
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422918,0.0,Atletico Madrid,2022,2021
26,0.4,0.0,0.0,0.0,0.0,0.0,1.0,76662,0.0,Atletico Madrid,2022,2021
0,1.3,1.3,0.7,1.0,0.0,0.0,0.0,80241,4.3,Barcelona,2022,2021
1,0.8,1.0,1.5,1.3,0.1,0.2,0.0,44721,2.6,Barcelona,2022,2021
2,0.6,0.9,1.9,0.8,0.1,0.2,0.0,5780,2.1,Barcelona,2022,2021
3,4.0,1.0,0.0,0.0,3.0,1.0,0.0,89931,2.0,Barcelona,2022,2021
4,0.0,0.3,1.7,0.9,0.1,0.0,0.0,427283,1.7,Barcelona,2022,2021
5,0.4,1.1,0.1,0.4,0.0,0.0,0.0,402197,1.7,Barcelona,2022,2021
6,1.1,0.7,0.9,1.1,0.4,0.2,0.0,44288,1.6,Barcelona,2022,2021
7,0.8,0.2,0.8,0.1,0.1,0.2,0.0,379205,1.5,Barcelona,2022,2021
8,2.0,0.1,0.8,0.8,0.5,0.7,0.0,384711,1.4,Barcelona,2022,2021
9,0.9,0.4,0.6,0.5,0.1,0.0,0.0,397469,1.3,Barcelona,2022,2021
10,0.4,0.6,1.4,0.2,0.0,0.0,0.0,422939,1.1,Barcelona,2022,2021
11,0.1,0.8,0.5,0.4,0.0,0.0,0.0,299513,1.1,Barcelona,2022,2021
12,0.3,0.7,1.9,0.7,0.0,0.0,0.0,422937,1.1,Barcelona,2022,2021
13,0.5,0.3,0.8,0.6,0.1,0.2,0.0,279423,1.1,Barcelona,2022,2021
14,1.8,0.6,1.3,1.7,0.5,0.5,0.0,368091,1.0,Barcelona,2022,2021
15,0.3,0.3,1.0,0.7,0.0,0.0,0.0,328512,1.0,Barcelona,2022,2021
16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,430512,1.0,Barcelona,2022,2021
17,0.0,0.0,1.5,0.0,0.0,0.0,0.0,428500,1.0,Barcelona,2022,2021
18,0.9,0.2,0.9,0.6,0.3,0.1,0.0,236511,1.0,Barcelona,2022,2021
19,3.1,0.1,1.1,1.3,0.4,0.6,0.0,12712,0.8,Barcelona,2022,2021
20,0.3,0.2,0.5,0.3,0.0,0.2,0.0,349760,0.6,Barcelona,2022,2021
21,0.7,0.2,0.1,0.4,0.0,0.0,0.0,90782,0.6,Barcelona,2022,2021
22,0.3,0.7,0.6,0.3,0.0,0.0,0.0,80767,0.5,Barcelona,2022,2021
23,0.2,0.5,0.0,0.3,0.0,0.0,0.0,399627,0.5,Barcelona,2022,2021
24,0.6,0.0,0.4,0.0,0.0,0.0,0.0,68585,0.4,Barcelona,2022,2021
25,0.0,0.0,0.8,0.2,0.0,0.4,0.0,422938,0.4,Barcelona,2022,2021
26,0.0,0.8,0.6,0.2,0.0,0.0,0.0,372827,0.4,Barcelona,2022,2021
27,0.3,0.2,0.6,0.4,0.0,0.0,0.0,140088,0.4,Barcelona,2022,2021
28,0.1,0.4,0.8,0.1,0.0,0.0,0.0,110154,0.4,Barcelona,2022,2021
29,0.2,0.2,0.7,0.2,0.0,0.0,0.0,396158,0.3,Barcelona,2022,2021
30,0.0,0.0,0.9,0.1,0.0,0.0,0.0,382234,0.3,Barcelona,2022,2021
31,0.3,0.0,1.3,0.3,0.0,0.0,0.0,73494,0.3,Barcelona,2022,2021
32,0.0,0.5,0.3,0.0,0.0,0.0,0.0,14260,0.3,Barcelona,2022,2021
33,0.2,0.3,0.4,0.1,0.0,0.1,0.0,44120,0.1,Barcelona,2022,2021
34,0.0,0.5,0.0,0.0,0.0,0.0,0.0,427284,0.0,Barcelona,2022,2021
35,0.6,0.0,0.0,0.0,0.0,0.0,0.0,80774,0.0,Barcelona,2022,2021
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430511,0.0,Barcelona,2022,2021
37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,76202,0.0,Barcelona,2022,2021
0,1.8,1.2,1.7,1.2,0.0,0.6,0.0,88526,2.5,Real Madrid,2022,2021
1,0.7,0.7,1.0,0.7,0.0,0.0,0.0,395788,2.3,Real Madrid,2022,2021
2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,409467,2.0,Real Madrid,2022,2021
3,0.5,0.7,1.3,0.7,0.0,0.1,0.0,369109,2.0,Real Madrid,2022,2021
4,1.3,0.5,0.8,0.8,0.0,0.3,0.0,106883,1.8,Real Madrid,2022,2021
5,1.1,0.6,0.9,0.7,0.1,0.2,0.0,144511,1.5,Real Madrid,2022,2021
6,3.1,0.6,1.1,1.5,0.4,0.6,0.0,337879,1.5,Real Madrid,2022,2021
7,3.0,0.2,0.8,1.2,0.0,1.6,0.0,238901,1.4,Real Madrid,2022,2021
8,0.0,1.0,1.0,0.2,0.0,0.0,0.0,337782,1.3,Real Madrid,2022,2021
9,0.4,0.8,0.7,0.4,0.0,0.1,0.0,31772,1.2,Real Madrid,2022,2021
10,0.3,0.6,0.5,0.8,0.0,0.2,0.0,344644,1.2,Real Madrid,2022,2021
11,0.9,0.3,0.7,0.8,0.1,0.1,0.0,296337,1.1,Real Madrid,2022,2021
12,2.2,0.3,0.5,0.7,0.3,0.5,0.0,39722,0.8,Real Madrid,2022,2021
13,0.8,0.4,0.3,0.1,0.1,0.2,0.0,20241,0.7,Real Madrid,2022,2021
14,0.0,0.5,0.5,0.1,0.0,0.0,0.0,82989,0.6,Real Madrid,2022,2021
15,1.8,0.4,0.5,1.2,0.1,0.5,0.0,106875,0.6,Real Madrid,2022,2021
16,0.3,0.8,0.9,0.7,0.0,0.1,0.0,20874,0.6,Real Madrid,2022,2021
17,0.1,0.4,0.3,0.4,0.0,0.2,0.0,144890,0.6,Real Madrid,2022,2021
18,0.1,0.5,0.6,0.3,0.0,0.0,0.0,347862,0.5,Real Madrid,2022,2021
19,0.5,0.5,0.0,0.5,0.0,0.0,0.0,437646,0.5,Real Madrid,2022,2021
20,0.0,0.6,0.6,0.4,0.0,0.0,0.0,13812,0.4,Real Madrid,2022,2021
21,0.2,0.5,0.3,0.4,0.0,0.0,0.0,137467,0.4,Real Madrid,2022,2021
22,0.4,0.2,0.4,0.1,0.0,0.0,0.0,14296,0.3,Real Madrid,2022,2021
23,0.0,0.2,0.5,0.1,0.0,0.0,0.0,33404,0.3,Real Madrid,2022,2021
24,0.3,0.0,0.2,0.1,0.0,0.0,0.0,323236,0.2,Real Madrid,2022,2021
25,0.3,0.1,0.2,0.1,0.0,0.0,0.0,315755,0.1,Real Madrid,2022,2021
26,0.4,0.0,0.0,0.0,0.0,0.0,0.0,73798,0.0,Real Madrid,2022,2021
27,1.5,0.0,0.5,0.0,0.0,0.0,0.0,345031,0.0,Real Madrid,2022,2021
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432209,0.0,Real Madrid,2022,2021
29,0.0,0.0,0.0,0.3,0.0,0.0,0.0,430083,0.0,Real Madrid,2022,2021
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404570,0.0,Real Madrid,2022,2021
0,0.5,1.0,1.5,0.8,0.0,0.2,0.0,238941,1.7,Sevilla,2022,2021
1,0.6,0.5,1.2,0.5,0.1,0.2,0.0,303729,1.6,Sevilla,2022,2021
2,1.3,0.5,1.0,0.5,0.1,0.4,0.0,73744,1.6,Sevilla,2022,2021
3,0.1,1.0,1.1,0.3,0.0,0.0,0.0,75830,1.6,Sevilla,2022,2021
4,0.7,1.1,1.5,0.3,0.0,0.0,0.0,115587,1.5,Sevilla,2022,2021
5,3.1,0.3,0.5,0.7,0.4,0.6,0.0,301019,1.3,Sevilla,2022,2021
6,1.0,0.8,1.0,0.7,0.0,0.2,0.0,22732,1.1,Sevilla,2022,2021
7,3.5,0.2,1.0,0.7,0.4,1.0,0.0,134984,1.0,Sevilla,2022,2021
8,1.3,0.9,0.7,1.2,0.2,0.5,0.0,31958,1.0,Sevilla,2022,2021
9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,395187,1.0,Sevilla,2022,2021
10,0.9,0.3,0.7,0.3,0.0,0.2,0.0,282994,0.9,Sevilla,2022,2021
11,0.2,0.7,0.7,0.2,0.0,0.0,0.0,113708,0.8,Sevilla,2022,2021
12,0.9,0.7,0.5,0.6,0.2,0.1,0.0,316883,0.8,Sevilla,2022,2021
13,1.7,0.1,0.7,1.0,0.2,0.4,0.0,77417,0.8,Sevilla,2022,2021
14,0.8,0.4,0.2,0.7,0.0,0.1,0.0,9446,0.7,Sevilla,2022,2021
15,0.3,0.2,0.6,0.4,0.0,0.0,0.0,90310,0.7,Sevilla,2022,2021
16,0.3,0.9,0.7,0.2,0.0,0.1,0.0,22546,0.7,Sevilla,2022,2021
17,1.1,0.4,0.9,0.5,0.1,0.3,0.0,106530,0.6,Sevilla,2022,2021
18,0.0,1.3,0.1,0.0,0.0,0.0,0.0,105591,0.5,Sevilla,2022,2021
19,0.1,0.4,0.4,0.3,0.0,0.1,0.0,143158,0.5,Sevilla,2022,2021
20,0.8,0.3,0.5,0.2,0.0,0.0,0.0,323547,0.4,Sevilla,2022,2021
21,0.0,0.0,0.8,0.4,0.0,0.0,0.0,407567,0.4,Sevilla,2022,2021
22,0.5,0.1,0.5,0.5,0.0,0.0,0.0,353783,0.4,Sevilla,2022,2021
23,0.3,0.4,0.6,0.0,0.0,0.0,0.0,122366,0.2,Sevilla,2022,2021
24,0.2,0.2,0.8,0.2,0.0,0.0,0.0,299321,0.2,Sevilla,2022,2021
25,0.4,0.3,0.9,0.0,0.0,0.1,0.0,300369,0.1,Sevilla,2022,2021
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372380,0.0,Sevilla,2022,2021
27,0.0,0.0,0.0,1.0,0.0,0.0,0.0,422956,0.0,Sevilla,2022,2021
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428620,0.0,Sevilla,2022,2021
29,0.6,0.0,0.0,0.0,0.0,0.0,0.0,259393,0.0,Sevilla,2022,2021
30,1.0,0.0,1.0,0.0,0.0,0.0,0.0,422955,0.0,Sevilla,2022,2021
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,429515,0.0,Sevilla,2022,2021
32,0.7,0.0,0.0,0.0,0.0,0.0,0.0,136220,0.0,Sevilla,2022,2021
0,1.8,0.3,1.7,0.2,0.5,0.3,0.0,94831,2.3,Valencia,2022,2021
1,1.0,1.5,1.5,0.9,0.2,0.0,0.0,409030,1.9,Valencia,2022,2021
2,1.2,0.8,1.7,1.0,0.2,0.3,0.0,367180,1.8,Valencia,2022,2021
3,5.2,0.7,1.4,1.2,0.4,0.6,0.0,344639,1.8,Valencia,2022,2021
4,0.9,0.8,0.9,0.6,0.3,0.2,0.0,408732,1.6,Valencia,2022,2021
5,1.1,0.6,1.3,0.7,0.2,0.0,0.0,312580,1.5,Valencia,2022,2021
6,1.4,0.8,1.4,0.8,0.5,0.1,0.0,119817,1.5,Valencia,2022,2021
7,1.6,0.8,2.3,1.0,0.2,0.3,1.0,392686,1.4,Valencia,2022,2021
8,1.4,0.4,1.3,1.0,0.3,0.1,0.0,101084,1.2,Valencia,2022,2021
9,0.3,1.2,1.3,0.1,0.0,0.0,0.0,118127,1.2,Valencia,2022,2021
10,0.8,1.3,1.5,0.7,0.0,0.1,0.0,27254,1.2,Valencia,2022,2021
11,2.9,0.3,0.9,1.0,0.5,0.6,2.0,322095,1.2,Valencia,2022,2021
12,0.7,0.8,1.0,0.6,0.0,0.2,0.0,346183,1.1,Valencia,2022,2021
13,4.5,0.3,0.6,2.1,0.8,0.6,0.0,76810,1.1,Valencia,2022,2021
14,0.2,0.8,1.0,0.1,0.0,0.0,0.0,368519,1.0,Valencia,2022,2021
15,0.0,0.0,2.0,2.0,0.0,0.0,0.0,323250,1.0,Valencia,2022,2021
16,0.8,0.8,0.7,0.4,0.0,0.1,0.0,313542,0.9,Valencia,2022,2021
