,clearances_per_game,dribbled_past_per_game,fouls_per_game,interceptions_per_game,offsides_won_per_game,outfielder_blocks_per_game,own_goals,player_number,tackles_per_game,Team,Year_end,Year_start
17,0.1,0.5,1.2,0.4,0.0,0.0,0.0,75830,0.9,Tottenham,2019,2018
18,0.8,0.3,0.5,0.1,0.0,0.1,0.0,364215,0.9,Tottenham,2019,2018
19,0.7,1.0,0.6,0.8,0.0,0.1,0.0,143990,0.8,Tottenham,2019,2018
20,0.1,0.8,0.4,0.3,0.0,0.1,0.0,91909,0.7,Tottenham,2019,2018
21,0.3,0.0,0.7,0.0,0.0,0.0,0.0,133381,0.7,Tottenham,2019,2018
22,0.5,0.5,1.1,0.0,0.0,0.2,0.0,83532,0.4,Tottenham,2019,2018
23,0.5,0.1,0.6,0.1,0.0,0.1,1.0,13361,0.2,Tottenham,2019,2018
24,1.0,0.1,0.0,0.0,0.0,0.0,0.0,25604,0.0,Tottenham,2019,2018
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134887,0.0,Tottenham,2019,2018
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,19270,0.0,Tottenham,2019,2018
27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,104732,0.0,Tottenham,2019,2018
0,1.6,1.1,0.8,1.4,0.2,0.2,0.0,255169,2.1,Arsenal,2020,2019
1,0.5,1.8,0.8,1.3,0.0,0.1,0.0,144890,1.9,Arsenal,2020,2019
2,2.9,0.4,1.3,1.1,0.2,0.5,0.0,124316,1.9,Arsenal,2020,2019
3,0.2,0.4,1.2,0.6,0.0,0.0,0.0,69945,1.6,Arsenal,2020,2019
4,1.8,1.0,1.8,0.7,0.1,0.5,0.0,89401,1.5,Arsenal,2020,2019
5,0.4,0.9,0.6,0.2,0.0,0.1,0.0,380706,1.4,Arsenal,2020,2019
6,0.4,0.7,0.8,0.5,0.3,0.1,0.0,367185,1.4,Arsenal,2020,2019
7,1.6,1.2,1.0,1.3,0.1,0.3,0.0,125211,1.3,Arsenal,2020,2019
8,2.0,0.3,0.5,0.6,0.3,0.3,0.0,297403,1.3,Arsenal,2020,2019
9,3.5,0.6,1.0,0.9,0.2,1.3,0.0,22210,1.3,Arsenal,2020,2019
10,1.4,1.2,0.7,1.2,0.0,0.3,0.0,328983,1.3,Arsenal,2020,2019
11,4.7,0.4,0.9,1.2,0.3,0.4,0.0,80921,1.1,Arsenal,2020,2019
12,1.3,0.4,0.8,1.0,0.1,0.2,0.0,110260,1.1,Arsenal,2020,2019
13,0.8,0.8,0.8,1.2,0.0,0.3,0.0,248109,1.1,Arsenal,2020,2019
14,0.5,0.5,1.5,0.2,0.0,0.0,0.0,73078,1.0,Arsenal,2020,2019
15,0.1,0.3,0.5,0.3,0.0,0.1,0.0,239872,1.0,Arsenal,2020,2019
16,4.5,0.0,1.0,0.5,0.5,0.0,0.0,141032,1.0,Arsenal,2020,2019
17,0.1,1.1,0.8,0.3,0.0,0.0,0.0,13756,0.9,Arsenal,2020,2019
18,0.3,0.4,0.3,0.1,0.0,0.1,0.0,342563,0.9,Arsenal,2020,2019
19,0.4,1.1,0.4,0.4,0.0,0.0,0.0,44120,0.9,Arsenal,2020,2019
20,3.8,0.3,0.9,1.0,0.5,1.1,0.0,27586,0.8,Arsenal,2020,2019
21,0.1,0.6,0.5,0.2,0.0,0.1,0.0,342564,0.6,Arsenal,2020,2019
22,0.4,0.3,1.2,0.2,0.0,0.0,0.0,345845,0.5,Arsenal,2020,2019
23,1.0,1.0,0.0,0.5,0.0,0.0,0.0,363686,0.5,Arsenal,2020,2019
24,5.4,0.3,0.5,0.6,0.3,0.8,0.0,288795,0.5,Arsenal,2020,2019
25,3.3,0.7,0.3,1.0,0.0,0.3,0.0,23072,0.3,Arsenal,2020,2019
26,0.9,0.1,0.0,0.0,0.0,0.0,0.0,92173,0.0,Arsenal,2020,2019
27,0.2,0.0,0.0,0.0,0.0,0.0,0.0,102248,0.0,Arsenal,2020,2019
28,0.3,0.7,0.7,0.0,0.0,0.0,0.0,28421,0.0,Arsenal,2020,2019
0,2.3,0.9,1.1,1.9,0.1,0.6,0.0,25931,2.4,Chelsea,2020,2019
1,0.8,1.8,0.9,2.1,0.0,0.2,0.0,106968,2.1,Chelsea,2020,2019
2,0.5,1.3,0.6,0.7,0.0,0.0,0.0,93894,2.0,Chelsea,2020,2019
3,1.4,0.9,2.0,2.0,0.0,0.2,0.0,114075,2.0,Chelsea,2020,2019
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,386979,2.0,Chelsea,2020,2019
5,2.8,0.3,0.5,1.5,0.4,0.5,0.0,317507,1.9,Chelsea,2020,2019
6,2.7,0.3,0.8,1.4,0.4,0.4,0.0,130331,1.8,Chelsea,2020,2019
7,1.4,1.1,0.9,1.1,0.2,0.1,0.0,84008,1.6,Chelsea,2020,2019
8,0.9,0.3,0.3,1.2,0.2,0.1,0.0,101955,1.5,Chelsea,2020,2019
9,0.9,0.8,0.9,0.9,0.1,0.3,0.0,361330,1.5,Chelsea,2020,2019
10,2.8,0.5,1.0,0.8,0.3,0.5,1.0,104010,1.4,Chelsea,2020,2019
11,0.1,1.1,0.7,0.8,0.0,0.0,0.0,44055,1.4,Chelsea,2020,2019
12,0.2,0.8,0.5,0.6,0.0,0.0,0.0,29463,1.3,Chelsea,2020,2019
13,0.5,0.9,1.0,0.4,0.0,0.1,0.0,343346,1.0,Chelsea,2020,2019
14,0.3,0.7,0.6,0.2,0.0,0.0,0.0,302692,0.9,Chelsea,2020,2019
15,0.3,0.3,0.5,0.5,0.0,0.0,0.0,381255,0.8,Chelsea,2020,2019
16,4.0,0.3,1.1,2.1,0.4,0.5,1.0,106086,0.8,Chelsea,2020,2019
17,0.3,0.6,0.4,0.3,0.0,0.1,0.0,92547,0.8,Chelsea,2020,2019
18,0.2,0.3,0.5,0.2,0.0,0.0,0.0,350088,0.5,Chelsea,2020,2019
19,0.7,0.6,0.9,0.1,0.0,0.1,0.0,24444,0.4,Chelsea,2020,2019
20,0.1,0.3,0.3,0.0,0.0,0.1,0.0,97803,0.3,Chelsea,2020,2019
21,0.8,0.3,0.5,0.2,0.0,0.1,1.0,317506,0.2,Chelsea,2020,2019
22,0.4,0.0,0.0,0.0,0.0,0.0,0.0,113880,0.0,Chelsea,2020,2019
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,393407,0.0,Chelsea,2020,2019
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384133,0.0,Chelsea,2020,2019
25,0.3,0.3,0.3,0.3,0.0,0.1,0.0,255777,0.0,Chelsea,2020,2019
26,0.8,0.0,0.0,0.0,0.0,0.0,0.0,34749,0.0,Chelsea,2020,2019
0,0.6,1.5,1.1,1.2,0.0,0.1,0.0,115916,2.2,Liverpool,2020,2019
1,0.6,1.1,1.0,1.0,0.1,0.1,0.0,68659,2.1,Liverpool,2020,2019
2,0.1,0.8,0.5,0.6,0.0,0.0,0.0,243510,1.7,Liverpool,2020,2019
3,1.6,0.9,0.5,1.1,0.5,0.2,0.0,115726,1.5,Liverpool,2020,2019
4,1.8,1.1,0.6,1.2,0.5,0.2,0.0,318871,1.4,Liverpool,2020,2019
5,4.1,0.8,0.8,1.3,1.0,0.4,0.0,74341,1.4,Liverpool,2020,2019
6,4.1,0.5,0.4,1.0,1.7,0.6,0.0,29106,1.3,Liverpool,2020,2019
7,0.1,1.0,0.5,0.3,0.1,0.0,0.0,21683,1.3,Liverpool,2020,2019
8,0.2,0.8,1.3,0.4,0.0,0.0,0.0,109915,1.3,Liverpool,2020,2019
9,0.9,0.8,0.4,0.5,0.1,0.1,0.0,33568,1.0,Liverpool,2020,2019
10,0.3,0.9,0.8,0.2,0.1,0.1,0.0,96182,1.0,Liverpool,2020,2019
11,0.5,0.2,0.8,1.5,0.5,0.2,0.0,386969,0.8,Liverpool,2020,2019
12,2.1,0.4,0.8,1.4,0.6,0.3,0.0,136451,0.8,Liverpool,2020,2019
13,0.7,0.9,0.5,0.3,0.2,0.1,0.0,4511,0.7,Liverpool,2020,2019
14,0.0,0.2,0.5,0.3,0.0,0.0,0.0,355354,0.7,Liverpool,2020,2019
15,4.3,0.2,0.4,1.1,1.0,0.4,0.0,95408,0.6,Liverpool,2020,2019
16,0.3,0.5,0.6,0.7,0.0,0.0,1.0,84146,0.6,Liverpool,2020,2019
17,0.1,0.5,0.5,0.2,0.0,0.0,0.0,108226,0.5,Liverpool,2020,2019
18,0.2,0.2,0.4,0.1,0.0,0.0,0.0,124688,0.4,Liverpool,2020,2019
19,0.3,0.8,0.7,0.0,0.0,0.0,0.0,262838,0.3,Liverpool,2020,2019
20,0.0,0.1,0.1,0.0,0.0,0.0,0.0,76304,0.1,Liverpool,2020,2019
21,1.1,0.0,0.0,0.0,0.0,0.0,0.0,73399,0.1,Liverpool,2020,2019
22,0.8,0.1,0.0,0.0,0.0,0.0,0.0,114147,0.0,Liverpool,2020,2019
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363982,0.0,Liverpool,2020,2019
0,0.9,0.9,1.0,1.2,0.1,0.1,0.0,128967,2.4,Manchester City,2020,2019
1,2.7,0.6,0.9,0.8,0.6,0.5,1.0,19119,1.7,Manchester City,2020,2019
2,1.0,0.8,0.7,0.9,0.3,0.0,0.0,273257,1.6,Manchester City,2020,2019
3,0.9,1.1,1.2,0.7,0.1,0.1,0.0,303139,1.4,Manchester City,2020,2019
4,0.7,1.4,0.7,0.5,0.0,0.1,0.0,73084,1.3,Manchester City,2020,2019
5,3.0,0.7,0.9,0.9,0.5,0.4,0.0,75691,1.2,Manchester City,2020,2019
6,0.4,0.9,0.7,0.7,0.0,0.0,0.0,136741,1.1,Manchester City,2020,2019
7,1.9,0.1,0.3,0.6,0.6,0.2,0.0,101374,1.0,Manchester City,2020,2019
8,1.2,0.6,0.9,1.0,0.2,0.2,0.0,69778,1.0,Manchester City,2020,2019
9,0.2,0.7,0.7,0.5,0.0,0.1,0.0,14102,1.0,Manchester City,2020,2019
10,0.9,0.9,0.6,0.8,0.3,0.1,0.0,105962,0.9,Manchester City,2020,2019
11,0.4,1.0,0.5,1.0,0.0,0.2,0.0,77464,0.9,Manchester City,2020,2019
12,1.7,0.3,0.6,1.3,0.7,0.3,0.0,122117,0.9,Manchester City,2020,2019
13,0.2,0.8,0.4,0.5,0.0,0.0,0.0,104749,0.8,Manchester City,2020,2019
14,2.5,0.3,0.3,1.5,0.2,0.0,0.0,255089,0.8,Manchester City,2020,2019
15,0.1,0.7,0.9,0.5,0.0,0.1,0.0,97692,0.8,Manchester City,2020,2019
16,0.1,0.6,0.5,0.3,0.0,0.0,0.0,331254,0.6,Manchester City,2020,2019
17,0.2,0.5,0.8,0.3,0.0,0.0,0.0,279379,0.5,Manchester City,2020,2019
18,2.4,0.3,0.7,1.4,0.8,0.0,0.0,368091,0.5,Manchester City,2020,2019
19,0.1,0.3,0.4,0.1,0.0,0.0,0.0,14260,0.3,Manchester City,2020,2019
20,0.7,0.1,0.1,0.1,0.0,0.0,0.0,121774,0.1,Manchester City,2020,2019
21,0.8,0.0,0.0,0.0,0.0,0.0,0.0,14199,0.0,Manchester City,2020,2019
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144711,0.0,Manchester City,2020,2019
23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,386856,0.0,Manchester City,2020,2019
0,4.8,1.2,1.3,1.8,0.3,1.0,0.0,384063,2.8,Tottenham,2020,2019
1,2.5,0.9,1.2,1.4,0.2,0.2,1.0,83683,2.8,Tottenham,2020,2019
2,1.7,1.3,0.3,1.0,1.7,0.7,0.0,313672,2.7,Tottenham,2020,2019
3,0.6,1.7,1.0,0.3,0.0,0.1,0.0,303908,1.8,Tottenham,2020,2019
4,0.5,0.3,0.5,0.3,0.0,0.0,0.0,335107,1.8,Tottenham,2020,2019
5,2.9,0.5,0.3,1.4,0.3,0.4,0.0,21778,1.7,Tottenham,2020,2019
6,0.7,1.2,0.9,0.4,0.0,0.1,0.0,92508,1.6,Tottenham,2020,2019
7,2.3,0.8,1.5,1.2,0.4,0.7,0.0,103837,1.6,Tottenham,2020,2019
8,4.2,0.8,0.9,1.2,0.3,1.0,0.0,322655,1.5,Tottenham,2020,2019
9,2.5,0.9,1.2,0.7,0.3,0.5,0.0,24711,1.5,Tottenham,2020,2019
10,0.6,1.0,0.5,0.7,0.0,0.1,0.0,131519,1.4,Tottenham,2020,2019
11,1.2,1.0,1.5,0.9,0.1,0.1,0.0,29595,1.3,Tottenham,2020,2019
12,1.0,1.2,0.8,1.2,0.0,0.3,0.0,143990,1.3,Tottenham,2020,2019
13,5.2,0.4,0.5,0.9,0.2,1.0,1.0,69933,1.2,Tottenham,2020,2019
14,0.3,0.6,0.7,0.7,0.0,0.1,0.0,321389,1.1,Tottenham,2020,2019
15,3.2,0.5,1.0,1.1,0.2,0.5,0.0,117973,1.1,Tottenham,2020,2019
16,1.7,0.5,0.7,0.5,0.0,0.0,0.0,322611,1.0,Tottenham,2020,2019
17,0.4,0.8,1.2,0.3,0.0,0.1,0.0,75830,1.0,Tottenham,2020,2019
18,0.7,0.9,0.5,0.6,0.0,0.1,0.0,69344,1.0,Tottenham,2020,2019
19,0.6,1.6,0.6,0.6,0.0,0.0,0.0,91909,0.8,Tottenham,2020,2019
20,0.4,0.6,0.5,0.1,0.0,0.0,0.0,279425,0.7,Tottenham,2020,2019
21,1.0,0.4,1.3,0.2,0.0,0.2,0.0,83532,0.6,Tottenham,2020,2019
22,0.0,0.3,0.0,0.1,0.0,0.0,0.0,361726,0.3,Tottenham,2020,2019
23,0.0,0.4,0.1,0.0,0.0,0.3,0.0,364215,0.3,Tottenham,2020,2019
24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,134887,0.0,Tottenham,2020,2019
25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,25604,0.0,Tottenham,2020,2019
26,0.4,0.0,0.1,0.1,0.0,0.0,0.0,104732,0.0,Tottenham,2020,2019
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384064,0.0,Tottenham,2020,2019
28,0.0,0.0,0.5,0.0,0.0,0.0,0.0,71714,0.0,Tottenham,2020,2019
0,0.6,1.3,0.8,1.0,0.0,0.2,0.0,238940,1.8,Arsenal,2021,2020
1,1.2,0.9,1.3,0.8,0.0,0.2,0.0,89401,1.6,Arsenal,2021,2020
2,2.9,0.5,0.8,0.9,0.6,0.7,0.0,141032,1.5,Arsenal,2021,2020
3,0.6,1.2,0.9,1.4,0.1,0.2,0.0,144890,1.5,Arsenal,2021,2020
4,4.0,0.6,0.8,0.8,0.5,0.9,1.0,288795,1.4,Arsenal,2021,2020
5,1.4,1.5,0.6,0.8,0.1,0.1,0.0,69945,1.2,Arsenal,2021,2020
6,1.2,1.2,0.8,1.3,0.1,0.3,0.0,125211,1.2,Arsenal,2021,2020
7,3.2,0.3,1.0,1.1,0.5,0.8,0.0,334087,1.1,Arsenal,2021,2020
8,0.5,0.4,0.5,1.3,0.1,0.2,0.0,255169,1.0,Arsenal,2021,2020
9,2.1,0.7,0.5,0.6,0.2,0.4,0.0,297403,1.0,Arsenal,2021,2020
10,0.0,0.6,0.9,0.4,0.0,0.1,0.0,342563,0.9,Arsenal,2021,2020
11,0.6,0.9,0.9,0.8,0.0,0.1,1.0,367185,0.8,Arsenal,2021,2020
12,3.6,0.5,0.7,1.0,0.2,0.2,0.0,124316,0.7,Arsenal,2021,2020
13,0.5,0.6,0.3,0.5,0.0,0.1,0.0,363686,0.7,Arsenal,2021,2020
14,0.4,0.5,0.4,0.4,0.0,0.0,0.0,239872,0.7,Arsenal,2021,2020
15,0.4,0.7,0.1,0.1,0.0,0.0,0.0,247454,0.6,Arsenal,2021,2020
16,0.9,0.9,0.4,1.0,0.0,0.2,0.0,125209,0.6,Arsenal,2021,2020
17,2.5,0.0,0.8,0.8,0.2,0.5,0.0,27586,0.6,Arsenal,2021,2020
18,0.4,0.6,1.2,0.4,0.0,0.0,0.0,73078,0.6,Arsenal,2021,2020
19,0.2,0.4,0.2,0.3,0.0,0.0,0.0,29463,0.5,Arsenal,2021,2020
20,0.2,0.4,0.6,0.6,0.0,0.0,0.0,380706,0.5,Arsenal,2021,2020
21,0.5,0.0,1.0,0.5,0.0,0.0,0.0,342564,0.5,Arsenal,2021,2020
22,0.5,0.6,0.4,0.2,0.0,0.0,1.0,44120,0.4,Arsenal,2021,2020
23,1.0,0.0,0.3,0.0,0.0,0.0,0.0,80921,0.3,Arsenal,2021,2020
24,0.3,0.1,0.6,0.0,0.0,0.0,0.0,345845,0.2,Arsenal,2021,2020
25,0.7,0.0,0.1,0.0,0.0,0.0,1.0,92173,0.0,Arsenal,2021,2020
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,81523,0.0,Arsenal,2021,2020
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141841,0.0,Arsenal,2021,2020
28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,110260,0.0,Arsenal,2021,2020
0,0.9,1.0,1.2,2.0,0.0,0.1,0.0,114075,2.6,Chelsea,2021,2020
1,0.3,1.2,1.4,0.9,0.0,0.1,0.0,343346,2.1,Chelsea,2021,2020
2,2.3,0.7,1.2,1.1,0.1,0.2,0.0,25931,2.0,Chelsea,2021,2020
3,0.7,1.6,1.1,1.4,0.0,0.2,0.0,106968,2.0,Chelsea,2021,2020
4,8.0,0.0,1.0,2.0,0.0,1.0,0.0,317507,2.0,Chelsea,2021,2020
5,1.3,0.7,1.0,0.5,0.1,0.2,0.0,361330,1.7,Chelsea,2021,2020
6,0.3,0.6,0.6,0.6,0.0,0.0,0.0,93894,1.7,Chelsea,2021,2020
7,2.7,0.2,0.8,0.9,0.5,0.5,1.0,104010,1.6,Chelsea,2021,2020
8,1.7,0.7,0.9,0.9,0.1,0.1,0.0,299272,1.6,Chelsea,2021,2020
9,3.0,1.0,1.5,0.5,0.0,0.0,0.0,101955,1.5,Chelsea,2021,2020
10,0.2,0.6,0.5,0.3,0.0,0.0,0.0,350088,1.0,Chelsea,2021,2020
11,2.2,0.5,1.0,0.9,0.0,0.1,0.0,84008,1.0,Chelsea,2021,2020
12,3.6,0.3,0.6,1.4,0.6,0.6,0.0,28550,0.9,Chelsea,2021,2020
13,0.2,1.0,0.4,0.6,0.0,0.4,0.0,381255,0.8,Chelsea,2021,2020
14,0.3,0.5,0.5,0.4,0.0,0.1,0.0,302692,0.7,Chelsea,2021,2020
15,0.7,0.8,1.0,0.1,0.1,0.0,0.0,326413,0.7,Chelsea,2021,2020
16,3.8,0.2,0.7,1.2,0.5,0.4,0.0,106086,0.7,Chelsea,2021,2020
17,2.9,0.5,0.5,1.2,0.4,0.8,0.0,130331,0.6,Chelsea,2021,2020
18,0.0,0.6,0.8,0.4,0.0,0.0,0.0,115868,0.6,Chelsea,2021,2020
19,0.2,1.0,0.8,0.2,0.0,0.0,0.0,130903,0.6,Chelsea,2021,2020
20,0.8,0.3,1.0,0.2,0.0,0.0,0.0,317506,0.3,Chelsea,2021,2020
21,0.6,0.4,0.9,0.3,0.0,0.1,0.0,24444,0.2,Chelsea,2021,2020
22,0.4,0.0,0.0,0.0,0.0,0.0,0.0,321390,0.0,Chelsea,2021,2020
23,0.6,0.1,0.0,0.0,0.0,0.0,0.0,113880,0.0,Chelsea,2021,2020
24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,92547,0.0,Chelsea,2021,2020
25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,255777,0.0,Chelsea,2021,2020
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34749,0.0,Chelsea,2021,2020
0,0.5,1.3,2.0,1.3,0.0,0.0,0.0,74939,2.5,Liverpool,2021,2020
1,3.0,0.3,1.3,1.3,0.9,0.2,0.0,356743,2.1,Liverpool,2021,2020
2,2.2,0.9,1.0,1.5,0.5,0.3,0.0,115916,1.9,Liverpool,2021,2020
3,1.2,0.6,0.6,1.4,0.4,0.1,0.0,318871,1.6,Liverpool,2021,2020
4,2.2,0.1,1.1,0.7,1.2,0.0,0.0,74341,1.4,Liverpool,2021,2020
5,0.3,0.6,1.5,0.4,0.0,0.0,0.0,109915,1.4,Liverpool,2021,2020
6,4.8,0.8,1.2,1.2,0.5,0.8,0.0,381527,1.3,Liverpool,2021,2020
7,1.8,0.8,0.6,0.6,0.3,0.2,0.0,115726,1.2,Liverpool,2021,2020
8,1.2,0.8,0.4,1.6,0.6,0.0,0.0,68659,1.1,Liverpool,2021,2020
9,0.5,1.0,1.3,0.9,0.0,0.0,0.0,243510,1.1,Liverpool,2021,2020
10,0.5,0.8,0.7,0.5,0.0,0.1,0.0,4511,1.0,Liverpool,2021,2020
11,0.7,0.7,0.5,1.0,0.2,0.2,0.0,386969,1.0,Liverpool,2021,2020
12,0.3,0.7,0.6,0.3,0.0,0.1,0.0,96182,0.9,Liverpool,2021,2020
13,0.4,0.5,0.8,0.8,0.0,0.0,0.0,355354,0.7,Liverpool,2021,2020
14,2.9,0.0,0.4,0.7,0.4,0.3,0.0,401782,0.7,Liverpool,2021,2020
15,0.2,1.4,1.3,0.3,0.0,0.0,0.0,235755,0.6,Liverpool,2021,2020
16,0.4,0.6,0.4,0.7,0.0,0.1,0.0,33568,0.6,Liverpool,2021,2020
17,1.6,0.0,0.8,1.0,1.2,0.2,0.0,95408,0.6,Liverpool,2021,2020
18,0.0,0.4,0.8,0.1,0.0,0.0,0.0,76304,0.5,Liverpool,2021,2020
19,0.3,0.2,0.6,0.0,0.0,0.0,0.0,108226,0.5,Liverpool,2021,2020
20,0.3,1.3,0.4,0.2,0.0,0.0,0.0,262838,0.4,Liverpool,2021,2020
21,4.0,0.6,0.9,0.6,0.3,0.3,0.0,136451,0.4,Liverpool,2021,2020
22,0.2,0.2,0.0,0.1,0.0,0.1,0.0,124688,0.3,Liverpool,2021,2020
23,0.0,0.2,0.2,0.2,0.0,0.0,0.0,84146,0.3,Liverpool,2021,2020
24,1.3,0.0,0.0,0.1,0.0,0.0,0.0,114147,0.1,Liverpool,2021,2020
25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,73399,0.0,Liverpool,2021,2020
26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,322176,0.0,Liverpool,2021,2020
27,0.0,0.0,0.5,0.0,0.0,0.0,0.0,301455,0.0,Liverpool,2021,2020
0,1.0,1.4,1.3,1.5,0.3,0.1,0.0,128967,2.4,Manchester City,2021,2020
1,1.6,1.0,1.3,1.1,0.0,0.3,0.0,303139,2.1,Manchester City,2021,2020
2,0.8,1.1,1.0,1.1,0.1,0.1,0.0,19119,1.5,Manchester City,2021,2020
3,0.3,1.4,1.1,0.4,0.0,0.0,0.0,73084,1.4,Manchester City,2021,2020
4,1.7,0.3,0.7,0.7,0.5,0.2,0.0,368091,1.3,Manchester City,2021,2020
5,1.3,0.5,0.5,1.2,0.2,0.2,0.0,273257,1.3,Manchester City,2021,2020
6,0.9,0.3,1.0,0.6,0.3,0.3,0.0,69778,1.2,Manchester City,2021,2020
7,0.7,1.2,1.1,0.4,0.2,0.4,0.0,105962,1.0,Manchester City,2021,2020
8,0.2,1.6,0.7,0.7,0.0,0.0,0.0,136741,1.0,Manchester City,2021,2020
9,2.2,0.1,0.8,0.9,0.5,0.1,0.0,122945,1.0,Manchester City,2021,2020
10,2.5,0.2,0.3,0.8,0.7,0.7,0.0,101374,1.0,Manchester City,2021,2020
11,0.3,1.0,0.3,0.7,0.0,0.1,0.0,77464,0.9,Manchester City,2021,2020
12,1.8,0.3,0.6,0.7,0.6,0.4,0.0,122117,0.8,Manchester City,2021,2020
13,0.4,0.5,0.4,0.4,0.0,0.0,0.0,331254,0.8,Manchester City,2021,2020
14,2.8,0.4,0.7,1.1,0.3,0.7,1.0,313171,0.8,Manchester City,2021,2020
15,0.1,0.9,0.5,0.3,0.0,0.0,0.0,104749,0.7,Manchester City,2021,2020
16,0.1,0.2,1.2,0.5,0.0,0.0,0.0,97692,0.7,Manchester City,2021,2020
17,0.2,0.6,1.0,0.5,0.0,0.0,0.0,279379,0.6,Manchester City,2021,2020
18,0.3,0.5,0.7,0.1,0.0,0.0,0.0,349760,0.5,Manchester City,2021,2020
19,0.0,0.8,0.2,0.2,0.0,0.0,0.0,14260,0.3,Manchester City,2021,2020
20,0.5,0.0,0.0,0.0,0.0,0.0,0.0,121774,0.1,Manchester City,2021,2020
21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,401254,0.0,Manchester City,2021,2020
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8155,0.0,Manchester City,2021,2020
23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,145473,0.0,Manchester City,2021,2020
0,2.2,1.3,1.2,1.0,0.2,0.3,0.0,83683,2.9,Tottenham,2021,2020
1,1.7,2.0,1.8,1.3,0.0,0.2,0.0,101859,2.6,Tottenham,2021,2020
2,4.7,0.6,1.2,0.8,0.9,0.7,1.0,322655,2.2,Tottenham,2021,2020
3,1.5,0.9,1.0,1.2,0.3,0.3,1.0,362275,1.7,Tottenham,2021,2020
4,2.1,1.2,1.2,1.4,0.2,0.3,0.0,94042,1.7,Tottenham,2021,2020
5,0.3,1.1,1.1,0.4,0.1,0.1,0.0,303908,1.6,Tottenham,2021,2020
6,4.6,0.5,0.7,0.4,0.7,1.1,1.0,69933,1.4,Tottenham,2021,2020
7,2.3,0.9,1.0,0.9,0.4,0.3,0.0,103837,1.4,Tottenham,2021,2020
8,0.3,0.8,0.8,0.6,0.0,0.1,0.0,321389,1.2,Tottenham,2021,2020
9,0.2,0.8,0.7,0.5,0.0,0.0,0.0,131519,1.2,Tottenham,2021,2020
10,2.9,0.1,0.2,1.8,0.4,0.7,0.0,302312,1.2,Tottenham,2021,2020
11,0.7,1.0,0.7,0.7,0.0,0.3,0.0,143990,1.1,Tottenham,2021,2020
12,0.3,0.7,0.8,0.6,0.0,0.0,0.0,92508,1.1,Tottenham,2021,2020
13,0.9,0.5,0.9,0.9,0.0,0.2,0.0,29595,0.9,Tottenham,2021,2020
14,0.1,1.5,0.4,0.4,0.0,0.1,0.0,91909,0.9,Tottenham,2021,2020
15,0.7,0.4,0.5,0.4,0.1,0.1,0.0,13812,0.9,Tottenham,2021,2020
16,2.2,0.3,1.8,0.5,0.3,0.8,0.0,384063,0.8,Tottenham,2021,2020
17,4.4,0.3,0.6,0.8,0.4,1.1,0.0,117973,0.8,Tottenham,2021,2020
18,0.0,0.6,1.0,0.3,0.0,0.0,0.0,75830,0.7,Tottenham,2021,2020
19,0.3,0.6,1.0,0.2,0.0,0.0,0.0,279425,0.7,Tottenham,2021,2020
20,1.1,0.5,0.7,0.3,0.0,0.3,0.0,83532,0.6,Tottenham,2021,2020
21,0.6,0.0,1.2,0.2,0.0,0.0,0.0,363077,0.3,Tottenham,2021,2020
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407154,0.0,Tottenham,2021,2020
23,0.5,0.0,0.0,0.0,0.0,0.0,0.0,25604,0.0,Tottenham,2021,2020
0,4.5,0.5,1.0,0.0,0.0,1.5,0.0,124316,2.5,Arsenal,2022,2021
1,5.0,1.5,0.5,1.5,0.5,2.0,0.0,141032,2.5,Arsenal,2022,2021
2,1.4,0.4,0.7,0.8,0.0,0.3,0.0,69945,1.8,Arsenal,2022,2021
3,1.4,1.1,1.4,1.0,0.0,0.2,0.0,238940,1.8,Arsenal,2022,2021
4,2.6,0.5,0.8,1.1,0.1,0.1,0.0,377283,1.7,Arsenal,2022,2021
5,3.1,0.3,0.7,0.4,0.6,0.7,0.0,334087,1.4,Arsenal,2022,2021
6,3.2,0.5,0.6,1.3,0.6,0.8,1.0,322036,1.4,Arsenal,2022,2021
