,id_roster,Year_end,Year_start,Player_id,Team,League
11,220,2011,2010,342,Chelsea,epl
12,221,2011,2010,8028,Chelsea,epl
13,222,2011,2010,6775,Chelsea,epl
14,223,2011,2010,22846,Chelsea,epl
15,224,2011,2010,10685,Chelsea,epl
16,225,2011,2010,7252,Chelsea,epl
17,226,2011,2010,80881,Chelsea,epl
18,227,2011,2010,7010,Chelsea,epl
19,228,2011,2010,4056,Chelsea,epl
20,229,2011,2010,4490,Chelsea,epl
21,230,2011,2010,92324,Chelsea,epl
22,231,2011,2010,23736,Chelsea,epl
23,232,2011,2010,70291,Chelsea,epl
0,233,2011,2010,7415,Liverpool,epl
1,234,2011,2010,22221,Liverpool,epl
2,235,2011,2010,17,Liverpool,epl
3,236,2011,2010,10111,Liverpool,epl
4,237,2011,2010,7516,Liverpool,epl
5,238,2011,2010,4574,Liverpool,epl
6,239,2011,2010,31451,Liverpool,epl
7,240,2011,2010,4445,Liverpool,epl
8,241,2011,2010,44687,Liverpool,epl
9,242,2011,2010,4056,Liverpool,epl
10,243,2011,2010,86594,Liverpool,epl
11,244,2011,2010,44068,Liverpool,epl
12,245,2011,2010,7398,Liverpool,epl
13,246,2011,2010,19840,Liverpool,epl
14,247,2011,2010,3061,Liverpool,epl
15,248,2011,2010,94030,Liverpool,epl
16,249,2011,2010,23383,Liverpool,epl
17,250,2011,2010,1653,Liverpool,epl
18,251,2011,2010,1329,Liverpool,epl
19,252,2011,2010,2987,Liverpool,epl
20,253,2011,2010,1103,Liverpool,epl
21,254,2011,2010,72738,Liverpool,epl
22,255,2011,2010,2940,Liverpool,epl
23,256,2011,2010,487,Liverpool,epl
24,257,2011,2010,24457,Liverpool,epl
25,258,2011,2010,21712,Liverpool,epl
26,259,2011,2010,12158,Liverpool,epl
27,260,2011,2010,40027,Liverpool,epl
28,261,2011,2010,67483,Liverpool,epl
29,262,2011,2010,67296,Liverpool,epl
0,263,2011,2010,14167,Manchester City,epl
1,264,2011,2010,10136,Manchester City,epl
2,265,2011,2010,14244,Manchester City,epl
3,266,2011,2010,14053,Manchester City,epl
4,267,2011,2010,14102,Manchester City,epl
5,268,2011,2010,3817,Manchester City,epl
6,269,2011,2010,188,Manchester City,epl
7,270,2011,2010,4608,Manchester City,epl
8,271,2011,2010,8137,Manchester City,epl
9,272,2011,2010,14168,Manchester City,epl
10,273,2011,2010,8786,Manchester City,epl
11,274,2011,2010,23589,Manchester City,epl
12,275,2011,2010,12267,Manchester City,epl
13,276,2011,2010,33799,Manchester City,epl
14,277,2011,2010,14269,Manchester City,epl
15,278,2011,2010,4511,Manchester City,epl
16,279,2011,2010,24845,Manchester City,epl
17,280,2011,2010,83032,Manchester City,epl
18,281,2011,2010,341,Manchester City,epl
19,282,2011,2010,6363,Manchester City,epl
20,283,2011,2010,2703,Manchester City,epl
21,284,2011,2010,16696,Manchester City,epl
22,285,2011,2010,836,Manchester City,epl
23,286,2011,2010,44524,Manchester City,epl
24,287,2011,2010,98050,Manchester City,epl
25,288,2011,2010,98850,Manchester City,epl
26,289,2011,2010,954,Manchester City,epl
0,290,2011,2010,19104,Manchester United,epl
1,291,2011,2010,9685,Manchester United,epl
2,292,2011,2010,3859,Manchester United,epl
3,293,2011,2010,2213,Manchester United,epl
4,294,2011,2010,18296,Manchester United,epl
5,295,2011,2010,4092,Manchester United,epl
6,296,2011,2010,3203,Manchester United,epl
7,297,2011,2010,77,Manchester United,epl
8,298,2011,2010,928,Manchester United,epl
9,299,2011,2010,6410,Manchester United,epl
10,300,2011,2010,71345,Manchester United,epl
11,301,2011,2010,3841,Manchester United,epl
12,302,2011,2010,21723,Manchester United,epl
13,303,2011,2010,5835,Manchester United,epl
14,304,2011,2010,22079,Manchester United,epl
15,305,2011,2010,2115,Manchester United,epl
16,306,2011,2010,1019,Manchester United,epl
17,307,2011,2010,11,Manchester United,epl
18,308,2011,2010,44031,Manchester United,epl
19,309,2011,2010,35003,Manchester United,epl
20,310,2011,2010,3101,Manchester United,epl
21,311,2011,2010,22818,Manchester United,epl
22,312,2011,2010,30395,Manchester United,epl
23,313,2011,2010,71330,Manchester United,epl
24,314,2011,2010,7,Manchester United,epl
25,315,2011,2010,119,Manchester United,epl
26,316,2011,2010,89883,Manchester United,epl
27,317,2011,2010,7884,Manchester United,epl
28,318,2011,2010,553,Manchester United,epl
0,319,2011,2010,24711,Tottenham,epl
1,320,2011,2010,4343,Tottenham,epl
2,321,2011,2010,562,Tottenham,epl
3,322,2011,2010,13812,Tottenham,epl
4,323,2011,2010,4905,Tottenham,epl
5,324,2011,2010,20874,Tottenham,epl
6,325,2011,2010,11580,Tottenham,epl
7,326,2011,2010,10133,Tottenham,epl
8,327,2011,2010,6434,Tottenham,epl
9,328,2011,2010,14805,Tottenham,epl
10,329,2011,2010,22040,Tottenham,epl
11,330,2011,2010,8194,Tottenham,epl
12,331,2011,2010,3837,Tottenham,epl
13,332,2011,2010,68890,Tottenham,epl
14,333,2011,2010,1554,Tottenham,epl
15,334,2011,2010,3553,Tottenham,epl
16,335,2011,2010,19247,Tottenham,epl
17,336,2011,2010,5625,Tottenham,epl
18,337,2011,2010,3807,Tottenham,epl
19,338,2011,2010,2813,Tottenham,epl
20,339,2011,2010,6162,Tottenham,epl
21,340,2011,2010,2837,Tottenham,epl
22,341,2011,2010,7336,Tottenham,epl
23,342,2011,2010,31549,Tottenham,epl
24,343,2011,2010,7411,Tottenham,epl
25,344,2011,2010,28112,Tottenham,epl
26,345,2011,2010,88,Tottenham,epl
27,346,2011,2010,69778,Tottenham,epl
0,347,2012,2011,4564,Arsenal,epl
1,348,2012,2011,1443,Arsenal,epl
2,349,2012,2011,27487,Arsenal,epl
3,350,2012,2011,30051,Arsenal,epl
4,351,2012,2011,10599,Arsenal,epl
5,352,2012,2011,106454,Arsenal,epl
6,353,2012,2011,19471,Arsenal,epl
7,354,2012,2011,10209,Arsenal,epl
8,355,2012,2011,27550,Arsenal,epl
9,356,2012,2011,845,Arsenal,epl
10,357,2012,2011,69738,Arsenal,epl
11,358,2012,2011,13796,Arsenal,epl
12,359,2012,2011,17740,Arsenal,epl
13,360,2012,2011,26820,Arsenal,epl
14,361,2012,2011,4490,Arsenal,epl
15,362,2012,2011,6292,Arsenal,epl
16,363,2012,2011,84146,Arsenal,epl
17,364,2012,2011,73379,Arsenal,epl
18,365,2012,2011,5,Arsenal,epl
19,366,2012,2011,11680,Arsenal,epl
20,367,2012,2011,13298,Arsenal,epl
21,368,2012,2011,4599,Arsenal,epl
22,369,2012,2011,69740,Arsenal,epl
23,370,2012,2011,18214,Arsenal,epl
24,371,2012,2011,96128,Arsenal,epl
25,372,2012,2011,6236,Arsenal,epl
26,373,2012,2011,91879,Arsenal,epl
27,374,2012,2011,21064,Arsenal,epl
28,375,2012,2011,32858,Arsenal,epl
29,376,2012,2011,24366,Arsenal,epl
30,377,2012,2011,13819,Arsenal,epl
31,378,2012,2011,3929,Arsenal,epl
0,379,2012,2011,25363,Chelsea,epl
1,380,2012,2011,28191,Chelsea,epl
2,381,2012,2011,27586,Chelsea,epl
3,382,2012,2011,48,Chelsea,epl
4,383,2012,2011,15338,Chelsea,epl
5,384,2012,2011,70,Chelsea,epl
6,385,2012,2011,10132,Chelsea,epl
7,386,2012,2011,11981,Chelsea,epl
8,387,2012,2011,10685,Chelsea,epl
9,388,2012,2011,14115,Chelsea,epl
10,389,2012,2011,23736,Chelsea,epl
11,390,2012,2011,342,Chelsea,epl
12,391,2012,2011,4384,Chelsea,epl
13,392,2012,2011,10111,Chelsea,epl
14,393,2012,2011,527,Chelsea,epl
15,394,2012,2011,22846,Chelsea,epl
16,395,2012,2011,4056,Chelsea,epl
17,396,2012,2011,6775,Chelsea,epl
18,397,2012,2011,8028,Chelsea,epl
19,398,2012,2011,90780,Chelsea,epl
20,399,2012,2011,15464,Chelsea,epl
21,400,2012,2011,1832,Chelsea,epl
22,401,2012,2011,1563,Chelsea,epl
23,402,2012,2011,7010,Chelsea,epl
24,403,2012,2011,78498,Chelsea,epl
25,404,2012,2011,27551,Chelsea,epl
26,405,2012,2011,92324,Chelsea,epl
27,406,2012,2011,10874,Chelsea,epl
28,407,2012,2011,4490,Chelsea,epl
0,408,2012,2011,11774,Liverpool,epl
1,409,2012,2011,31451,Liverpool,epl
2,410,2012,2011,22221,Liverpool,epl
3,411,2012,2011,8327,Liverpool,epl
4,412,2012,2011,17,Liverpool,epl
5,413,2012,2011,4574,Liverpool,epl
6,414,2012,2011,19840,Liverpool,epl
7,415,2012,2011,7398,Liverpool,epl
8,416,2012,2011,44687,Liverpool,epl
9,417,2012,2011,23383,Liverpool,epl
10,418,2012,2011,14230,Liverpool,epl
11,419,2012,2011,4445,Liverpool,epl
12,420,2012,2011,71268,Liverpool,epl
13,421,2012,2011,1982,Liverpool,epl
14,422,2012,2011,68659,Liverpool,epl
15,423,2012,2011,5641,Liverpool,epl
16,424,2012,2011,10111,Liverpool,epl
17,425,2012,2011,7516,Liverpool,epl
18,426,2012,2011,44068,Liverpool,epl
19,427,2012,2011,40027,Liverpool,epl
20,428,2012,2011,2987,Liverpool,epl
21,429,2012,2011,1329,Liverpool,epl
22,430,2012,2011,94030,Liverpool,epl
23,431,2012,2011,14252,Liverpool,epl
24,432,2012,2011,2940,Liverpool,epl
25,433,2012,2011,97692,Liverpool,epl
0,434,2012,2011,14102,Manchester City,epl
1,435,2012,2011,14260,Manchester City,epl
2,436,2012,2011,14053,Manchester City,epl
3,437,2012,2011,6042,Manchester City,epl
4,438,2012,2011,10136,Manchester City,epl
5,439,2012,2011,14244,Manchester City,epl
6,440,2012,2011,188,Manchester City,epl
7,441,2012,2011,13298,Manchester City,epl
8,442,2012,2011,12267,Manchester City,epl
9,443,2012,2011,14167,Manchester City,epl
10,444,2012,2011,33799,Manchester City,epl
11,445,2012,2011,8137,Manchester City,epl
12,446,2012,2011,24845,Manchester City,epl
13,447,2012,2011,14168,Manchester City,epl
14,448,2012,2011,4511,Manchester City,epl
15,449,2012,2011,14269,Manchester City,epl
16,450,2012,2011,8786,Manchester City,epl
17,451,2012,2011,4608,Manchester City,epl
18,452,2012,2011,77564,Manchester City,epl
19,453,2012,2011,3817,Manchester City,epl
20,454,2012,2011,2239,Manchester City,epl
21,455,2012,2011,11669,Manchester City,epl
22,456,2012,2011,553,Manchester City,epl
23,457,2012,2011,98850,Manchester City,epl
0,458,2012,2011,30395,Manchester United,epl
1,459,2012,2011,3859,Manchester United,epl
2,460,2012,2011,18296,Manchester United,epl
3,461,2012,2011,9685,Manchester United,epl
4,462,2012,2011,19104,Manchester United,epl
5,463,2012,2011,4092,Manchester United,epl
6,464,2012,2011,6410,Manchester United,epl
7,465,2012,2011,2115,Manchester United,epl
8,466,2012,2011,68651,Manchester United,epl
9,467,2012,2011,8166,Manchester United,epl
10,468,2012,2011,11,Manchester United,epl
11,469,2012,2011,21723,Manchester United,epl
12,470,2012,2011,22079,Manchester United,epl
13,471,2012,2011,81726,Manchester United,epl
14,472,2012,2011,39308,Manchester United,epl
15,473,2012,2011,928,Manchester United,epl
16,474,2012,2011,79554,Manchester United,epl
17,475,2012,2011,77,Manchester United,epl
18,476,2012,2011,3203,Manchester United,epl
19,477,2012,2011,2213,Manchester United,epl
20,478,2012,2011,10620,Manchester United,epl
21,479,2012,2011,71345,Manchester United,epl
22,480,2012,2011,5835,Manchester United,epl
23,481,2012,2011,35003,Manchester United,epl
24,482,2012,2011,44031,Manchester United,epl
25,483,2012,2011,69956,Manchester United,epl
26,484,2012,2011,97752,Manchester United,epl
27,485,2012,2011,107942,Manchester United,epl
28,486,2012,2011,71330,Manchester United,epl
29,487,2012,2011,107940,Manchester United,epl
30,488,2012,2011,7,Manchester United,epl
0,489,2012,2011,13812,Tottenham,epl
1,490,2012,2011,20874,Tottenham,epl
2,491,2012,2011,14805,Tottenham,epl
3,492,2012,2011,6363,Tottenham,epl
4,493,2012,2011,270,Tottenham,epl
5,494,2012,2011,4343,Tottenham,epl
6,495,2012,2011,4905,Tottenham,epl
7,496,2012,2011,69778,Tottenham,epl
8,497,2012,2011,11580,Tottenham,epl
9,498,2012,2011,1554,Tottenham,epl
10,499,2012,2011,68890,Tottenham,epl
11,500,2012,2011,2837,Tottenham,epl
12,501,2012,2011,5625,Tottenham,epl
13,502,2012,2011,562,Tottenham,epl
14,503,2012,2011,110,Tottenham,epl
15,504,2012,2011,7411,Tottenham,epl
16,505,2012,2011,3426,Tottenham,epl
17,506,2012,2011,3807,Tottenham,epl
18,507,2012,2011,19247,Tottenham,epl
19,508,2012,2011,36849,Tottenham,epl
20,509,2012,2011,69877,Tottenham,epl
21,510,2012,2011,99588,Tottenham,epl
22,511,2012,2011,8194,Tottenham,epl
23,512,2012,2011,13311,Tottenham,epl
24,513,2012,2011,24711,Tottenham,epl
25,514,2012,2011,22040,Tottenham,epl
26,515,2012,2011,7336,Tottenham,epl
27,516,2012,2011,28112,Tottenham,epl
28,517,2012,2011,3553,Tottenham,epl
0,518,2013,2012,4522,Arsenal,epl
1,519,2013,2012,1443,Arsenal,epl
2,520,2013,2012,13796,Arsenal,epl
3,521,2013,2012,18214,Arsenal,epl
4,522,2013,2012,23072,Arsenal,epl
5,523,2013,2012,27550,Arsenal,epl
6,524,2013,2012,24444,Arsenal,epl
7,525,2013,2012,42686,Arsenal,epl
8,526,2013,2012,845,Arsenal,epl
9,527,2013,2012,19471,Arsenal,epl
10,528,2013,2012,6040,Arsenal,epl
11,529,2013,2012,26820,Arsenal,epl
12,530,2013,2012,6292,Arsenal,epl
13,531,2013,2012,30051,Arsenal,epl
14,532,2013,2012,73379,Arsenal,epl
15,533,2013,2012,10209,Arsenal,epl
16,534,2013,2012,84146,Arsenal,epl
17,535,2013,2012,17740,Arsenal,epl
18,536,2013,2012,91879,Arsenal,epl
19,537,2013,2012,20973,Arsenal,epl
20,538,2013,2012,27487,Arsenal,epl
21,539,2013,2012,21682,Arsenal,epl
22,540,2013,2012,69738,Arsenal,epl
23,541,2013,2012,4599,Arsenal,epl
24,542,2013,2012,119501,Arsenal,epl
25,543,2013,2012,96128,Arsenal,epl
0,544,2013,2012,33404,Chelsea,epl
1,545,2013,2012,25363,Chelsea,epl
2,546,2013,2012,27586,Chelsea,epl
3,547,2013,2012,15338,Chelsea,epl
4,548,2013,2012,28191,Chelsea,epl
5,549,2013,2012,48,Chelsea,epl
6,550,2013,2012,11981,Chelsea,epl
7,551,2013,2012,70,Chelsea,epl
8,552,2013,2012,41065,Chelsea,epl
9,553,2013,2012,4056,Chelsea,epl
10,554,2013,2012,25931,Chelsea,epl
11,555,2013,2012,101964,Chelsea,epl
12,556,2013,2012,6775,Chelsea,epl
13,557,2013,2012,342,Chelsea,epl
14,558,2013,2012,15464,Chelsea,epl
15,559,2013,2012,21457,Chelsea,epl
16,560,2013,2012,33064,Chelsea,epl
17,561,2013,2012,90780,Chelsea,epl
18,562,2013,2012,10111,Chelsea,epl
19,563,2013,2012,22846,Chelsea,epl
20,564,2013,2012,23736,Chelsea,epl
21,565,2013,2012,122945,Chelsea,epl
22,566,2013,2012,23205,Chelsea,epl
23,567,2013,2012,10874,Chelsea,epl
24,568,2013,2012,4490,Chelsea,epl
25,569,2013,2012,7010,Chelsea,epl
0,570,2013,2012,22221,Liverpool,epl
1,571,2013,2012,23736,Liverpool,epl
2,572,2013,2012,17,Liverpool,epl
3,573,2013,2012,80767,Liverpool,epl
4,574,2013,2012,4574,Liverpool,epl
5,575,2013,2012,31451,Liverpool,epl
6,576,2013,2012,7398,Liverpool,epl
7,577,2013,2012,14230,Liverpool,epl
8,578,2013,2012,5641,Liverpool,epl
9,579,2013,2012,97692,Liverpool,epl
10,580,2013,2012,19840,Liverpool,epl
11,581,2013,2012,101763,Liverpool,epl
12,582,2013,2012,105797,Liverpool,epl
13,583,2013,2012,14176,Liverpool,epl
14,584,2013,2012,68659,Liverpool,epl
15,585,2013,2012,11774,Liverpool,epl
16,586,2013,2012,2987,Liverpool,epl
17,587,2013,2012,23444,Liverpool,epl
18,588,2013,2012,1329,Liverpool,epl
19,589,2013,2012,44687,Liverpool,epl
20,590,2013,2012,105591,Liverpool,epl
21,591,2013,2012,40027,Liverpool,epl
22,592,2013,2012,71268,Liverpool,epl
23,593,2013,2012,80882,Liverpool,epl
24,594,2013,2012,23383,Liverpool,epl
25,595,2013,2012,487,Liverpool,epl
26,596,2013,2012,97710,Liverpool,epl
27,597,2013,2012,29762,Liverpool,epl
0,598,2013,2012,14168,Manchester City,epl
1,599,2013,2012,14102,Manchester City,epl
2,600,2013,2012,6042,Manchester City,epl
3,601,2013,2012,14167,Manchester City,epl
4,602,2013,2012,14244,Manchester City,epl
5,603,2013,2012,14053,Manchester City,epl
6,604,2013,2012,106530,Manchester City,epl
7,605,2013,2012,10136,Manchester City,epl
8,606,2013,2012,14260,Manchester City,epl
9,607,2013,2012,4511,Manchester City,epl
10,608,2013,2012,91200,Manchester City,epl
11,609,2013,2012,188,Manchester City,epl
12,610,2013,2012,24845,Manchester City,epl
13,611,2013,2012,13298,Manchester City,epl
14,612,2013,2012,8007,Manchester City,epl
15,613,2013,2012,12378,Manchester City,epl
16,614,2013,2012,12267,Manchester City,epl
17,615,2013,2012,3817,Manchester City,epl
18,616,2013,2012,4608,Manchester City,epl
19,617,2013,2012,8137,Manchester City,epl
20,618,2013,2012,8786,Manchester City,epl
21,619,2013,2012,33833,Manchester City,epl
22,620,2013,2012,33799,Manchester City,epl
23,621,2013,2012,12779,Manchester City,epl
24,622,2013,2012,98850,Manchester City,epl
0,623,2013,2012,4564,Manchester United,epl
1,624,2013,2012,9685,Manchester United,epl
2,625,2013,2012,4092,Manchester United,epl
3,626,2013,2012,38147,Manchester United,epl
4,627,2013,2012,6410,Manchester United,epl
5,628,2013,2012,3859,Manchester United,epl
6,629,2013,2012,22079,Manchester United,epl
7,630,2013,2012,2115,Manchester United,epl
8,631,2013,2012,18296,Manchester United,epl
9,632,2013,2012,8166,Manchester United,epl
10,633,2013,2012,928,Manchester United,epl
11,634,2013,2012,42862,Manchester United,epl
12,635,2013,2012,5835,Manchester United,epl
13,636,2013,2012,79554,Manchester United,epl
14,637,2013,2012,71345,Manchester United,epl
