,id_roster,Year_end,Year_start,Player_id,Team,League
7,2975,2016,2015,92051,RasenBallsport Leipzig,bundesliga
8,2976,2016,2015,132943,RasenBallsport Leipzig,bundesliga
9,2977,2016,2015,86191,RasenBallsport Leipzig,bundesliga
10,2978,2016,2015,143600,RasenBallsport Leipzig,bundesliga
11,2979,2016,2015,69630,RasenBallsport Leipzig,bundesliga
12,2980,2016,2015,137852,RasenBallsport Leipzig,bundesliga
13,2981,2016,2015,93937,RasenBallsport Leipzig,bundesliga
14,2982,2016,2015,115565,RasenBallsport Leipzig,bundesliga
15,2983,2016,2015,76513,RasenBallsport Leipzig,bundesliga
16,2984,2016,2015,299057,RasenBallsport Leipzig,bundesliga
17,2985,2016,2015,67369,RasenBallsport Leipzig,bundesliga
18,2986,2016,2015,21083,RasenBallsport Leipzig,bundesliga
19,2987,2016,2015,110266,RasenBallsport Leipzig,bundesliga
20,2988,2016,2015,132946,RasenBallsport Leipzig,bundesliga
21,2989,2016,2015,143463,RasenBallsport Leipzig,bundesliga
22,2990,2016,2015,243509,RasenBallsport Leipzig,bundesliga
23,2991,2016,2015,330505,RasenBallsport Leipzig,bundesliga
0,2992,2016,2015,14172,Wolfsburg,bundesliga
1,2993,2016,2015,96449,Wolfsburg,bundesliga
2,2994,2016,2015,22652,Wolfsburg,bundesliga
3,2995,2016,2015,61610,Wolfsburg,bundesliga
4,2996,2016,2015,70524,Wolfsburg,bundesliga
5,2997,2016,2015,82362,Wolfsburg,bundesliga
6,2998,2016,2015,70105,Wolfsburg,bundesliga
7,2999,2016,2015,77461,Wolfsburg,bundesliga
8,3000,2016,2015,73797,Wolfsburg,bundesliga
9,3001,2016,2015,6683,Wolfsburg,bundesliga
10,3002,2016,2015,77114,Wolfsburg,bundesliga
11,3003,2016,2015,10154,Wolfsburg,bundesliga
12,3004,2016,2015,20626,Wolfsburg,bundesliga
13,3005,2016,2015,34323,Wolfsburg,bundesliga
14,3006,2016,2015,31552,Wolfsburg,bundesliga
15,3007,2016,2015,43369,Wolfsburg,bundesliga
16,3008,2016,2015,108919,Wolfsburg,bundesliga
17,3009,2016,2015,100591,Wolfsburg,bundesliga
18,3010,2016,2015,73084,Wolfsburg,bundesliga
19,3011,2016,2015,71852,Wolfsburg,bundesliga
20,3012,2016,2015,279575,Wolfsburg,bundesliga
21,3013,2016,2015,10714,Wolfsburg,bundesliga
22,3014,2016,2015,142227,Wolfsburg,bundesliga
23,3015,2016,2015,296650,Wolfsburg,bundesliga
24,3016,2016,2015,243532,Wolfsburg,bundesliga
25,3017,2016,2015,13819,Wolfsburg,bundesliga
26,3018,2016,2015,98940,Wolfsburg,bundesliga
27,3019,2016,2015,10161,Wolfsburg,bundesliga
28,3020,2016,2015,303106,Wolfsburg,bundesliga
0,3021,2017,2016,74939,Bayern Munich,bundesliga
1,3022,2017,2016,4173,Bayern Munich,bundesliga
2,3023,2017,2016,29400,Bayern Munich,bundesliga
3,3024,2017,2016,9016,Bayern Munich,bundesliga
4,3025,2017,2016,10168,Bayern Munich,bundesliga
5,3026,2017,2016,21541,Bayern Munich,bundesliga
6,3027,2017,2016,37099,Bayern Munich,bundesliga
7,3028,2017,2016,25008,Bayern Munich,bundesliga
8,3029,2017,2016,14091,Bayern Munich,bundesliga
9,3030,2017,2016,4961,Bayern Munich,bundesliga
10,3031,2017,2016,68889,Bayern Munich,bundesliga
11,3032,2017,2016,39722,Bayern Munich,bundesliga
12,3033,2017,2016,5570,Bayern Munich,bundesliga
13,3034,2017,2016,106894,Bayern Munich,bundesliga
14,3035,2017,2016,283323,Bayern Munich,bundesliga
15,3036,2017,2016,13755,Bayern Munich,bundesliga
16,3037,2017,2016,125883,Bayern Munich,bundesliga
17,3038,2017,2016,23589,Bayern Munich,bundesliga
18,3039,2017,2016,13754,Bayern Munich,bundesliga
19,3040,2017,2016,299450,Bayern Munich,bundesliga
20,3041,2017,2016,35506,Bayern Munich,bundesliga
21,3042,2017,2016,29943,Bayern Munich,bundesliga
0,3043,2017,2016,110373,Bayer Leverkusen,bundesliga
1,3044,2017,2016,296769,Bayer Leverkusen,bundesliga
2,3045,2017,2016,6624,Bayer Leverkusen,bundesliga
3,3046,2017,2016,132273,Bayer Leverkusen,bundesliga
4,3047,2017,2016,326413,Bayer Leverkusen,bundesliga
5,3048,2017,2016,141556,Bayer Leverkusen,bundesliga
6,3049,2017,2016,80994,Bayer Leverkusen,bundesliga
7,3050,2017,2016,91060,Bayer Leverkusen,bundesliga
8,3051,2017,2016,134946,Bayer Leverkusen,bundesliga
9,3052,2017,2016,29940,Bayer Leverkusen,bundesliga
10,3053,2017,2016,35003,Bayer Leverkusen,bundesliga
11,3054,2017,2016,101112,Bayer Leverkusen,bundesliga
12,3055,2017,2016,125095,Bayer Leverkusen,bundesliga
13,3056,2017,2016,43589,Bayer Leverkusen,bundesliga
14,3057,2017,2016,27124,Bayer Leverkusen,bundesliga
15,3058,2017,2016,92812,Bayer Leverkusen,bundesliga
16,3059,2017,2016,25657,Bayer Leverkusen,bundesliga
17,3060,2017,2016,139623,Bayer Leverkusen,bundesliga
18,3061,2017,2016,8096,Bayer Leverkusen,bundesliga
19,3062,2017,2016,94934,Bayer Leverkusen,bundesliga
20,3063,2017,2016,40560,Bayer Leverkusen,bundesliga
21,3064,2017,2016,92173,Bayer Leverkusen,bundesliga
22,3065,2017,2016,41881,Bayer Leverkusen,bundesliga
23,3066,2017,2016,327682,Bayer Leverkusen,bundesliga
0,3067,2017,2016,299513,Borussia Dortmund,bundesliga
1,3068,2017,2016,44120,Borussia Dortmund,bundesliga
2,3069,2017,2016,83686,Borussia Dortmund,bundesliga
3,3070,2017,2016,22210,Borussia Dortmund,bundesliga
4,3071,2017,2016,115375,Borussia Dortmund,bundesliga
5,3072,2017,2016,41330,Borussia Dortmund,bundesliga
6,3073,2017,2016,11090,Borussia Dortmund,bundesliga
7,3074,2017,2016,142318,Borussia Dortmund,bundesliga
8,3075,2017,2016,24420,Borussia Dortmund,bundesliga
9,3076,2017,2016,13423,Borussia Dortmund,bundesliga
10,3077,2017,2016,43364,Borussia Dortmund,bundesliga
11,3078,2017,2016,77461,Borussia Dortmund,bundesliga
12,3079,2017,2016,302692,Borussia Dortmund,bundesliga
13,3080,2017,2016,42862,Borussia Dortmund,bundesliga
14,3081,2017,2016,110182,Borussia Dortmund,bundesliga
15,3082,2017,2016,115165,Borussia Dortmund,bundesliga
16,3083,2017,2016,317999,Borussia Dortmund,bundesliga
17,3084,2017,2016,80382,Borussia Dortmund,bundesliga
18,3085,2017,2016,63936,Borussia Dortmund,bundesliga
19,3086,2017,2016,312843,Borussia Dortmund,bundesliga
20,3087,2017,2016,14176,Borussia Dortmund,bundesliga
21,3088,2017,2016,238916,Borussia Dortmund,bundesliga
22,3089,2017,2016,22589,Borussia Dortmund,bundesliga
23,3090,2017,2016,65581,Borussia Dortmund,bundesliga
24,3091,2017,2016,306672,Borussia Dortmund,bundesliga
25,3092,2017,2016,66209,Borussia Dortmund,bundesliga
26,3093,2017,2016,5490,Borussia Dortmund,bundesliga
0,3094,2017,2016,35433,Eintracht Frankfurt,bundesliga
1,3095,2017,2016,115996,Eintracht Frankfurt,bundesliga
2,3096,2017,2016,116466,Eintracht Frankfurt,bundesliga
3,3097,2017,2016,23199,Eintracht Frankfurt,bundesliga
4,3098,2017,2016,16954,Eintracht Frankfurt,bundesliga
5,3099,2017,2016,67925,Eintracht Frankfurt,bundesliga
6,3100,2017,2016,238901,Eintracht Frankfurt,bundesliga
7,3101,2017,2016,69467,Eintracht Frankfurt,bundesliga
8,3102,2017,2016,300318,Eintracht Frankfurt,bundesliga
9,3103,2017,2016,39336,Eintracht Frankfurt,bundesliga
10,3104,2017,2016,5486,Eintracht Frankfurt,bundesliga
11,3105,2017,2016,7421,Eintracht Frankfurt,bundesliga
12,3106,2017,2016,329618,Eintracht Frankfurt,bundesliga
13,3107,2017,2016,145385,Eintracht Frankfurt,bundesliga
14,3108,2017,2016,101735,Eintracht Frankfurt,bundesliga
15,3109,2017,2016,129289,Eintracht Frankfurt,bundesliga
16,3110,2017,2016,91840,Eintracht Frankfurt,bundesliga
17,3111,2017,2016,99989,Eintracht Frankfurt,bundesliga
18,3112,2017,2016,64846,Eintracht Frankfurt,bundesliga
19,3113,2017,2016,132348,Eintracht Frankfurt,bundesliga
20,3114,2017,2016,312666,Eintracht Frankfurt,bundesliga
21,3115,2017,2016,74016,Eintracht Frankfurt,bundesliga
22,3116,2017,2016,79522,Eintracht Frankfurt,bundesliga
23,3117,2017,2016,13753,Eintracht Frankfurt,bundesliga
24,3118,2017,2016,131050,Eintracht Frankfurt,bundesliga
25,3119,2017,2016,285993,Eintracht Frankfurt,bundesliga
0,3120,2017,2016,141716,RasenBallsport Leipzig,bundesliga
1,3121,2017,2016,243510,RasenBallsport Leipzig,bundesliga
2,3122,2017,2016,130903,RasenBallsport Leipzig,bundesliga
3,3123,2017,2016,104917,RasenBallsport Leipzig,bundesliga
4,3124,2017,2016,302588,RasenBallsport Leipzig,bundesliga
5,3125,2017,2016,115161,RasenBallsport Leipzig,bundesliga
6,3126,2017,2016,133886,RasenBallsport Leipzig,bundesliga
7,3127,2017,2016,18639,RasenBallsport Leipzig,bundesliga
8,3128,2017,2016,92051,RasenBallsport Leipzig,bundesliga
9,3129,2017,2016,37940,RasenBallsport Leipzig,bundesliga
10,3130,2017,2016,132943,RasenBallsport Leipzig,bundesliga
11,3131,2017,2016,21083,RasenBallsport Leipzig,bundesliga
12,3132,2017,2016,327721,RasenBallsport Leipzig,bundesliga
13,3133,2017,2016,146633,RasenBallsport Leipzig,bundesliga
14,3134,2017,2016,33063,RasenBallsport Leipzig,bundesliga
15,3135,2017,2016,143600,RasenBallsport Leipzig,bundesliga
16,3136,2017,2016,67369,RasenBallsport Leipzig,bundesliga
17,3137,2017,2016,91067,RasenBallsport Leipzig,bundesliga
18,3138,2017,2016,333361,RasenBallsport Leipzig,bundesliga
19,3139,2017,2016,137852,RasenBallsport Leipzig,bundesliga
20,3140,2017,2016,244303,RasenBallsport Leipzig,bundesliga
21,3141,2017,2016,93937,RasenBallsport Leipzig,bundesliga
22,3142,2017,2016,110266,RasenBallsport Leipzig,bundesliga
0,3143,2017,2016,6255,Wolfsburg,bundesliga
1,3144,2017,2016,70105,Wolfsburg,bundesliga
2,3145,2017,2016,96449,Wolfsburg,bundesliga
3,3146,2017,2016,20626,Wolfsburg,bundesliga
4,3147,2017,2016,86173,Wolfsburg,bundesliga
5,3148,2017,2016,100591,Wolfsburg,bundesliga
6,3149,2017,2016,43369,Wolfsburg,bundesliga
7,3150,2017,2016,34323,Wolfsburg,bundesliga
8,3151,2017,2016,71852,Wolfsburg,bundesliga
9,3152,2017,2016,82362,Wolfsburg,bundesliga
10,3153,2017,2016,108919,Wolfsburg,bundesliga
11,3154,2017,2016,80881,Wolfsburg,bundesliga
12,3155,2017,2016,61610,Wolfsburg,bundesliga
13,3156,2017,2016,22652,Wolfsburg,bundesliga
14,3157,2017,2016,130899,Wolfsburg,bundesliga
15,3158,2017,2016,104919,Wolfsburg,bundesliga
16,3159,2017,2016,21988,Wolfsburg,bundesliga
17,3160,2017,2016,73797,Wolfsburg,bundesliga
18,3161,2017,2016,44142,Wolfsburg,bundesliga
19,3162,2017,2016,301452,Wolfsburg,bundesliga
20,3163,2017,2016,329624,Wolfsburg,bundesliga
21,3164,2017,2016,142227,Wolfsburg,bundesliga
22,3165,2017,2016,10714,Wolfsburg,bundesliga
23,3166,2017,2016,93307,Wolfsburg,bundesliga
24,3167,2017,2016,133959,Wolfsburg,bundesliga
25,3168,2017,2016,279575,Wolfsburg,bundesliga
26,3169,2017,2016,278721,Wolfsburg,bundesliga
27,3170,2017,2016,10154,Wolfsburg,bundesliga
28,3171,2017,2016,298792,Wolfsburg,bundesliga
29,3172,2017,2016,298510,Wolfsburg,bundesliga
30,3173,2017,2016,329625,Wolfsburg,bundesliga
0,3174,2018,2017,71182,Bayern Munich,bundesliga
1,3175,2018,2017,29400,Bayern Munich,bundesliga
2,3176,2018,2017,25008,Bayern Munich,bundesliga
3,3177,2018,2017,306637,Bayern Munich,bundesliga
4,3178,2018,2017,74939,Bayern Munich,bundesliga
5,3179,2018,2017,4173,Bayern Munich,bundesliga
6,3180,2018,2017,37099,Bayern Munich,bundesliga
7,3181,2018,2017,21541,Bayern Munich,bundesliga
8,3182,2018,2017,283323,Bayern Munich,bundesliga
9,3183,2018,2017,125883,Bayern Munich,bundesliga
10,3184,2018,2017,23589,Bayern Munich,bundesliga
11,3185,2018,2017,14091,Bayern Munich,bundesliga
12,3186,2018,2017,10168,Bayern Munich,bundesliga
13,3187,2018,2017,106894,Bayern Munich,bundesliga
14,3188,2018,2017,356070,Bayern Munich,bundesliga
15,3189,2018,2017,9016,Bayern Munich,bundesliga
16,3190,2018,2017,134894,Bayern Munich,bundesliga
17,3191,2018,2017,22669,Bayern Munich,bundesliga
18,3192,2018,2017,39722,Bayern Munich,bundesliga
19,3193,2018,2017,333227,Bayern Munich,bundesliga
20,3194,2018,2017,129983,Bayern Munich,bundesliga
21,3195,2018,2017,13755,Bayern Munich,bundesliga
22,3196,2018,2017,38649,Bayern Munich,bundesliga
23,3197,2018,2017,13754,Bayern Munich,bundesliga
24,3198,2018,2017,35506,Bayern Munich,bundesliga
25,3199,2018,2017,356566,Bayern Munich,bundesliga
26,3200,2018,2017,346731,Bayern Munich,bundesliga
27,3201,2018,2017,354599,Bayern Munich,bundesliga
0,3202,2018,2017,327682,Bayer Leverkusen,bundesliga
1,3203,2018,2017,29940,Bayer Leverkusen,bundesliga
2,3204,2018,2017,326413,Bayer Leverkusen,bundesliga
3,3205,2018,2017,22589,Bayer Leverkusen,bundesliga
4,3206,2018,2017,92812,Bayer Leverkusen,bundesliga
5,3207,2018,2017,25657,Bayer Leverkusen,bundesliga
6,3208,2018,2017,141556,Bayer Leverkusen,bundesliga
7,3209,2018,2017,134946,Bayer Leverkusen,bundesliga
8,3210,2018,2017,125654,Bayer Leverkusen,bundesliga
9,3211,2018,2017,41881,Bayer Leverkusen,bundesliga
10,3212,2018,2017,132273,Bayer Leverkusen,bundesliga
11,3213,2018,2017,27124,Bayer Leverkusen,bundesliga
12,3214,2018,2017,302402,Bayer Leverkusen,bundesliga
13,3215,2018,2017,91060,Bayer Leverkusen,bundesliga
14,3216,2018,2017,35336,Bayer Leverkusen,bundesliga
15,3217,2018,2017,296769,Bayer Leverkusen,bundesliga
16,3218,2018,2017,92173,Bayer Leverkusen,bundesliga
17,3219,2018,2017,110165,Bayer Leverkusen,bundesliga
18,3220,2018,2017,125095,Bayer Leverkusen,bundesliga
19,3221,2018,2017,80994,Bayer Leverkusen,bundesliga
20,3222,2018,2017,139623,Bayer Leverkusen,bundesliga
21,3223,2018,2017,98101,Bayer Leverkusen,bundesliga
22,3224,2018,2017,8096,Bayer Leverkusen,bundesliga
23,3225,2018,2017,40560,Bayer Leverkusen,bundesliga
0,3226,2018,2017,41330,Borussia Dortmund,bundesliga
1,3227,2018,2017,44120,Borussia Dortmund,bundesliga
2,3228,2018,2017,11090,Borussia Dortmund,bundesliga
3,3229,2018,2017,83686,Borussia Dortmund,bundesliga
4,3230,2018,2017,145267,Borussia Dortmund,bundesliga
5,3231,2018,2017,14176,Borussia Dortmund,bundesliga
6,3232,2018,2017,302692,Borussia Dortmund,bundesliga
7,3233,2018,2017,97803,Borussia Dortmund,bundesliga
8,3234,2018,2017,43589,Borussia Dortmund,bundesliga
9,3235,2018,2017,22210,Borussia Dortmund,bundesliga
10,3236,2018,2017,80382,Borussia Dortmund,bundesliga
11,3237,2018,2017,346300,Borussia Dortmund,bundesliga
12,3238,2018,2017,142318,Borussia Dortmund,bundesliga
13,3239,2018,2017,42862,Borussia Dortmund,bundesliga
14,3240,2018,2017,41672,Borussia Dortmund,bundesliga
15,3241,2018,2017,129620,Borussia Dortmund,bundesliga
16,3242,2018,2017,115375,Borussia Dortmund,bundesliga
17,3243,2018,2017,77461,Borussia Dortmund,bundesliga
18,3244,2018,2017,342548,Borussia Dortmund,bundesliga
19,3245,2018,2017,25482,Borussia Dortmund,bundesliga
20,3246,2018,2017,13423,Borussia Dortmund,bundesliga
21,3247,2018,2017,43364,Borussia Dortmund,bundesliga
22,3248,2018,2017,135092,Borussia Dortmund,bundesliga
23,3249,2018,2017,297390,Borussia Dortmund,bundesliga
24,3250,2018,2017,63936,Borussia Dortmund,bundesliga
25,3251,2018,2017,312843,Borussia Dortmund,bundesliga
26,3252,2018,2017,299254,Borussia Dortmund,bundesliga
27,3253,2018,2017,307202,Borussia Dortmund,bundesliga
28,3254,2018,2017,355110,Borussia Dortmund,bundesliga
29,3255,2018,2017,5490,Borussia Dortmund,bundesliga
0,3256,2018,2017,115996,Eintracht Frankfurt,bundesliga
1,3257,2018,2017,312666,Eintracht Frankfurt,bundesliga
2,3258,2018,2017,5486,Eintracht Frankfurt,bundesliga
3,3259,2018,2017,94885,Eintracht Frankfurt,bundesliga
4,3260,2018,2017,101735,Eintracht Frankfurt,bundesliga
5,3261,2018,2017,236544,Eintracht Frankfurt,bundesliga
6,3262,2018,2017,23199,Eintracht Frankfurt,bundesliga
7,3263,2018,2017,11867,Eintracht Frankfurt,bundesliga
8,3264,2018,2017,69467,Eintracht Frankfurt,bundesliga
9,3265,2018,2017,94934,Eintracht Frankfurt,bundesliga
10,3266,2018,2017,108770,Eintracht Frankfurt,bundesliga
11,3267,2018,2017,300318,Eintracht Frankfurt,bundesliga
12,3268,2018,2017,19087,Eintracht Frankfurt,bundesliga
13,3269,2018,2017,13753,Eintracht Frankfurt,bundesliga
14,3270,2018,2017,126948,Eintracht Frankfurt,bundesliga
15,3271,2018,2017,116466,Eintracht Frankfurt,bundesliga
16,3272,2018,2017,16954,Eintracht Frankfurt,bundesliga
17,3273,2018,2017,315755,Eintracht Frankfurt,bundesliga
18,3274,2018,2017,22418,Eintracht Frankfurt,bundesliga
19,3275,2018,2017,35433,Eintracht Frankfurt,bundesliga
20,3276,2018,2017,64846,Eintracht Frankfurt,bundesliga
21,3277,2018,2017,79522,Eintracht Frankfurt,bundesliga
22,3278,2018,2017,329618,Eintracht Frankfurt,bundesliga
23,3279,2018,2017,132348,Eintracht Frankfurt,bundesliga
24,3280,2018,2017,63012,Eintracht Frankfurt,bundesliga
25,3281,2018,2017,344166,Eintracht Frankfurt,bundesliga
26,3282,2018,2017,99989,Eintracht Frankfurt,bundesliga
27,3283,2018,2017,356064,Eintracht Frankfurt,bundesliga
0,3284,2018,2017,243510,RasenBallsport Leipzig,bundesliga
1,3285,2018,2017,92051,RasenBallsport Leipzig,bundesliga
2,3286,2018,2017,115161,RasenBallsport Leipzig,bundesliga
3,3287,2018,2017,327721,RasenBallsport Leipzig,bundesliga
4,3288,2018,2017,104917,RasenBallsport Leipzig,bundesliga
5,3289,2018,2017,299451,RasenBallsport Leipzig,bundesliga
6,3290,2018,2017,80994,RasenBallsport Leipzig,bundesliga
7,3291,2018,2017,302588,RasenBallsport Leipzig,bundesliga
8,3292,2018,2017,130903,RasenBallsport Leipzig,bundesliga
9,3293,2018,2017,245643,RasenBallsport Leipzig,bundesliga
10,3294,2018,2017,133886,RasenBallsport Leipzig,bundesliga
11,3295,2018,2017,141716,RasenBallsport Leipzig,bundesliga
12,3296,2018,2017,117980,RasenBallsport Leipzig,bundesliga
13,3297,2018,2017,143600,RasenBallsport Leipzig,bundesliga
14,3298,2018,2017,132943,RasenBallsport Leipzig,bundesliga
15,3299,2018,2017,345957,RasenBallsport Leipzig,bundesliga
16,3300,2018,2017,67369,RasenBallsport Leipzig,bundesliga
17,3301,2018,2017,248010,RasenBallsport Leipzig,bundesliga
18,3302,2018,2017,37940,RasenBallsport Leipzig,bundesliga
19,3303,2018,2017,18639,RasenBallsport Leipzig,bundesliga
20,3304,2018,2017,146633,RasenBallsport Leipzig,bundesliga
21,3305,2018,2017,91067,RasenBallsport Leipzig,bundesliga
22,3306,2018,2017,103542,RasenBallsport Leipzig,bundesliga
0,3307,2018,2017,35199,Wolfsburg,bundesliga
1,3308,2018,2017,104899,Wolfsburg,bundesliga
2,3309,2018,2017,70105,Wolfsburg,bundesliga
3,3310,2018,2017,73797,Wolfsburg,bundesliga
4,3311,2018,2017,243276,Wolfsburg,bundesliga
5,3312,2018,2017,353983,Wolfsburg,bundesliga
6,3313,2018,2017,44142,Wolfsburg,bundesliga
7,3314,2018,2017,130899,Wolfsburg,bundesliga
8,3315,2018,2017,298792,Wolfsburg,bundesliga
9,3316,2018,2017,132775,Wolfsburg,bundesliga
10,3317,2018,2017,108919,Wolfsburg,bundesliga
11,3318,2018,2017,104919,Wolfsburg,bundesliga
12,3319,2018,2017,100591,Wolfsburg,bundesliga
13,3320,2018,2017,6255,Wolfsburg,bundesliga
14,3321,2018,2017,335030,Wolfsburg,bundesliga
15,3322,2018,2017,16243,Wolfsburg,bundesliga
16,3323,2018,2017,80881,Wolfsburg,bundesliga
17,3324,2018,2017,124688,Wolfsburg,bundesliga
18,3325,2018,2017,21988,Wolfsburg,bundesliga
19,3326,2018,2017,320002,Wolfsburg,bundesliga
20,3327,2018,2017,41881,Wolfsburg,bundesliga
21,3328,2018,2017,71852,Wolfsburg,bundesliga
22,3329,2018,2017,133959,Wolfsburg,bundesliga
23,3330,2018,2017,298510,Wolfsburg,bundesliga
24,3331,2018,2017,119172,Wolfsburg,bundesliga
25,3332,2018,2017,349837,Wolfsburg,bundesliga
26,3333,2018,2017,344071,Wolfsburg,bundesliga
27,3334,2018,2017,93307,Wolfsburg,bundesliga
28,3335,2018,2017,298512,Wolfsburg,bundesliga
0,3336,2019,2018,29400,Bayern Munich,bundesliga
1,3337,2019,2018,74939,Bayern Munich,bundesliga
2,3338,2019,2018,283323,Bayern Munich,bundesliga
3,3339,2019,2018,125883,Bayern Munich,bundesliga
4,3340,2019,2018,71182,Bayern Munich,bundesliga
5,3341,2019,2018,37099,Bayern Munich,bundesliga
6,3342,2019,2018,21541,Bayern Munich,bundesliga
7,3343,2019,2018,119501,Bayern Munich,bundesliga
8,3344,2019,2018,39722,Bayern Munich,bundesliga
9,3345,2019,2018,115519,Bayern Munich,bundesliga
10,3346,2019,2018,129983,Bayern Munich,bundesliga
11,3347,2019,2018,14091,Bayern Munich,bundesliga
12,3348,2019,2018,23589,Bayern Munich,bundesliga
13,3349,2019,2018,9016,Bayern Munich,bundesliga
14,3350,2019,2018,134894,Bayern Munich,bundesliga
15,3351,2019,2018,13755,Bayern Munich,bundesliga
16,3352,2019,2018,4173,Bayern Munich,bundesliga
17,3353,2019,2018,299450,Bayern Munich,bundesliga
18,3354,2019,2018,35506,Bayern Munich,bundesliga
19,3355,2019,2018,13754,Bayern Munich,bundesliga
20,3356,2019,2018,320040,Bayern Munich,bundesliga
21,3357,2019,2018,366868,Bayern Munich,bundesliga
22,3358,2019,2018,22669,Bayern Munich,bundesliga
23,3359,2019,2018,354599,Bayern Munich,bundesliga
0,3360,2019,2018,92812,Bayer Leverkusen,bundesliga
1,3361,2019,2018,141556,Bayer Leverkusen,bundesliga
2,3362,2019,2018,326413,Bayer Leverkusen,bundesliga
3,3363,2019,2018,25657,Bayer Leverkusen,bundesliga
4,3364,2019,2018,27124,Bayer Leverkusen,bundesliga
5,3365,2019,2018,29940,Bayer Leverkusen,bundesliga
6,3366,2019,2018,134946,Bayer Leverkusen,bundesliga
7,3367,2019,2018,132273,Bayer Leverkusen,bundesliga
8,3368,2019,2018,327682,Bayer Leverkusen,bundesliga
9,3369,2019,2018,91060,Bayer Leverkusen,bundesliga
10,3370,2019,2018,22589,Bayer Leverkusen,bundesliga
11,3371,2019,2018,108914,Bayer Leverkusen,bundesliga
12,3372,2019,2018,125654,Bayer Leverkusen,bundesliga
13,3373,2019,2018,40560,Bayer Leverkusen,bundesliga
14,3374,2019,2018,64846,Bayer Leverkusen,bundesliga
15,3375,2019,2018,35336,Bayer Leverkusen,bundesliga
16,3376,2019,2018,125095,Bayer Leverkusen,bundesliga
17,3377,2019,2018,110165,Bayer Leverkusen,bundesliga
18,3378,2019,2018,107465,Bayer Leverkusen,bundesliga
19,3379,2019,2018,339845,Bayer Leverkusen,bundesliga
20,3380,2019,2018,296769,Bayer Leverkusen,bundesliga
0,3381,2019,2018,346300,Borussia Dortmund,bundesliga
1,3382,2019,2018,11090,Borussia Dortmund,bundesliga
2,3383,2019,2018,41330,Borussia Dortmund,bundesliga
3,3384,2019,2018,73744,Borussia Dortmund,bundesliga
4,3385,2019,2018,25191,Borussia Dortmund,bundesliga
5,3386,2019,2018,320834,Borussia Dortmund,bundesliga
6,3387,2019,2018,115375,Borussia Dortmund,bundesliga
7,3388,2019,2018,80382,Borussia Dortmund,bundesliga
8,3389,2019,2018,95953,Borussia Dortmund,bundesliga
9,3390,2019,2018,342548,Borussia Dortmund,bundesliga
10,3391,2019,2018,248112,Borussia Dortmund,bundesliga
11,3392,2019,2018,302692,Borussia Dortmund,bundesliga
12,3393,2019,2018,297390,Borussia Dortmund,bundesliga
13,3394,2019,2018,142318,Borussia Dortmund,bundesliga
14,3395,2019,2018,43364,Borussia Dortmund,bundesliga
15,3396,2019,2018,63936,Borussia Dortmund,bundesliga
16,3397,2019,2018,307202,Borussia Dortmund,bundesliga
17,3398,2019,2018,135092,Borussia Dortmund,bundesliga
18,3399,2019,2018,312666,Borussia Dortmund,bundesliga
19,3400,2019,2018,145267,Borussia Dortmund,bundesliga
20,3401,2019,2018,42862,Borussia Dortmund,bundesliga
21,3402,2019,2018,43589,Borussia Dortmund,bundesliga
22,3403,2019,2018,36152,Borussia Dortmund,bundesliga
0,3404,2019,2018,236544,Eintracht Frankfurt,bundesliga
1,3405,2019,2018,81842,Eintracht Frankfurt,bundesliga
2,3406,2019,2018,105995,Eintracht Frankfurt,bundesliga
3,3407,2019,2018,65581,Eintracht Frankfurt,bundesliga
4,3408,2019,2018,262262,Eintracht Frankfurt,bundesliga
5,3409,2019,2018,315755,Eintracht Frankfurt,bundesliga
6,3410,2019,2018,249960,Eintracht Frankfurt,bundesliga
7,3411,2019,2018,83659,Eintracht Frankfurt,bundesliga
8,3412,2019,2018,101735,Eintracht Frankfurt,bundesliga
9,3413,2019,2018,16954,Eintracht Frankfurt,bundesliga
10,3414,2019,2018,94934,Eintracht Frankfurt,bundesliga
11,3415,2019,2018,66424,Eintracht Frankfurt,bundesliga
12,3416,2019,2018,19087,Eintracht Frankfurt,bundesliga
13,3417,2019,2018,23199,Eintracht Frankfurt,bundesliga
14,3418,2019,2018,323450,Eintracht Frankfurt,bundesliga
15,3419,2019,2018,271856,Eintracht Frankfurt,bundesliga
16,3420,2019,2018,22418,Eintracht Frankfurt,bundesliga
17,3421,2019,2018,13753,Eintracht Frankfurt,bundesliga
18,3422,2019,2018,108770,Eintracht Frankfurt,bundesliga
19,3423,2019,2018,126948,Eintracht Frankfurt,bundesliga
20,3424,2019,2018,35433,Eintracht Frankfurt,bundesliga
21,3425,2019,2018,300318,Eintracht Frankfurt,bundesliga
22,3426,2019,2018,94885,Eintracht Frankfurt,bundesliga
23,3427,2019,2018,295838,Eintracht Frankfurt,bundesliga
24,3428,2019,2018,132348,Eintracht Frankfurt,bundesliga
25,3429,2019,2018,35738,Eintracht Frankfurt,bundesliga
26,3430,2019,2018,69467,Eintracht Frankfurt,bundesliga
27,3431,2019,2018,79522,Eintracht Frankfurt,bundesliga
28,3432,2019,2018,116466,Eintracht Frankfurt,bundesliga
29,3433,2019,2018,99989,Eintracht Frankfurt,bundesliga
0,3434,2019,2018,115161,RasenBallsport Leipzig,bundesliga
1,3435,2019,2018,104917,RasenBallsport Leipzig,bundesliga
2,3436,2019,2018,315275,RasenBallsport Leipzig,bundesliga
