,Team,player_number,Year_start,Year_end,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
3,Monaco,21064,2009,2010,26(1),26,1.0,2104,8,3,5,0,2.0,64.4,2.7,1,7.03
4,Monaco,34212,2009,2010,10(4),10,4.0,924,0,0,1,0,0.4,70.8,1.1,0,6.99
5,Monaco,25608,2009,2010,37,37,0.0,3330,0,0,1,0,0.0,45.1,0.1,2,6.97
6,Monaco,43834,2009,2010,21(3),21,3.0,1962,0,0,4,0,0.3,76.2,0.7,1,6.96
7,Monaco,82125,2009,2010,15(1),15,1.0,1315,0,0,7,1,0.8,68.0,0.9,1,6.96
8,Monaco,10196,2009,2010,23(1),23,1.0,2083,0,2,3,0,0.0,70.3,1.0,0,6.96
9,Monaco,18840,2009,2010,27,27,0.0,2314,2,5,10,1,1.2,71.9,0.1,2,6.91
10,Monaco,29573,2009,2010,12(4),12,4.0,963,0,1,4,1,0.1,60.9,1.1,1,6.83
11,Monaco,3808,2009,2010,28(1),28,1.0,2490,0,0,8,0,0.2,67.1,1.4,0,6.82
12,Monaco,5691,2009,2010,14(1),14,1.0,1243,0,1,2,0,0.7,79.4,0.5,0,6.8
13,Monaco,27968,2009,2010,33,33,0.0,2966,0,0,6,0,0.0,79.8,1.2,0,6.79
14,Monaco,25607,2009,2010,9(5),9,5.0,775,0,1,0,0,1.6,79.4,0.1,0,6.73
15,Monaco,43192,2009,2010,7(1),7,1.0,573,0,0,2,0,1.4,83.8,0.4,0,6.73
16,Monaco,71668,2009,2010,16(7),16,7.0,1215,3,1,8,0,1.5,76.3,0.2,0,6.68
17,Monaco,39724,2009,2010,10(8),10,8.0,1002,5,0,3,0,2.1,60.0,1.6,0,6.57
18,Monaco,17734,2009,2010,8(7),8,7.0,868,0,0,2,0,0.2,71.0,0.3,0,6.56
19,Monaco,22702,2009,2010,11(8),11,8.0,1076,0,1,1,0,0.7,80.0,0.1,0,6.54
20,Monaco,69386,2009,2010,7(11),7,11.0,867,0,0,1,0,0.8,78.1,0.3,0,6.5
21,Monaco,22114,2009,2010,2(6),2,6.0,289,1,0,0,0,1.4,62.7,0.9,0,6.48
22,Monaco,26538,2009,2010,4,4,0.0,254,0,0,0,0,0.8,91.3,0.3,0,6.45
23,Monaco,69808,2009,2010,1,1,0.0,90,0,0,0,0,0.0,53.8,0.0,0,6.43
24,Monaco,19530,2009,2010,0(3),0,3.0,69,0,0,0,0,0.7,61.1,0.0,0,6.26
25,Monaco,23,2009,2010,6(3),6,3.0,489,0,0,0,0,0.6,78.8,0.2,0,6.25
26,Monaco,43420,2009,2010,1(14),1,14.0,323,0,1,1,0,0.8,69.7,0.5,0,6.23
27,Monaco,4149,2009,2010,0(4),0,4.0,39,0,0,0,0,0.0,68.8,0.0,0,6.09
0,Nice,4528,2009,2010,1(1),1,1.0,145,0,0,0,0,0.0,56.8,0.0,1,7.35
1,Nice,25606,2009,2010,19(1),19,1.0,1685,1,1,4,0,0.2,67.6,0.8,1,7.12
2,Nice,11896,2009,2010,11(1),11,1.0,870,1,0,1,0,0.8,70.5,0.8,0,7.03
3,Nice,23054,2009,2010,33(1),33,1.0,2879,14,3,1,0,3.2,75.7,0.8,4,7.02
4,Nice,18117,2009,2010,17,17,0.0,1530,1,0,4,1,0.3,79.6,1.0,0,6.95
5,Nice,22457,2009,2010,28(3),28,3.0,2583,0,0,10,0,0.1,81.0,0.8,0,6.91
6,Nice,23284,2009,2010,23,23,0.0,2016,0,1,5,2,0.5,76.1,0.6,1,6.91
7,Nice,28963,2009,2010,23(8),23,8.0,2046,2,6,3,0,1.3,70.2,0.7,3,6.91
8,Nice,6296,2009,2010,26(3),26,3.0,2343,4,4,6,1,1.1,86.5,0.4,1,6.88
9,Nice,36745,2009,2010,37,37,0.0,3276,0,1,0,0,0.0,46.5,0.1,1,6.87
10,Nice,34966,2009,2010,24(3),24,3.0,2051,1,1,10,0,0.5,76.1,0.7,0,6.84
11,Nice,38734,2009,2010,19,19,0.0,1560,0,0,3,0,0.1,76.0,0.6,0,6.82
12,Nice,10600,2009,2010,27(2),27,2.0,2378,2,0,2,0,1.7,78.1,0.8,0,6.81
13,Nice,5774,2009,2010,18(10),18,10.0,1661,6,4,1,0,1.5,77.7,0.3,3,6.78
14,Nice,6672,2009,2010,19(4),19,4.0,1670,0,3,2,0,1.0,73.1,0.4,0,6.73
15,Nice,2445,2009,2010,28(1),28,1.0,2307,0,2,6,0,0.1,73.2,0.3,0,6.72
16,Nice,2222,2009,2010,13(7),13,7.0,1247,1,0,2,0,0.4,75.6,0.5,1,6.69
17,Nice,13304,2009,2010,10(3),10,3.0,981,0,0,2,0,0.2,84.8,0.6,0,6.58
18,Nice,2681,2009,2010,18(5),18,5.0,1599,1,0,3,1,1.2,68.1,1.8,0,6.51
19,Nice,25512,2009,2010,5(5),5,5.0,548,0,1,1,0,0.1,62.7,0.8,0,6.51
20,Nice,29587,2009,2010,7(9),7,9.0,682,1,0,2,0,1.1,84.4,0.3,1,6.47
21,Nice,30117,2009,2010,5(7),5,7.0,508,2,0,3,0,1.0,68.5,1.8,0,6.43
22,Nice,21766,2009,2010,5(12),5,12.0,606,2,0,0,0,1.0,72.0,1.1,0,6.42
23,Nice,2661,2009,2010,2(11),2,11.0,344,0,1,0,0,0.5,84.0,0.1,0,6.17
24,Nice,83263,2009,2010,0(1),0,1.0,37,0,0,0,0,0.0,68.8,0.0,0,6.09
25,Nice,69652,2009,2010,0(2),0,2.0,14,0,0,0,0,0.0,85.7,0.0,0,5.92
0,Paris Saint Germain,14061,2009,2010,27(2),27,2.0,2358,4,5,3,1,2.3,76.2,0.3,1,7.2
1,Paris Saint Germain,21755,2009,2010,17(5),17,5.0,1546,6,3,3,0,2.7,68.5,3.5,3,7.17
2,Paris Saint Germain,14240,2009,2010,24(11),24,11.0,2365,3,7,2,0,1.0,76.4,0.8,3,7.14
3,Paris Saint Germain,19248,2009,2010,30(1),30,1.0,2429,15,2,3,0,2.9,74.5,1.1,4,7.07
4,Paris Saint Germain,10193,2009,2010,33(1),33,1.0,2872,3,2,6,0,0.6,86.3,0.4,1,7.04
5,Paris Saint Germain,1735,2009,2010,33,33,0.0,2967,2,0,4,0,0.6,76.9,1.3,1,7.03
6,Paris Saint Germain,20751,2009,2010,26(3),26,3.0,2319,0,1,1,0,0.7,70.9,1.3,1,6.93
7,Paris Saint Germain,42948,2009,2010,22(1),22,1.0,1985,0,0,0,0,0.0,44.1,0.1,0,6.93
8,Paris Saint Germain,29575,2009,2010,32,32,0.0,2827,0,1,6,1,0.2,79.6,1.4,0,6.84
9,Paris Saint Germain,1551,2009,2010,22(1),22,1.0,1986,0,0,3,0,0.1,75.6,1.5,0,6.83
10,Paris Saint Germain,497,2009,2010,31,31,0.0,2709,1,2,7,0,0.4,79.2,0.4,1,6.82
11,Paris Saint Germain,1117,2009,2010,23(5),23,5.0,2135,6,2,1,0,1.7,70.9,0.9,0,6.79
12,Paris Saint Germain,2349,2009,2010,16,16,0.0,1435,0,0,0,0,0.0,55.3,0.0,0,6.78
13,Paris Saint Germain,1043,2009,2010,25(6),25,6.0,1977,3,4,2,0,1.6,77.5,0.0,1,6.72
14,Paris Saint Germain,6409,2009,2010,22(1),22,1.0,1895,0,0,4,0,0.2,72.5,1.5,0,6.65
15,Paris Saint Germain,14116,2009,2010,11(13),11,13.0,1016,2,1,3,0,0.8,81.4,0.6,1,6.55
16,Paris Saint Germain,32166,2009,2010,7(15),7,15.0,761,1,2,3,0,0.7,75.3,0.3,0,6.54
17,Paris Saint Germain,605,2009,2010,3(10),3,10.0,389,2,1,3,0,1.3,73.0,0.1,1,6.48
18,Paris Saint Germain,29576,2009,2010,8(8),8,8.0,780,0,0,1,0,0.3,84.7,0.3,0,6.32
19,Paris Saint Germain,68278,2009,2010,3(20),3,20.0,553,1,1,0,0,0.6,79.4,0.1,0,6.25
20,Paris Saint Germain,5991,2009,2010,2(4),2,4.0,232,0,0,1,0,0.0,72.4,0.7,0,6.2
21,Paris Saint Germain,66291,2009,2010,1,1,0.0,90,0,0,0,0,1.0,79.6,0.0,0,6.16
0,Rennes,82622,2009,2010,1,1,0.0,90,0,0,0,0,0.0,34.3,0.0,0,7.43
1,Rennes,22618,2009,2010,33(2),33,2.0,2724,10,5,1,0,1.9,79.7,0.4,5,7.31
2,Rennes,3972,2009,2010,38,38,0.0,3420,0,3,3,0,0.3,75.5,1.6,2,7.22
3,Rennes,15224,2009,2010,34,34,0.0,2991,4,0,5,1,0.6,75.0,1.3,1,7.07
4,Rennes,10785,2009,2010,27(2),27,2.0,2102,13,3,3,2,3.2,64.9,2.5,4,7.05
5,Rennes,33886,2009,2010,33(2),33,2.0,2961,0,0,6,1,0.4,78.9,1.2,0,6.91
6,Rennes,19664,2009,2010,37,37,0.0,3330,0,0,3,0,0.0,55.8,0.1,1,6.88
7,Rennes,33591,2009,2010,28(3),28,3.0,2346,0,2,6,0,1.2,80.1,0.3,0,6.87
8,Rennes,5772,2009,2010,34,34,0.0,3060,1,0,3,0,0.4,77.4,2.6,0,6.86
9,Rennes,6159,2009,2010,24(2),24,2.0,2096,1,1,3,1,0.2,76.4,0.6,1,6.86
10,Rennes,6890,2009,2010,17(6),17,6.0,1619,5,10,1,0,1.7,75.2,0.4,1,6.86
11,Rennes,1445,2009,2010,5(3),5,3.0,506,0,1,0,0,1.4,81.1,0.8,0,6.85
12,Rennes,1050,2009,2010,26(6),26,6.0,2324,5,6,2,0,1.4,77.3,0.2,0,6.85
13,Rennes,9342,2009,2010,20(4),20,4.0,1811,0,0,2,0,0.7,82.1,0.3,0,6.82
14,Rennes,23618,2009,2010,19(13),19,13.0,1972,2,0,2,0,0.3,76.0,0.9,1,6.79
15,Rennes,69807,2009,2010,1(1),1,1.0,91,0,0,0,0,0.5,43.2,1.0,0,6.76
16,Rennes,3373,2009,2010,3(2),3,2.0,285,0,0,0,1,0.2,81.5,0.4,0,6.66
17,Rennes,6078,2009,2010,1(1),1,1.0,80,0,0,0,0,1.0,72.2,1.5,0,6.63
18,Rennes,17592,2009,2010,21(14),21,14.0,1702,6,3,6,0,1.9,73.6,0.1,1,6.62
19,Rennes,6685,2009,2010,3,3,0.0,270,0,0,1,0,0.0,74.7,0.7,0,6.54
20,Rennes,19529,2009,2010,9(15),9,15.0,969,3,1,0,0,1.7,75.1,0.6,1,6.53
21,Rennes,27355,2009,2010,4(20),4,20.0,640,1,0,1,0,1.3,73.2,0.5,0,6.37
22,Rennes,71382,2009,2010,0(3),0,3.0,19,0,0,0,0,0.0,90.0,0.0,0,6.11
23,Rennes,1950,2009,2010,0(3),0,3.0,59,0,0,0,0,2.0,77.3,0.0,0,6.07
0,Lyon,14342,2010,2011,24(3),24,3.0,2091,17,4,2,0,2.2,80.6,0.5,5,7.26
1,Lyon,6778,2010,2011,27(1),27,1.0,2259,0,1,6,0,0.9,77.3,1.9,2,7.18
2,Lyon,35958,2010,2011,29,29,0.0,2509,1,2,1,2,0.2,77.8,1.2,1,7.04
3,Lyon,3777,2010,2011,29(4),29,4.0,2552,3,3,5,0,2.1,75.3,0.7,1,7.03
4,Lyon,8006,2010,2011,20(4),20,4.0,1649,3,4,1,0,2.0,79.4,0.2,0,7.0
5,Lyon,9242,2010,2011,20(1),20,1.0,1786,1,0,2,0,0.4,83.4,2.4,0,6.95
6,Lyon,29106,2010,2011,26(2),26,2.0,2346,0,0,6,1,0.6,80.1,1.9,1,6.94
7,Lyon,25604,2010,2011,37,37,0.0,3330,0,0,0,0,0.0,46.7,0.3,2,6.92
8,Lyon,5369,2010,2011,22(6),22,6.0,1849,5,4,2,1,2.5,76.4,0.5,0,6.92
9,Lyon,5973,2010,2011,11(2),11,2.0,1021,1,2,1,0,0.8,82.7,0.5,1,6.89
10,Lyon,43610,2010,2011,3(1),3,1.0,284,0,0,2,0,0.0,74.5,0.8,0,6.82
11,Lyon,44417,2010,2011,7(1),7,1.0,675,0,1,0,0,0.0,75.7,0.9,0,6.81
12,Lyon,2223,2010,2011,35,35,0.0,3066,0,2,5,1,0.1,78.0,0.9,0,6.8
13,Lyon,79560,2010,2011,15(8),15,8.0,1461,0,1,3,0,0.6,81.3,1.3,1,6.75
14,Lyon,13561,2010,2011,5(3),5,3.0,433,2,0,0,0,2.1,80.5,0.6,0,6.74
15,Lyon,17430,2010,2011,23(1),23,1.0,2121,1,0,8,1,0.4,82.0,1.9,0,6.73
16,Lyon,14308,2010,2011,28(7),28,7.0,2384,10,3,0,0,2.2,78.4,0.9,3,6.71
17,Lyon,16807,2010,2011,9(10),9,10.0,875,1,2,0,0,0.6,80.2,0.2,1,6.71
18,Lyon,30226,2010,2011,16(14),16,14.0,1458,3,2,3,0,1.4,82.8,0.2,1,6.64
19,Lyon,6890,2010,2011,22(11),22,11.0,2096,6,7,6,0,1.2,72.7,0.3,2,6.62
20,Lyon,42248,2010,2011,7(18),7,18.0,775,3,2,3,1,0.6,70.7,0.4,0,6.49
21,Lyon,73078,2010,2011,0(9),0,9.0,142,1,0,0,0,1.0,73.8,0.3,1,6.29
22,Lyon,79562,2010,2011,2(5),2,5.0,246,0,0,0,0,0.9,73.6,0.3,0,6.26
23,Lyon,2446,2010,2011,2,2,0.0,180,0,0,1,1,0.0,65.0,0.0,0,6.24
24,Lyon,90277,2010,2011,0(1),0,1.0,7,0,0,0,0,1.0,100.0,0.0,0,6.02
25,Lyon,81952,2010,2011,0(1),0,1.0,7,0,0,0,0,0.0,100.0,0.0,0,5.99
0,Marseille,21719,2010,2011,0(1),0,1.0,34,1,0,0,0,4.0,100.0,2.0,0,7.52
1,Marseille,10194,2010,2011,0(1),0,1.0,34,0,1,0,0,1.0,94.4,0.0,0,7.37
2,Marseille,30060,2010,2011,32(5),32,5.0,2797,11,2,6,0,1.9,78.8,1.2,3,7.34
3,Marseille,2132,2010,2011,27(7),27,7.0,2471,3,5,1,0,1.3,82.3,0.5,6,7.26
4,Marseille,13641,2010,2011,33(3),33,3.0,2913,8,6,3,0,1.6,76.1,0.8,2,7.19
5,Marseille,25931,2010,2011,12(3),12,3.0,1015,0,1,1,0,0.2,78.6,1.0,2,7.11
6,Marseille,23054,2010,2011,24(7),24,7.0,2164,15,3,0,1,2.2,72.2,1.3,4,7.04
7,Marseille,13852,2010,2011,29(1),29,1.0,2619,4,3,5,0,1.2,70.9,1.4,1,7.03
8,Marseille,3972,2010,2011,19,19,0.0,1639,0,2,1,0,0.2,73.5,1.2,0,6.94
9,Marseille,24929,2010,2011,26(6),26,6.0,2078,4,4,2,0,1.4,84.9,0.3,5,6.93
10,Marseille,2466,2010,2011,31,31,0.0,2773,3,0,5,0,1.0,75.6,1.5,1,6.93
11,Marseille,14239,2010,2011,20(10),20,10.0,1958,8,4,3,0,3.0,67.8,1.2,1,6.87
12,Marseille,18539,2010,2011,24(2),24,2.0,2059,1,1,6,1,0.6,85.4,1.2,0,6.82
13,Marseille,6743,2010,2011,6(2),6,2.0,583,0,0,2,0,0.1,80.3,1.3,0,6.8
14,Marseille,4172,2010,2011,27,27,0.0,2387,0,0,7,0,0.3,80.3,1.9,1,6.79
15,Marseille,1747,2010,2011,21(2),21,2.0,1749,0,0,5,1,0.4,82.9,1.3,0,6.77
16,Marseille,27079,2010,2011,22(12),22,12.0,2052,0,2,5,1,0.3,80.2,0.6,0,6.74
17,Marseille,29545,2010,2011,38,38,0.0,3420,0,0,1,0,0.0,53.9,0.1,0,6.72
18,Marseille,7796,2010,2011,13(6),13,6.0,1054,1,4,2,0,2.0,61.8,2.4,0,6.64
19,Marseille,67491,2010,2011,5(17),5,17.0,728,2,3,3,0,0.9,80.0,0.1,0,6.47
20,Marseille,32957,2010,2011,3(1),3,1.0,287,0,0,2,0,0.3,89.6,2.3,0,6.45
21,Marseille,3932,2010,2011,2,2,0.0,149,0,0,0,0,3.5,68.2,0.0,0,6.45
22,Marseille,23133,2010,2011,4(18),4,18.0,579,0,0,0,0,0.3,80.5,0.1,0,6.33
23,Marseille,40637,2010,2011,0(1),0,1.0,14,0,0,0,0,0.0,80.0,0.0,0,6.09
0,Monaco,25608,2010,2011,34,34,0.0,2987,0,0,3,0,0.0,54.4,0.1,2,6.98
1,Monaco,17744,2010,2011,28(3),28,3.0,2512,1,1,7,1,0.5,75.8,1.5,1,6.97
2,Monaco,29573,2010,2011,14(3),14,3.0,1288,0,2,4,0,0.2,67.4,0.9,1,6.95
3,Monaco,21064,2010,2011,32(1),32,1.0,2851,12,0,3,0,2.1,66.3,3.0,3,6.92
4,Monaco,82125,2010,2011,32,32,0.0,2741,4,1,10,1,0.7,65.3,1.0,2,6.88
5,Monaco,4026,2010,2011,9,9,0.0,810,0,1,3,0,0.6,86.1,2.2,0,6.87
6,Monaco,6784,2010,2011,24(1),24,1.0,2117,0,1,0,0,0.1,75.9,0.7,1,6.86
7,Monaco,2270,2010,2011,2(3),2,3.0,223,0,0,0,0,2.2,78.3,0.8,0,6.84
8,Monaco,92795,2010,2011,5,5,0.0,372,0,0,0,1,0.4,54.9,2.0,0,6.83
9,Monaco,5772,2010,2011,28(2),28,2.0,2578,0,0,1,0,0.3,77.5,2.0,0,6.83
10,Monaco,43834,2010,2011,26(4),26,4.0,2490,0,0,7,0,0.5,77.6,0.9,1,6.81
11,Monaco,34212,2010,2011,20(4),20,4.0,1713,1,0,6,0,0.7,74.5,1.0,0,6.81
12,Monaco,22820,2010,2011,9(1),9,1.0,808,1,1,3,0,3.1,69.4,2.9,0,6.76
13,Monaco,44120,2010,2011,17(2),17,2.0,1444,2,2,1,0,2.1,63.5,0.5,0,6.72
14,Monaco,27968,2010,2011,14(5),14,5.0,1230,0,0,0,0,0.1,77.7,0.9,1,6.69
15,Monaco,29585,2010,2011,9(7),9,7.0,819,3,1,1,0,0.8,74.4,0.3,1,6.69
16,Monaco,66194,2010,2011,13(3),13,3.0,1151,3,2,2,0,1.4,66.3,1.1,1,6.67
17,Monaco,71668,2010,2011,12(5),12,5.0,1097,0,2,3,0,2.5,79.4,0.1,0,6.57
18,Monaco,11130,2010,2011,13(4),13,4.0,1125,4,1,2,0,1.7,66.3,1.2,1,6.57
19,Monaco,17734,2010,2011,9(9),9,9.0,973,1,2,6,0,0.4,70.3,0.3,1,6.54
20,Monaco,90278,2010,2011,13(1),13,1.0,1087,0,0,3,0,0.2,83.1,0.3,0,6.52
21,Monaco,4557,2010,2011,4(4),4,4.0,342,0,1,0,0,2.0,77.3,0.0,0,6.51
22,Monaco,22702,2010,2011,11(7),11,7.0,966,1,0,0,1,0.6,80.1,0.2,0,6.5
23,Monaco,18416,2010,2011,4(2),4,2.0,434,0,0,0,0,0.0,40.3,0.2,0,6.5
24,Monaco,43192,2010,2011,18(4),18,4.0,1506,1,0,4,0,0.8,76.9,0.4,0,6.47
25,Monaco,66239,2010,2011,5(8),5,8.0,565,2,1,1,0,1.2,57.9,0.8,0,6.37
26,Monaco,83025,2010,2011,3(5),3,5.0,311,0,0,1,0,0.4,83.5,0.1,0,6.34
27,Monaco,18840,2010,2011,3(1),3,1.0,233,0,0,2,0,0.5,74.6,0.0,0,6.33
28,Monaco,3808,2010,2011,5(2),5,2.0,378,0,0,1,0,0.3,71.2,0.7,0,6.32
29,Monaco,93917,2010,2011,0(2),0,2.0,49,0,0,0,0,0.5,71.4,1.0,0,6.3
30,Monaco,19530,2010,2011,2(8),2,8.0,335,0,1,1,0,1.3,78.7,0.2,0,6.19
31,Monaco,39724,2010,2011,0(1),0,1.0,21,0,0,0,0,0.0,62.5,1.0,0,6.14
32,Monaco,43420,2010,2011,0(1),0,1.0,3,0,0,0,0,0.0,100.0,0.0,0,6.11
33,Monaco,86512,2010,2011,0(1),0,1.0,20,0,0,0,0,0.0,100.0,0.0,0,6.02
0,Nice,28963,2010,2011,33(1),33,1.0,2876,3,11,3,0,1.4,71.6,0.5,6,7.16
1,Nice,23054,2010,2011,2,2,0.0,180,1,0,0,0,3.5,83.9,1.5,0,7.14
2,Nice,11896,2010,2011,21(3),21,3.0,1913,0,3,4,0,0.8,73.5,1.1,1,7.06
3,Nice,36745,2010,2011,35,35,0.0,3091,0,0,2,0,0.0,54.5,0.1,3,6.96
4,Nice,11100,2010,2011,29,29,0.0,2594,1,1,5,0,0.6,81.8,1.0,0,6.94
5,Nice,69171,2010,2011,32(1),32,1.0,2924,1,0,4,0,0.5,82.6,1.2,1,6.93
6,Nice,6296,2010,2011,23(1),23,1.0,2099,3,1,6,0,0.8,87.3,0.5,2,6.92
7,Nice,18117,2010,2011,31,31,0.0,2725,3,0,12,2,0.5,78.8,1.2,0,6.9
8,Nice,34966,2010,2011,33(1),33,1.0,2938,1,2,9,0,0.6,79.0,0.8,3,6.86
9,Nice,2445,2010,2011,8,8,0.0,660,0,0,2,0,0.1,75.8,0.3,0,6.83
10,Nice,25606,2010,2011,12(6),12,6.0,1144,1,0,1,0,0.3,72.1,0.9,1,6.73
11,Nice,21766,2010,2011,26(8),26,8.0,2342,8,1,4,0,2.4,71.2,1.7,0,6.73
12,Nice,5774,2010,2011,15(12),15,12.0,1479,2,2,1,0,1.7,79.9,0.2,0,6.59
13,Nice,35887,2010,2011,14(9),14,9.0,1362,1,0,2,0,0.3,80.5,0.6,0,6.52
14,Nice,4528,2010,2011,3(1),3,1.0,330,0,0,0,0,0.0,46.2,0.0,0,6.49
15,Nice,6672,2010,2011,29(3),29,3.0,2304,0,0,4,0,0.8,78.4,0.3,0,6.44
16,Nice,10600,2010,2011,4(5),4,5.0,350,0,1,0,0,1.0,78.2,0.3,0,6.44
17,Nice,38734,2010,2011,6(3),6,3.0,567,0,0,3,0,0.1,86.5,0.2,0,6.43
18,Nice,22457,2010,2011,24(5),24,5.0,2031,0,0,9,2,0.0,83.3,0.4,0,6.42
19,Nice,1734,2010,2011,22(8),22,8.0,1947,5,1,1,0,1.8,76.1,0.3,1,6.39
20,Nice,41083,2010,2011,0(1),0,1.0,13,0,0,0,0,0.0,50.0,0.0,0,6.39
21,Nice,3971,2010,2011,9(1),9,1.0,605,0,0,1,0,0.7,77.3,1.1,0,6.28
22,Nice,2661,2010,2011,2(9),2,9.0,269,1,0,3,0,0.8,82.7,0.2,0,6.19
23,Nice,30117,2010,2011,0(8),0,8.0,157,0,0,1,0,0.3,72.5,1.3,0,6.15
24,Nice,25512,2010,2011,1(3),1,3.0,97,0,0,0,0,0.0,65.5,1.0,0,6.14
25,Nice,101904,2010,2011,0(1),0,1.0,11,0,0,0,0,1.0,0.0,0.0,0,6.12
26,Nice,98100,2010,2011,3(3),3,3.0,254,0,0,1,0,0.3,79.7,0.3,0,6.1
27,Nice,83270,2010,2011,0(1),0,1.0,45,0,0,0,0,0.0,75.0,0.0,0,6.03
28,Nice,93576,2010,2011,0(1),0,1.0,3,0,0,0,0,1.0,100.0,0.0,0,6.02
29,Nice,69652,2010,2011,0(5),0,5.0,45,0,0,0,0,0.0,65.4,0.0,0,6.0
30,Nice,2681,2010,2011,1(4),1,4.0,139,0,0,0,0,0.2,80.6,0.4,0,5.98
31,Nice,97187,2010,2011,0(1),0,1.0,29,0,0,1,0,1.0,25.0,0.0,0,5.95
0,Paris Saint Germain,14195,2010,2011,35,35,0.0,3091,14,9,3,0,3.5,71.0,0.3,13,7.81
1,Paris Saint Germain,29575,2010,2011,35,35,0.0,3037,4,1,5,1,0.4,84.0,2.6,1,7.23
2,Paris Saint Germain,21755,2010,2011,31(2),31,2.0,2640,9,6,2,1,3.0,66.5,4.4,2,7.19
3,Paris Saint Germain,14240,2010,2011,35,35,0.0,3053,1,0,4,1,0.9,73.2,1.7,1,7.1
4,Paris Saint Germain,1735,2010,2011,31(2),31,2.0,2803,2,1,5,0,0.5,80.4,1.6,2,7.05
5,Paris Saint Germain,14116,2010,2011,26,26,0.0,2290,2,0,9,0,1.2,85.7,1.3,0,6.98
6,Paris Saint Germain,42948,2010,2011,23(1),23,1.0,2126,0,0,0,0,0.0,50.5,0.1,0,6.84
7,Paris Saint Germain,20751,2010,2011,14(6),14,6.0,1238,0,0,1,0,0.3,70.6,0.8,0,6.78
8,Paris Saint Germain,497,2010,2011,33,33,0.0,2877,0,1,7,0,0.2,81.1,0.7,0,6.78
9,Paris Saint Germain,1551,2010,2011,14(3),14,3.0,1376,2,1,1,0,0.9,78.7,1.6,1,6.77
10,Paris Saint Germain,18213,2010,2011,27(2),27,2.0,2382,0,1,9,0,0.2,73.8,0.7,0,6.75
11,Paris Saint Germain,14061,2010,2011,4(10),4,10.0,555,0,2,0,0,1.3,81.5,0.3,0,6.7
12,Paris Saint Germain,1043,2010,2011,30(5),30,5.0,2357,4,8,4,0,1.2,77.0,0.1,0,6.7
13,Paris Saint Germain,6476,2010,2011,21(7),21,7.0,1758,5,3,3,0,1.6,77.0,0.7,0,6.66
14,Paris Saint Germain,19248,2010,2011,29(5),29,5.0,2344,8,1,2,0,2.4,74.7,0.9,1,6.64
15,Paris Saint Germain,2349,2010,2011,15,15,0.0,1294,0,0,0,0,0.0,62.4,0.0,0,6.5
16,Paris Saint Germain,66291,2010,2011,1(3),1,3.0,120,0,0,1,0,0.0,82.9,0.3,0,6.32
17,Paris Saint Germain,94932,2010,2011,0(1),0,1.0,58,0,0,0,0,0.0,60.0,0.0,0,6.31
18,Paris Saint Germain,10193,2010,2011,8(16),8,16.0,957,0,0,2,1,0.3,85.6,0.3,0,6.29
19,Paris Saint Germain,94933,2010,2011,1(2),1,2.0,76,0,0,0,0,0.7,65.9,0.3,0,6.24
20,Paris Saint Germain,1117,2010,2011,4(19),4,19.0,622,0,1,0,0,0.6,77.6,0.2,0,6.22
21,Paris Saint Germain,68278,2010,2011,0(10),0,10.0,148,0,0,1,0,0.3,73.1,0.0,0,6.16
22,Paris Saint Germain,96321,2010,2011,1(10),1,10.0,229,0,0,0,0,0.5,77.3,0.4,0,6.13
23,Paris Saint Germain,6409,2010,2011,0(2),0,2.0,11,0,0,0,0,0.0,75.0,1.0,0,6.1
24,Paris Saint Germain,605,2010,2011,0(1),0,1.0,17,0,0,0,0,1.0,57.1,0.0,0,5.94
0,Rennes,15224,2010,2011,29,29,0.0,2576,3,0,3,1,1.0,78.0,1.9,2,7.29
1,Rennes,33886,2010,2011,37,37,0.0,3307,2,1,4,0,0.8,82.2,1.1,1,7.15
2,Rennes,36413,2010,2011,27(1),27,1.0,2479,1,0,5,1,0.2,84.7,1.5,1,7.13
3,Rennes,69807,2010,2011,25(1),25,1.0,2266,2,0,0,0,0.6,75.8,1.4,1,7.1
4,Rennes,78027,2010,2011,14(8),14,8.0,1228,4,1,2,0,1.0,87.5,0.1,2,6.99
5,Rennes,22618,2010,2011,9(1),9,1.0,702,1,2,0,0,1.2,83.4,0.3,1,6.95
6,Rennes,67370,2010,2011,8(2),8,2.0,687,0,0,2,0,0.0,80.3,2.0,0,6.94
7,Rennes,23618,2010,2011,38,38,0.0,3363,1,1,5,0,0.3,77.0,1.3,1,6.92
8,Rennes,80757,2010,2011,14(2),14,2.0,1235,0,0,2,1,0.3,77.0,1.2,0,6.88
9,Rennes,27355,2010,2011,16(7),16,7.0,1300,3,3,2,0,2.1,76.2,0.5,3,6.84
10,Rennes,12888,2010,2011,18,18,0.0,1530,4,0,0,0,1.9,75.2,1.8,1,6.84
11,Rennes,9342,2010,2011,15(2),15,2.0,1320,1,2,3,0,0.9,87.4,1.1,0,6.83
12,Rennes,3972,2010,2011,11,11,0.0,937,0,0,1,0,0.1,79.6,1.0,0,6.82
13,Rennes,3022,2010,2011,30(3),30,3.0,2478,2,2,2,0,1.3,75.5,0.6,2,6.81
14,Rennes,8009,2010,2011,31(1),31,1.0,2729,9,4,8,1,1.9,69.8,1.5,3,6.75
