,Unnamed: 0,player_number,name,Year_start,Year_end,Test points,Decision tree points,Random forest points,XGBoost points,Polynomial points,dt delta ponts,rf delta ponts,xgb delta ponts,pl delta ponts
566,566,105591,Suso,2018,2019,7.58,7.216538461538461,7.410899999999999,7.5188036,7.600344822321731,0.3634615384615394,0.16910000000000114,0.06119640000000004,0.020344822321731293
567,567,238773,Samu Castillejo,2018,2019,6.84,7.138260869565213,7.1020999999999965,7.0412326,7.0704772006736,0.2982608695652136,0.26209999999999667,0.20123259999999998,0.2304772006736
568,568,61014,Mateo Musacchio,2018,2019,6.86,6.965294117647061,6.926299999999997,6.896182,6.973741949994025,0.10529411764706076,0.06629999999999647,0.03618199999999927,0.11374194999402487
569,569,80882,Fabio Borini,2018,2019,6.73,6.426938775510204,6.551499999999996,6.608959,6.719836473049841,0.3030612244897961,0.1785000000000041,0.12104100000000084,0.01016352695015943
570,570,262515,Gianluigi Donnarumma,2018,2019,6.49,6.594000000000001,6.433799999999996,6.3898444,6.418591423114915,0.10400000000000098,0.056200000000004025,0.1001555999999999,0.0714085768850854
571,571,19729,Gonzalo Higuaín,2018,2019,6.04,6.0805,6.083433333333333,6.0456743,6.068146048475497,0.04049999999999976,0.04343333333333277,0.00567429999999991,0.028146048475496954
572,572,294137,Andrea Conti,2018,2019,6.76,6.823809523809524,6.917600000000001,6.8884816,6.782492475730901,0.06380952380952465,0.1576000000000013,0.12848160000000064,0.022492475730901518
573,573,319756,Lucas Paquetá,2018,2019,6.27,6.464285714285715,6.4725,6.5575614,6.279163160717612,0.19428571428571573,0.20250000000000057,0.2875614000000004,0.009163160717612584
574,574,329681,Patrick Cutrone,2018,2019,7.18,6.965294117647061,6.921000000000001,6.88643,7.234611381467661,0.21470588235293864,0.25899999999999856,0.2935699999999999,0.054611381467661424
575,575,23206,Ignazio Abate,2018,2019,7.23,6.690952380952384,6.901099999999998,6.693187,7.265011373722969,0.5390476190476168,0.32890000000000263,0.5368130000000004,0.03501137372296892
576,576,135211,Tiemoué Bakayoko,2018,2019,6.76,6.865625000000001,6.861100000000004,6.767305,6.931235829703652,0.10562500000000163,0.10110000000000419,0.007305000000000561,0.1712358297036518
577,577,140116,José Mauri,2018,2019,7.14,7.155526315789473,7.1416999999999975,7.1534023,7.293875852859287,0.015526315789473166,0.0016999999999978144,0.01340230000000009,0.1538758528592874
578,578,135584,Diego Laxalt,2018,2019,6.33,6.594000000000001,6.500999999999998,6.5813885,6.239390133483219,0.2640000000000011,0.1709999999999976,0.2513885,0.09060986651678071
579,579,395219,Lorenzo Colombo,2019,2020,6.6,6.861333333333335,6.776300000000003,6.7257733,6.737978930347774,0.26133333333333564,0.176300000000003,0.12577330000000053,0.1379789303477743
580,580,101735,Ante Rebic,2019,2020,6.92,7.216538461538461,7.152199999999999,6.955586,6.929439162861055,0.29653846153846075,0.23219999999999885,0.03558600000000034,0.00943916286105484
581,581,303115,Theo Hernández,2019,2020,7.61,8.048181818181819,7.638000000000006,7.7309885,7.599563978358946,0.43818181818181845,0.028000000000005798,0.12098849999999928,0.010436021641054616
582,582,22205,Lucas Biglia,2019,2020,6.83,6.900476190476189,6.958300000000003,6.9664974,6.787518868222529,0.0704761904761888,0.12830000000000297,0.13649739999999966,0.04248113177747115
583,583,105591,Suso,2019,2020,6.96,7.138260869565213,7.030300000000003,6.9523125,6.742706729888162,0.17826086956521348,0.07030000000000314,0.007687500000000291,0.21729327011183752
584,584,260498,Davide Calabria,2019,2020,6.43,6.614069767441863,6.5062000000000015,6.532108,6.417924803641747,0.18406976744186299,0.07620000000000182,0.10210800000000031,0.012075196358252605
585,585,40384,Giacomo Bonaventura,2019,2020,7.5,7.247066666666665,7.2581000000000016,7.2665067,7.48466671323744,0.2529333333333348,0.24189999999999845,0.23349330000000013,0.015333286762560405
586,586,349207,Rafael Leão,2019,2020,7.28,7.192500000000001,7.0295000000000005,7.083453,7.478558941194639,0.08749999999999947,0.2504999999999997,0.1965469999999998,0.1985589411946389
587,587,3281,Zlatan Ibrahimovic,2019,2020,6.77,6.861333333333335,6.880500000000001,6.9115334,6.9008664710915815,0.09133333333333571,0.11050000000000182,0.14153340000000014,0.1308664710915819
588,588,118158,Alessio Romagnoli,2019,2020,6.56,6.808219178082194,6.7592,6.7521863,6.718199354446163,0.24821917808219407,0.19920000000000027,0.19218630000000037,0.15819935444616373
589,589,262515,Gianluigi Donnarumma,2019,2020,6.38,6.367962962962964,6.4077,6.3395796,6.428405605356075,0.012037037037035958,0.02770000000000028,0.04042039999999947,0.0484056053560753
590,590,367260,Marco Brescianini,2019,2020,6.8,6.917692307692308,7.0369,7.0623603,6.647232099920461,0.11769230769230798,0.23690000000000033,0.2623603000000001,0.15276790007953878
591,591,339504,Krzysztof Piatek,2019,2020,6.95,7.056964285714287,6.904200000000002,6.967458,7.043873673237797,0.10696428571428651,0.045799999999998064,0.01745799999999953,0.0938736732377965
592,592,61610,Ricardo Rodríguez,2019,2020,6.33,6.433763440860217,6.3865,6.3823967,6.49570900737038,0.1037634408602166,0.05649999999999977,0.052396700000000074,0.16570900737037952
593,593,388493,Daniel Maldini,2019,2020,6.82,6.9719444444444445,6.955000000000001,7.036627,6.847419854248341,0.15194444444444422,0.13500000000000068,0.2166269999999999,0.02741985424834059
594,594,299460,André Silva,2019,2020,7.11,6.782250000000002,6.831499999999998,6.8629756,7.0310943730305935,0.3277499999999982,0.27850000000000197,0.24702439999999992,0.07890562696940684
595,595,294137,Andrea Conti,2019,2020,6.79,6.58162601626016,6.6563000000000025,6.7708106,7.122185509879174,0.20837398373983973,0.1336999999999975,0.019189400000000134,0.3321855098791744
596,596,23122,Asmir Begovic,2019,2020,6.86,6.808219178082194,7.001399999999997,6.9714637,6.552058834200358,0.05178082191780664,0.14139999999999642,0.11146369999999983,0.30794116579964204
597,597,337443,Matteo Gabbia,2019,2020,6.94,6.875714285714285,6.9898000000000025,6.9339786,7.075209518947473,0.06428571428571583,0.049800000000002065,0.006021400000000732,0.13520951894747224
598,598,238773,Samu Castillejo,2019,2020,7.01,6.965294117647061,7.042199999999997,6.947568,7.1180286819007685,0.04470588235293871,0.0321999999999969,0.06243199999999938,0.10802868190076875
599,599,317652,Léo Duarte,2019,2020,6.52,6.861333333333335,6.842900000000003,6.791491,6.570443116062618,0.3413333333333357,0.3229000000000033,0.27149100000000015,0.05044311606261864
600,600,294163,Rade Krunic,2019,2020,6.78,6.784204545454545,6.757399999999999,6.812775,6.79511120676257,0.004204545454545183,0.022600000000001508,0.032775,0.015111206762569829
601,601,365308,Alexis Saelemaekers,2019,2020,6.28,6.275555555555555,6.384799999999999,6.3584986,6.177281713784269,0.004444444444445139,0.10479999999999912,0.07849859999999964,0.10271828621573142
602,602,319756,Lucas Paquetá,2019,2020,6.66,6.784204545454545,6.669599999999996,6.634798,6.801111917834982,0.12420454545454529,0.009599999999996278,0.02520200000000017,0.14111191783498178
603,603,61014,Mateo Musacchio,2019,2020,6.23,6.3625,6.2858,6.3654146,6.162527872751757,0.1324999999999994,0.05579999999999963,0.13541459999999983,0.06747212724824347
604,604,303115,Theo Hernández,2020,2021,7.2,7.229268292682925,7.323399999999998,7.3853893,7.321580380699004,0.02926829268292508,0.12339999999999751,0.18538929999999976,0.12158038069900368
605,605,349207,Rafael Leão,2020,2021,6.33,6.58162601626016,6.5273,6.527986,6.202715838407332,0.25162601626016023,0.19730000000000025,0.19798600000000022,0.12728416159266764
606,606,353418,Diogo Dalot,2020,2021,6.75,7.131463414634146,7.036000000000001,6.996202,6.840131428193305,0.3814634146341458,0.28600000000000136,0.24620200000000025,0.09013142819330522
607,607,317507,Fikayo Tomori,2020,2021,7.03,7.247066666666665,7.231,7.3023934,7.06790332761277,0.21706666666666496,0.20099999999999962,0.27239339999999945,0.03790332761276982
608,608,317652,Léo Duarte,2020,2021,6.9,6.692588235294116,6.719499999999999,6.7309685,6.7909098039554525,0.20741176470588396,0.18050000000000122,0.1690315,0.10909019604454784
609,609,260498,Davide Calabria,2020,2021,6.0,6.0805,5.940499999999995,5.964617,5.906276687338475,0.0804999999999998,0.059500000000005215,0.035383000000000386,0.0937233126615249
610,610,20769,Simon Kjaer,2020,2021,6.78,6.782250000000002,6.826700000000001,6.8662057,6.7901859677078935,0.0022500000000018616,0.04670000000000041,0.08620569999999983,0.010185967707893262
611,611,320977,Jens Petter Hauge,2020,2021,6.05,6.203333333333331,6.195500000000002,6.119818,6.02909640880226,0.15333333333333155,0.14550000000000196,0.0698180000000006,0.020903591197740212
612,612,118158,Alessio Romagnoli,2020,2021,7.59,7.037999999999999,7.125599999999999,7.23632,7.528429436754154,0.5520000000000005,0.46440000000000126,0.3536799999999998,0.06157056324584609
613,613,101735,Ante Rebic,2020,2021,6.09,6.0805,5.987300000000002,6.0891943,5.949874402346082,0.009500000000000064,0.10269999999999779,0.0008056999999999093,0.14012559765391774
614,614,262515,Gianluigi Donnarumma,2020,2021,7.18,7.131463414634146,7.086399999999998,7.033986,7.305315551085667,0.048536585365853924,0.09360000000000213,0.1460140000000001,0.1253155510856674
615,615,32676,Ciprian Tatarusanu,2020,2021,6.66,6.861333333333335,6.7693,6.708712,6.553458701192414,0.20133333333333514,0.10930000000000017,0.04871200000000009,0.10654129880758578
616,616,388493,Daniel Maldini,2020,2021,6.78,6.67875,6.776899999999999,6.795224,6.5371558184672685,0.10125000000000028,0.003100000000001657,0.015223999999999904,0.2428441815327318
617,617,294163,Rade Krunic,2020,2021,6.98,6.614069767441863,6.726099999999997,6.7471113,6.881826855017522,0.3659302325581377,0.25390000000000335,0.23288870000000017,0.09817314498247853
618,618,3281,Zlatan Ibrahimovic,2020,2021,6.23,6.1739622641509415,6.183000000000004,6.085663,6.202958386360353,0.05603773584905891,0.046999999999996156,0.14433700000000016,0.02704161363964719
619,619,337443,Matteo Gabbia,2020,2021,7.5,7.037999999999999,7.101099999999999,7.1863775,7.318486066941899,0.46200000000000063,0.39890000000000114,0.31362250000000014,0.18151393305810082
620,620,365308,Alexis Saelemaekers,2020,2021,7.02,7.216538461538461,7.201199999999993,7.2447824,7.06092096477841,0.1965384615384611,0.18119999999999337,0.2247824000000005,0.040920964778410784
621,621,238773,Samu Castillejo,2020,2021,6.15,6.203333333333331,6.183100000000001,6.1724033,6.047084529795938,0.05333333333333101,0.03310000000000102,0.022403299999999682,0.10291547020406266
622,622,395219,Lorenzo Colombo,2020,2021,6.0,6.0805,5.998050000000001,6.050505,6.137140588390124,0.0804999999999998,0.001949999999999008,0.050505000000000244,0.13714058839012377
623,623,24088,Mario Mandzukic,2020,2021,7.38,7.138260869565213,7.2616,7.205849,7.377661740437854,0.24173913043478645,0.11840000000000028,0.17415100000000017,0.00233825956214595
624,624,343501,Sandro Tonali,2020,2021,6.55,6.68846153846154,6.694300000000003,6.6278896,6.65276320817348,0.13846153846153975,0.14430000000000298,0.07788959999999978,0.10276320817348061
625,625,40966,Ivan Strinic,2014,2015,5.96,6.203333333333331,6.168800000000005,6.209513,5.975276082397347,0.2433333333333314,0.20880000000000543,0.24951300000000032,0.01527608239734679
626,626,255292,Sebastiano Luperto,2014,2015,7.24,7.056964285714287,7.1022,7.159203,7.145599588941872,0.18303571428571352,0.13780000000000037,0.08079700000000045,0.09440041105812824
627,627,108942,Josip Radosevic,2014,2015,6.75,6.808219178082194,6.742600000000003,6.829732,6.831158427925269,0.05821917808219368,0.0073999999999969646,0.07973199999999991,0.08115842792526884
628,628,13475,Marek Hamsik,2014,2015,6.68,6.717297297297296,6.650399999999996,6.5877447,6.788074183908754,0.037297297297296694,0.029600000000003845,0.09225529999999971,0.10807418390875423
629,629,67206,José Callejón,2014,2015,7.51,6.991470588235295,7.038099999999999,6.977051,7.631945568011673,0.518529411764705,0.47190000000000065,0.5329489999999995,0.12194556801167344
630,630,19087,Jonathan de Guzmán,2014,2015,6.77,7.192500000000001,6.846000000000004,6.7881055,6.755358440357001,0.4225000000000012,0.07600000000000406,0.018105500000000774,0.014641559642998736
631,631,19729,Gonzalo Higuaín,2014,2015,6.75,6.784204545454545,6.743100000000003,6.755149,6.968076681256841,0.03420454545454543,0.006899999999997242,0.005149000000000292,0.2180766812568411
632,632,41073,Duván Zapata,2014,2015,6.24,6.3625,6.362300000000001,6.183689,6.187779565997916,0.12249999999999961,0.12230000000000096,0.056311,0.052220434002084204
633,633,92691,David López,2014,2015,7.07,6.995151515151515,7.0028,7.0065117,6.797084421245434,0.07484848484848516,0.06720000000000059,0.06348830000000039,0.2729155787545663
634,634,90880,Kalidou Koulibaly,2014,2015,6.21,6.426938775510204,6.431600000000002,6.3222027,6.214426382608208,0.21693877551020435,0.22160000000000224,0.1122027000000001,0.004426382608207824
635,635,40765,Henrique,2014,2015,6.78,6.426,6.554200000000003,6.530394,6.805102899180675,0.3540000000000001,0.2257999999999969,0.249606,0.02510289918067432
636,636,74554,Rafael Cabral,2014,2015,7.12,6.917692307692308,7.147499999999999,7.1250186,7.082097541868346,0.2023076923076923,0.02749999999999897,0.005018599999999651,0.03790245813165427
637,637,12575,Raúl Albiol,2014,2015,6.9,6.784204545454545,6.724900000000006,6.8750305,6.975975547871501,0.11579545454545492,0.17509999999999426,0.02496950000000009,0.07597554787150074
638,638,83390,Lorenzo Insigne,2014,2015,6.62,6.692588235294116,6.692199999999999,6.802511,6.673155113906904,0.07258823529411629,0.07219999999999871,0.18251099999999987,0.05315511390690375
639,639,18208,Mariano Andújar,2014,2015,6.96,6.67875,6.6983000000000015,6.772939,6.989732983400287,0.28125,0.2616999999999985,0.18706099999999992,0.029732983400286628
640,640,15401,Gökhan Inler,2014,2015,6.51,6.585000000000001,6.44833333333334,6.535645,6.422964172550111,0.07500000000000107,0.06166666666665943,0.025644999999999918,0.08703582744988836
641,641,23100,Dries Mertens,2014,2015,6.88,6.585000000000001,6.364840000000002,6.326023,6.8457712863989135,0.29499999999999904,0.5151599999999981,0.5539769999999997,0.03422871360108637
642,642,38236,Michu,2014,2015,6.32,6.84969696969697,6.581999999999997,6.4892726,6.320140856542136,0.5296969696969693,0.2619999999999969,0.16927259999999933,0.00014085654213591425
643,643,2943,Christian Maggio,2014,2015,8.52,7.645384615384614,7.703700000000001,7.6648035,8.515937722213678,0.8746153846153852,0.8162999999999982,0.8551964999999999,0.004062277786321289
644,644,82062,Faouzi Ghoulam,2014,2015,5.56,6.57888888888889,6.579000000000003,6.616563,5.59508294737833,1.01888888888889,1.0190000000000037,1.0565630000000006,0.03508294737833051
645,645,36096,Miguel Britos,2014,2015,6.35,6.574358974358974,6.510600000000003,6.464172,6.189283870793319,0.22435897435897445,0.16060000000000318,0.11417199999999994,0.16071612920668077
646,646,6107,Giandomenico Mesto,2014,2015,7.16,6.8459090909090925,6.939099999999996,7.138569,7.176196044594976,0.31409090909090764,0.22090000000000387,0.021430999999999756,0.01619604459497559
647,647,24997,Walter Gargano,2014,2015,7.34,7.229268292682925,7.2171,7.143862,7.330482325878624,0.1107317073170746,0.12289999999999957,0.19613799999999948,0.009517674121376274
648,648,106968,Jorginho,2014,2015,6.16,6.426,6.353799999999998,6.393921,6.148657194640733,0.266,0.19379999999999775,0.2339209999999996,0.011342805359267238
649,649,12575,Raúl Albiol,2015,2016,6.38,6.574358974358974,6.411299999999999,6.3457274,6.706520898809212,0.1943589743589742,0.031299999999998995,0.03427259999999954,0.3265208988092123
650,650,13475,Marek Hamsik,2015,2016,6.96,6.84969696969697,6.940899999999999,6.9270597,7.097486561455653,0.11030303030303035,0.019100000000000783,0.03294029999999992,0.13748656145565263
651,651,76921,Vlad Chiriches,2015,2016,6.93,6.860833333333336,6.901400000000002,6.892167,6.836581565984061,0.06916666666666416,0.028599999999997294,0.037833000000000006,0.09341843401593852
652,652,83390,Lorenzo Insigne,2015,2016,5.98,6.0805,5.9454999999999965,6.062254,6.00123245857874,0.10049999999999937,0.03450000000000397,0.08225399999999983,0.021232458578739788
653,653,67206,José Callejón,2015,2016,6.1,6.0805,6.0539666666666685,5.9327464,5.931599322378857,0.01949999999999985,0.04603333333333115,0.16725359999999956,0.16840067762114241
654,654,19729,Gonzalo Higuaín,2015,2016,6.0,6.0805,5.988,6.0640264,5.949480215164754,0.0804999999999998,0.011999999999999567,0.06402640000000037,0.050519784835246107
655,655,82062,Faouzi Ghoulam,2015,2016,6.72,6.982622950819673,6.939700000000003,6.9188147,6.647588339802297,0.26262295081967313,0.21970000000000312,0.19881470000000068,0.07241166019770251
656,656,92729,Nathaniel Chalobah,2015,2016,7.57,7.138260869565213,7.189400000000003,7.1839633,7.57543792535927,0.43173913043478684,0.3805999999999976,0.3860367,0.005437925359269791
657,657,108345,Elseid Hysaj,2015,2016,6.56,6.676818181818183,6.882999999999998,6.734953,6.370994714136601,0.11681818181818304,0.3229999999999986,0.17495300000000036,0.1890052858633986
658,658,74921,Manolo Gabbiadini,2015,2016,7.19,7.247066666666665,7.174200000000003,7.089101,7.159918536081072,0.05706666666666482,0.015799999999997816,0.10089900000000007,0.030081463918928186
659,659,82438,Allan,2015,2016,6.93,6.798059701492538,6.795999999999998,6.798119,6.816288903434594,0.13194029850746158,0.13400000000000212,0.13188099999999991,0.11371109656540579
660,660,92691,David López,2015,2016,6.67,6.787166666666666,6.8313000000000015,6.8937864,6.314602075428217,0.11716666666666598,0.16130000000000155,0.22378639999999983,0.35539792457178265
661,661,23100,Dries Mertens,2015,2016,6.72,6.58162601626016,6.5921999999999965,6.60563,6.627201105213129,0.13837398373983945,0.12780000000000324,0.11437000000000008,0.09279889478687053
662,662,2943,Christian Maggio,2015,2016,6.8,6.784204545454545,6.780400000000001,6.7507176,6.703182336071936,0.01579545454545439,0.01959999999999873,0.04928240000000006,0.09681766392806423
663,663,67835,Omar El Kaddouri,2015,2016,6.54,6.614069767441863,6.550699999999998,6.523781,6.387413508882729,0.07406976744186267,0.010699999999998155,0.016219000000000428,0.15258649111727074
664,664,128746,Mirko Valdifiori,2015,2016,7.07,7.138260869565213,7.0986,7.0564165,7.33144092238776,0.06826086956521316,0.02859999999999996,0.013583500000000193,0.2614409223877594
665,665,40966,Ivan Strinic,2015,2016,6.7,6.733636363636363,6.839000000000001,6.694353,6.553858462710538,0.03363636363636324,0.13900000000000112,0.0056469999999997356,0.1461415372894619
666,666,106968,Jorginho,2015,2016,6.83,6.381315789473685,6.255100000000001,6.440641,6.84676120613245,0.4486842105263147,0.5748999999999986,0.3893589999999998,0.01676120613244958
667,667,90880,Kalidou Koulibaly,2015,2016,6.76,6.84969696969697,7.016699999999995,6.9887085,6.7716533020011695,0.08969696969696983,0.25669999999999504,0.22870850000000065,0.011653302001169763
668,668,98631,Nikola Maksimovic,2016,2017,6.36,6.464285714285715,6.3889,6.339568,6.543877332638608,0.10428571428571498,0.02889999999999926,0.02043200000000045,0.18387733263860806
669,669,13475,Marek Hamsik,2016,2017,6.95,6.860833333333336,6.8554,6.890409,6.786814536009702,0.08916666666666462,0.0945999999999998,0.05959100000000017,0.1631854639902981
670,670,128740,Lorenzo Tonelli,2016,2017,6.61,6.574358974358974,6.513900000000002,6.5183773,6.765697791567657,0.035641025641026225,0.09609999999999808,0.09162270000000028,0.15569779156765673
671,671,83390,Lorenzo Insigne,2016,2017,6.68,6.609148936170213,6.644700000000005,6.7164264,6.780782965718489,0.07085106382978701,0.035299999999995,0.03642639999999986,0.10078296571848888
672,672,76921,Vlad Chiriches,2016,2017,7.08,6.68846153846154,6.868100000000003,6.7828975,7.182973615459359,0.3915384615384605,0.2118999999999973,0.29710250000000027,0.10297361545935857
673,673,23100,Dries Mertens,2016,2017,6.82,6.6135,6.1928,6.139414,6.7738040610659445,0.20650000000000013,0.6272000000000002,0.6805859999999999,0.046195938934055825
674,674,67206,José Callejón,2016,2017,5.67,6.3595,6.023699999999996,6.141403,5.511004834606793,0.6894999999999998,0.35369999999999635,0.47140300000000046,0.15899516539320668
675,675,118169,Piotr Zielinski,2016,2017,6.79,6.808219178082194,6.773199999999998,6.8125877,6.668255383521879,0.018219178082193643,0.016800000000001702,0.022587699999999877,0.12174461647812063
676,676,82438,Allan,2016,2017,6.29,6.426938775510204,6.3374000000000015,6.345724,6.154062317179338,0.13693877551020428,0.04740000000000144,0.05572399999999966,0.13593768282066243
677,677,90880,Kalidou Koulibaly,2016,2017,6.4,6.475084745762713,6.4670000000000005,6.419456,6.415368831708891,0.0750847457627124,0.06700000000000017,0.019455999999999918,0.015368831708890696
678,678,82062,Faouzi Ghoulam,2016,2017,6.66,6.917692307692308,6.943600000000004,6.9009175,6.611750170267287,0.25769230769230766,0.2836000000000043,0.24091750000000012,0.04824982973271297
679,679,104257,Arkadiusz Milik,2016,2017,6.68,6.9719444444444445,6.832800000000001,6.826268,6.768011126893949,0.2919444444444448,0.15280000000000094,0.14626800000000006,0.08801112689394941
680,680,40966,Ivan Strinic,2016,2017,6.22,6.381315789473685,6.204700000000006,6.261961,6.229063243850034,0.16131578947368563,0.015299999999993652,0.04196100000000058,0.009063243850034652
681,681,74554,Rafael Cabral,2016,2017,6.34,6.433763440860217,6.414099999999999,6.3339057,6.328336413512602,0.09376344086021682,0.07409999999999872,0.006094299999999997,0.011663586487397737
682,682,108345,Elseid Hysaj,2016,2017,6.65,6.464285714285715,6.5311,6.492441,6.59628885611857,0.18571428571428505,0.1189,0.157559,0.05371114388143017
683,683,12575,Raúl Albiol,2016,2017,6.1,6.275555555555555,6.318100000000002,6.2444444,5.876211587907521,0.17555555555555546,0.2181000000000024,0.14444440000000025,0.22378841209247824
684,684,106968,Jorginho,2016,2017,6.78,6.798059701492538,6.787500000000002,6.849486,6.849145045990153,0.018059701492537883,0.007500000000002061,0.06948599999999949,0.06914504599015281
685,685,72296,Emanuele Giaccherini,2016,2017,6.34,6.275555555555555,6.348500000000005,6.365166,6.571186942478174,0.06444444444444475,0.008500000000005059,0.025166000000000466,0.23118694247817384
686,686,2943,Christian Maggio,2016,2017,6.83,7.056964285714287,6.846000000000004,6.9099073,7.140119950650293,0.22696428571428662,0.016000000000003567,0.07990730000000035,0.31011995065029296
687,687,74921,Manolo Gabbiadini,2016,2017,7.02,6.676818181818183,6.7977,6.8754535,6.916491585118425,0.3431818181818169,0.22229999999999972,0.1445464999999997,0.10350841488157414
688,688,294044,Amadou Diawara,2016,2017,6.8,6.965294117647061,6.880900000000001,6.952901,6.833129197360572,0.16529411764706126,0.08090000000000153,0.15290099999999995,0.03312919736057207
689,689,203436,Marko Rog,2016,2017,7.38,6.992183908045978,7.035400000000001,7.109896,7.436283336646599,0.3878160919540221,0.3445999999999989,0.2701039999999999,0.056283336646599125
690,690,106931,Mário Rui,2017,2018,7.23,7.056964285714287,7.0695000000000014,7.14054,7.02887298325408,0.17303571428571374,0.16049999999999898,0.08946000000000076,0.2011270167459207
691,691,128740,Lorenzo Tonelli,2017,2018,6.63,6.861333333333335,6.8059,6.811883,6.540425011407577,0.2313333333333354,0.1759000000000004,0.18188300000000002,0.08957498859242286
692,692,294044,Amadou Diawara,2017,2018,6.64,6.782250000000002,6.877200000000001,6.8558636,6.527802169089816,0.14225000000000243,0.2372000000000014,0.2158636000000005,0.11219783091018343
693,693,82062,Faouzi Ghoulam,2017,2018,6.15,6.275555555555555,6.332100000000002,6.3131113,5.927654064232085,0.12555555555555475,0.18210000000000193,0.16311129999999974,0.2223459357679154
694,694,90880,Kalidou Koulibaly,2017,2018,6.46,6.614069767441863,6.524399999999996,6.4732704,6.518274955115001,0.15406976744186274,0.06439999999999646,0.013270399999999682,0.05827495511500125
695,695,12575,Raúl Albiol,2017,2018,7.38,6.982622950819673,7.0120999999999984,6.972079,7.512815346529934,0.397377049180327,0.36790000000000145,0.407921,0.13281534652993443
696,696,104257,Arkadiusz Milik,2017,2018,6.58,6.594000000000001,6.541099999999997,6.5131454,6.5161043486278665,0.014000000000001123,0.03890000000000349,0.0668546000000001,0.0638956513721336
697,697,13475,Marek Hamsik,2017,2018,6.24,6.0805,6.4353,6.523604,6.101946913393315,0.15950000000000042,0.19529999999999959,0.2836039999999995,0.13805308660668558
698,698,23100,Dries Mertens,2017,2018,6.46,6.58162601626016,6.5024,6.485422,6.4690073856185775,0.12162601626016034,0.04239999999999977,0.025421999999999834,0.009007385618577501
699,699,67206,José Callejón,2017,2018,6.78,6.784204545454545,6.8519000000000005,6.8357935,6.807168168535192,0.004204545454545183,0.0719000000000003,0.05579350000000005,0.02716816853519166
700,700,82438,Allan,2017,2018,7.08,6.733636363636363,6.740999999999998,6.8673573,7.043239815126613,0.34636363636363665,0.3390000000000022,0.21264269999999996,0.03676018487338695
701,701,83390,Lorenzo Insigne,2017,2018,5.99,6.0805,6.116050000000002,5.969235,5.98398583466023,0.09049999999999958,0.126050000000002,0.020764999999999922,0.006014165339769839
702,702,106968,Jorginho,2017,2018,6.06,6.0805,6.258499999999998,6.221342,6.074512957071336,0.020500000000000185,0.19849999999999834,0.16134200000000032,0.014512957071336707
703,703,118169,Piotr Zielinski,2017,2018,6.7,6.574358974358974,6.566399999999998,6.5661187,6.740106290112585,0.12564102564102608,0.13360000000000216,0.13388130000000054,0.04010629011258526
704,704,70319,Luigi Sepe,2017,2018,7.07,6.965294117647061,6.756900000000002,6.8149805,7.14049660259454,0.1047058823529392,0.3130999999999986,0.2550195000000004,0.07049660259453994
705,705,76921,Vlad Chiriches,2017,2018,6.39,6.275555555555555,6.3849,6.5071945,6.298866716531071,0.11444444444444457,0.00509999999999966,0.11719450000000009,0.09113328346892846
706,706,108345,Elseid Hysaj,2017,2018,6.56,6.67875,6.678500000000001,6.6648974,6.594443126191864,0.11875000000000036,0.11850000000000183,0.10489740000000047,0.034443126191864515
707,707,98631,Nikola Maksimovic,2017,2018,6.89,6.978035714285715,7.015199999999997,6.9731016,6.83463239487583,0.08803571428571555,0.12519999999999776,0.0831016,0.05536760512416983
708,708,203436,Marko Rog,2017,2018,6.73,6.475084745762713,6.614800000000002,6.6154013,6.816968586291502,0.25491525423728767,0.11519999999999886,0.11459870000000016,0.08696858629150128
709,709,2943,Christian Maggio,2017,2018,6.64,6.614069767441863,6.624500000000003,6.6296077,6.563846444869743,0.02593023255813698,0.015499999999996739,0.010392299999999466,0.07615355513025701
710,710,297577,Adam Ounas,2017,2018,7.79,7.645384615384614,7.644000000000001,7.789922,7.775276627301253,0.1446153846153857,0.14599999999999902,7.800000000024454e-05,0.014723372698747461
711,711,369883,Gianluca Gaetano,2018,2019,7.63,7.247066666666665,7.284,7.27719,7.461927529746175,0.3829333333333347,0.3460000000000001,0.35280999999999985,0.16807247025382477
712,712,12575,Raúl Albiol,2018,2019,6.48,6.433763440860217,6.5185,6.6406426,6.69040556587102,0.04623655913978375,0.03849999999999998,0.1606425999999992,0.21040556587102
713,713,90880,Kalidou Koulibaly,2018,2019,6.81,6.965294117647061,6.882599999999997,6.924981,6.764308793685824,0.15529411764706147,0.07259999999999778,0.11498100000000022,0.045691206314175226
714,714,108345,Elseid Hysaj,2018,2019,6.97,6.965294117647061,6.908,6.9179144,6.9874339133512,0.004705882352938673,0.06199999999999939,0.05208559999999984,0.01743391335120048
715,715,118169,Piotr Zielinski,2018,2019,7.53,7.439999999999999,7.796499999999998,7.9844165,7.530944939571712,0.09000000000000163,0.26649999999999796,0.4544164999999998,0.0009449395717116005
716,716,23100,Dries Mertens,2018,2019,6.65,6.614069767441863,6.663799999999998,6.7155957,6.820723889214581,0.035930232558137654,0.013799999999998036,0.06559569999999937,0.17072388921458082
717,717,112210,Amin Younes,2018,2019,6.67,6.9719444444444445,6.8248,6.731782,6.806071405620374,0.30194444444444457,0.15479999999999983,0.061782000000000004,0.136071405620374
718,718,82062,Faouzi Ghoulam,2018,2019,5.86,6.426,6.566400000000004,6.5342317,6.159188592282901,0.5659999999999998,0.7064000000000039,0.6742317,0.29918859228290096
