,Unnamed: 0,age,height,id,name,position,weight
20,20,31,183,279575,Bruno Henrique," AM(CLR),FW",74
22,22,27,185,142227,Paul Seguin," D(R),DMC",82
23,23,24,177,296650,Ismail Azzaoui, AM(CLR),72
24,24,27,178,243532,Francisco Rodríguez, AM(C),78
26,26,30,185,98940,Carlos Ascues," D(C),DMC",82
28,28,25,187,303106,Leandro Putaro, AM(R),77
19,19,25,176,299450,Renato Sanches, M(CR),70
14,14,34,181,27124,Julian Baumgartlinger, DMC,85
15,15,30,179,92812,Kevin Volland," AM(CLR),FW",85
17,17,28,186,139623,Joel Pohjanpalo, FW,83
20,20,31,186,40560,Aleksandar Dragovic, D(CR),84
23,23,25,178,327682,Leon Bailey," M(LR),FW",77
0,0,25,178,299513,Ousmane Dembélé," AM(CLR),FW",67
2,2,31,184,83686,Marc Bartra," D(CR),DMC",70
4,4,28,170,115375,Raphaël Guerreiro," D(L),M(CL)",71
16,16,25,169,317999,Emre Mor," AM(CLR),FW",64
21,21,26,188,238916,Mikel Merino, M(C),83
24,24,24,180,306672,Dzenis Burnic, M(C),73
1,1,29,181,115996,Omar Mascarell, DMC,76
6,6,25,184,238901,Jesús Vallejo, D(CR),79
9,9,32,188,39336,Heinz Lindner, GK,82
12,12,24,189,329618,Aymen Barkok, AM(CR),82
14,14,28,185,101735,Ante Rebic," AM(CLR),FW",78
15,15,28,186,129289,Andersson Ordóñez, Defender,86
16,16,30,193,91840,Michael Hector," D(C),DMC",82
17,17,29,185,99989,Branimir Hrgota," AM(CLR),FW",76
19,19,31,183,132348,Danny Blum," AM(LR),FW",83
20,20,27,188,312666,Marius Wolf," D(R),M(CLR)",81
22,22,30,176,79522,Taleb Tawatha," D(L),M(L)",81
24,24,27,176,131050,Shani Tarashaj, Forward,76
25,25,25,187,285993,Max Besuschkow, DMC,81
4,4,27,186,302588,Bernardo," D(LR),M(L)",76
12,12,23,186,327721,Dayot Upamecano, D(C),90
13,13,27,182,146633,Benno Schmitz, D(CLR),75
18,18,27,170,333361,Federico Palacios," AM(CL),FW",68
20,20,25,188,244303,Oliver Burke," AM(LR),FW",74
14,14,28,184,130899,Yannick Gerhardt," D(L),M(CL)",81
15,15,30,179,104919,Yunus Malli," M(CLR),FW",72
18,18,32,180,44142,Daniel Didavi," AM(CR),FW",77
19,19,25,186,301452,Jannes Horn," D(CL),M(L)",79
20,20,27,195,329624,Hendrik Hansen, D(C),82
23,23,30,180,93307,Paul-Georges Ntep," AM(LR),FW",80
24,24,25,184,133959,Riechedly Bazoer," D(C),DMC",74
26,26,25,182,278721,Borja Mayoral, FW,74
28,28,24,175,298792,Josip Brekalo," AM(CLR),FW",70
29,29,23,185,298510,Victor Osimhen, FW,78
30,30,25,179,329625,Justin Möbius, Midfielder,73
0,0,31,180,71182,James Rodríguez," AM(CLR),FW",75
3,3,24,178,306637,Niklas Dorsch, DMC,76
14,14,22,190,356070,Lukas Mai, D(C),84
16,16,28,181,134894,Corentin Tolisso," D(R),M(CR)",81
17,17,34,194,22669,Sandro Wagner, FW,92
19,19,24,187,333227,Marco Friedl," D(CL),M(L)",82
20,20,27,195,129983,Niklas Süle, D(CR),99
22,22,32,180,38649,Sebastian Rudy," D(R),M(CR)",74
25,25,22,180,356566,Franck Evina, Forward,77
26,26,28,188,346731,Kwasi Okyere Wriedt, FW,82
27,27,23,185,354599,Meritan Shabani, Midfielder,78
8,8,29,184,125654,Lucas Alario, FW,78
12,12,24,186,302402,Panagiotis Retsos, D(CLR),79
14,14,38,185,35336,Ramazan Özcan, GK,83
4,4,28,183,145267,Maximilian Philipp," AM(CLR),FW",79
14,14,32,189,41672,Andriy Yarmolenko," AM(CR),FW",81
15,15,28,182,129620,Jeremy Toljan," D(LR),M(LR)",74
18,18,23,196,342548,Dan-Axel Zagadou, D(CL),90
22,22,26,178,135092,Mahmoud Dahoud, M(C),68
23,23,27,188,297390,Manuel Akanji, D(CR),91
26,26,22,192,299254,Alexander Isak, FW,77
27,27,24,183,307202,Jacob Bruun Larsen, AM(CL),77
28,28,22,171,355110,Sergio Gómez, D(L),68
3,3,28,169,94885,Jetro Willems," D(L),DMC,M(L)",65
5,5,28,190,236544,Sébastien Haller, FW,82
7,7,35,187,11867,Kevin-Prince Boateng," M(CLR),FW",85
10,10,30,185,108770,Simon Falette, D(C),89
12,12,35,173,19087,Jonathan de Guzmán, M(CLR),70
14,14,28,183,126948,Carlos Salcedo, D(CR),85
17,17,24,182,315755,Luka Jovic, FW,85
18,18,36,179,22418,Gelson Fernandes, DMC,70
25,25,26,184,344166,Daichi Kamada," AM(CLR),FW",76
27,27,24,184,356064,Marijan Cavar, Midfielder,70
5,5,24,174,299451,Ademola Lookman," AM(CLR),FW",71
9,9,25,177,245643,Jean-Kévin Augustin," AM(R),FW",69
12,12,27,173,117980,Bruma, AM(CLR),70
17,17,25,180,248010,Konrad Laimer," D(R),M(CR)",72
22,22,28,188,103542,Yvon Mvogo, GK,88
0,0,32,182,35199,Ignacio Camacho," D(C),M(C)",75
1,1,29,193,104899,John Brooks, D(C),78
4,4,27,176,243276,William," D(LR),M(R)",67
5,5,24,186,353983,Paul Jaeckel," D(C),DMC",83
9,9,29,190,132775,Marcel Tisserand," D(CLR),M(R)",80
14,14,23,183,335030,Gian-Luca Itter, D(CL),74
15,15,39,178,16243,Paul Verhaegh," D(R),M(R)",74
19,19,25,193,320002,Felix Uduokhai, D(C),89
24,24,30,170,119172,Renato Steffen, M(CLR),65
25,25,24,182,349837,Elvis Rexhbecaj, M(C),78
26,26,25,185,344071,Landry Dimata, FW,81
28,28,24,179,298512,Kaylen Hinds, Forward,80
9,9,27,189,115519,Leon Goretzka, M(CR),82
20,20,21,183,320040,Alphonso Davies," D(L),M(LR)",75
21,21,23,179,366868,Woo-Yeong Jeong," AM(CR),FW",69
18,18,30,190,107465,Isaac Kiese Thelin, FW,83
19,19,22,177,339845,Paulinho, AM(CLR),77
3,3,31,182,73744,Thomas Delaney, DMC,79
4,4,33,186,25191,Axel Witsel," D(C),M(C)",81
5,5,23,181,320834,Achraf Hakimi," D(LR),M(R)",73
8,8,29,175,95953,Paco Alcácer," AM(R),FW",72
10,10,26,187,248112,Abdou Diallo, D(CL),79
1,1,30,188,81842,Frederik Rønnow, GK,81
2,2,29,184,105995,Filip Kostic," M(LR),FW",84
4,4,26,183,262262,Almamy Touré," D(CR),M(R)",81
6,6,28,190,249960,Lucas Torró, DMC,77
7,7,30,186,83659,Martin Hinteregger, D(C),82
14,14,23,192,323450,Evan Ndicka, D(CL),80
15,15,28,184,271856,Gonçalo Paciência, FW,81
23,23,25,176,295838,Allan, DMC,75
25,25,34,173,35738,Nicolai Müller," M(CLR),FW",66
2,2,23,175,315275,Tyler Adams," D(R),M(CR)",72
9,9,24,187,299077,Nordi Mukiele," D(CR),M(R)",84
14,14,24,185,345388,Marcelo Saracchi, D(L),69
15,15,24,175,298837,Amadou Haidara, M(CLR),72
19,19,23,184,362758,Matheus Cunha," AM(CL),FW",76
1,1,30,197,115479,Wout Weghorst, FW,84
4,4,29,175,97145,Jérôme Roussillon," D(L),M(L)",80
11,11,34,194,346498,Pavao Pervan, GK,88
13,13,31,191,80388,Daniel Ginczek," AM(R),FW",85
18,18,22,170,365389,John Yeboah, AM(R),66
20,20,30,179,93671,Felix Klaus, AM(CLR),79
7,7,26,186,259648,Benjamin Pavard," D(CLR),M(R)",81
15,15,23,181,344198,Michaël Cuisance, AM(C),74
16,16,26,176,317354,Álvaro Odriozola, D(R),66
19,19,21,193,383956,Joshua Zirkzee, FW,84
20,20,26,184,139186,Lucas Hernández, D(CL),79
21,21,23,175,379696,Sarpreet Singh, AM(CLR),71
23,23,21,180,366855,Leon Dajaku, M(R),75
26,26,22,188,395401,Chris Richards, D(C),87
27,27,19,180,395252,Jamal Musiala, M(CL),68
28,28,21,180,389378,Oliver Batista Meier, AM(CL),0
4,4,23,170,353397,Moussa Diaby," M(CLR),FW",68
6,6,29,183,115166,Kerem Demirbay, M(C),73
9,9,23,177,299684,Exequiel Palacios, M(C),67
11,11,27,179,141781,Daley Sinkgraven," D(L),M(CL)",67
12,12,25,180,261021,Nadiem Amiri, M(CLR),77
13,13,19,176,394786,Florian Wirtz, AM(C),70
18,18,23,194,369446,Edmond Tapsoba, D(C),85
2,2,22,194,315227,Erling Haaland, FW,88
5,5,29,175,101537,Thorgan Hazard," M(CLR),FW",71
18,18,22,173,384368,Mateu Morey," D(R),M(R)",67
19,19,29,181,91034,Nico Schulz," D(L),M(L)",83
23,23,19,185,389087,Giovanni Reyna, AM(CLR),79
25,25,23,187,362788,Leonardo Balerdi, D(C),85
26,26,22,177,386592,Tobias Raschl, DMC,75
7,7,26,185,299460,André Silva, FW,84
16,16,25,184,317630,Djibril Sow, DMC,77
26,26,23,181,367165,Dejan Joveljic, FW,75
1,1,24,175,300945,Christopher Nkunku," M(CLR),FW",73
8,8,26,191,243565,Patrik Schick," AM(R),FW",85
9,9,24,179,261212,Dani Olmo," AM(CLR),FW",72
24,24,20,184,395714,Dennis Borkowski, FW,72
25,25,21,182,367182,Tom Krauß, DMC,72
27,27,23,179,331459,Hannes Wolf, M(CLR),69
0,0,27,173,114855,Paulo Otávio," D(L),M(L)",68
1,1,27,184,115230,Kevin Mbabu," D(R),M(R)",83
12,12,24,174,262856,Xaver Schlager, M(C),76
15,15,25,190,336048,Marin Pongracic, D(C),95
19,19,28,175,381541,Victor Sá, AM(CLR),69
23,23,23,183,394749,Omar Marmoush," AM(L),FW",81
24,24,23,177,392719,Luca Horn, Midfielder,73
25,25,23,188,392720,Mamoudou Karamoko, Forward,88
10,10,22,186,413272,Josip Stanisic, D(R),77
16,16,30,177,104747,Bouna Sarr," D(R),M(CLR)",69
17,17,33,191,29809,Eric Choupo-Moting," M(CLR),FW",90
22,22,25,193,260770,Alexander Nübel, GK,86
23,23,21,170,408824,Tiago Dantas, DMC,58
24,24,20,174,412841,Christopher Scott, Midfielder,71
25,25,20,187,382492,Tanguy Nianzou, D(C),83
27,27,25,184,323148,Marc Roca, DMC,77
11,11,23,192,329103,Lennart Grill, GK,85
21,21,30,178,88112,Santiago Arias, D(R),72
22,22,26,180,136945,Demarai Gray," AM(CLR),FW",74
25,25,21,171,392644,Jeremie Frimpong," D(R),M(R)",63
28,28,29,186,116104,Niklas Lomb, GK,84
29,29,19,187,403744,Emrehan Gedikli, Forward,84
8,8,20,180,403747,Ansgar Knauff, M(R),73
11,11,19,186,379868,Jude Bellingham, M(CLR),75
13,13,31,191,104376,Thomas Meunier," D(R),M(R)",90
21,21,17,179,406701,Youssoufa Moukoko, Forward,72
23,23,20,185,379307,Reinier, AM(C),78
25,25,24,193,301066,Steffen Tigges, Forward,90
1,1,20,188,397335,Elias Bördner, Goalkeeper,92
8,8,29,168,112210,Amin Younes, AM(CL),67
14,14,23,185,366558,Tuta, D(C),81
18,18,26,183,333365,Ajdin Hrustic, M(CLR),74
20,20,31,182,42234,Steven Zuber," D(L),M(CLR)",79
22,22,24,183,335756,Ragnar Ache, FW,81
11,11,26,195,302497,Alexander Sørloth," AM(R),FW",90
17,17,23,171,331579,Justin Kluivert, AM(LR),67
18,18,20,177,393039,Lazar Samardzic, Midfielder,70
20,20,26,177,262854,Hwang Hee-Chan," AM(CLR),FW",77
21,21,20,174,397894,Joscha Wosz, Midfielder,68
22,22,24,191,321236,Josep Martínez, Goalkeeper,78
2,2,22,190,401130,Maxence Lacroix, D(C),88
4,4,24,176,356183,Ridle Baku," D(R),M(CR)",72
18,18,22,187,397260,Tim Siersleben, D(C),80
21,21,20,191,401131,Bartosz Bialek, Forward,84
17,17,24,174,342489,Omar Richards," D(L),M(L)",69
23,23,20,187,397465,Malik Tillman, Forward,71
24,24,18,0,430702,Lucas Copado, Forward,0
26,26,18,180,424368,Gabriel Vidovic, Midfielder,0
27,27,16,185,430703,Paul Wanner, Midfielder,72
29,29,22,193,342549,Christian Früchtl, Goalkeeper,84
9,9,27,187,122140,Robert Andrich, M(C),83
12,12,20,183,404832,Piero Hincapié, D(CL),66
14,14,22,185,352830,Mitchel Bakker," D(L),M(L)",85
16,16,22,174,389409,Amine Adli," AM(CL),FW",60
17,17,21,191,384516,Odilon Kossounou, D(CR),79
18,18,27,186,129197,Sardar Azmoun," AM(C),FW",78
23,23,30,190,286602,Andrey Lunev, GK,80
24,24,17,182,427262,Iker Bravo, Forward,75
26,26,17,182,426662,Zidan Sertdemir, Midfielder,71
4,4,17,188,437020,Tom Rothe, Defender,0
5,5,23,176,351354,Donyell Malen," AM(L),FW",68
10,10,18,175,436425,Jamie Bynoe-Gittens, Forward,0
15,15,24,195,336028,Gregor Kobel, GK,88
25,25,22,187,352891,Lennard Maloney, D(C),89
28,28,21,175,394981,Immanuel Pherai, AM(CL),74
29,29,19,0,437021,Lion Semic, Defender,0
30,30,23,185,422762,Antonios Papadopoulos, Midfielder,83
1,1,21,189,373154,Diant Ramaj, Goalkeeper,81
3,3,27,174,145777,Rafael Borré, FW,70
4,4,22,182,403646,Jesper Lindstrøm," AM(CR),FW",66
13,13,27,181,130897,Christopher Lenz," D(L),M(L)",81
14,14,25,181,402665,Kristijan Jakic, DMC,75
19,19,22,183,320977,Jens Petter Hauge, AM(CLR),75
23,23,25,189,328269,Sam Lammers, FW,77
26,26,33,192,35452,Jens Grahl, GK,88
2,2,20,185,402664,Josko Gvardiol, D(CL),80
5,5,22,187,372855,Mohamed Simakan, D(CR),82
6,6,21,186,369875,Dominik Szoboszlai, AM(CL),74
20,20,19,182,397893,Hugo Novoa, Forward,70
22,22,20,180,404568,Brian Brobbey, FW,78
23,23,19,0,428658,Solomon Bonnah, Defender,0
24,24,19,185,409030,Ilaix Moriba, M(C),73
25,25,36,196,18929,Philipp Tschauner, GK,100
26,26,17,176,415929,Sidney Raebiger, Midfielder,70
0,0,23,190,353565,Jonas Wind," AM(C),FW",82
14,14,23,191,364235,Sebastiaan Bornauw, D(C),81
16,16,21,193,425229,Micky van de Ven, Defender,81
17,17,19,183,399957,Aster Vranckx, M(C),78
20,20,24,187,299490,Dodi Lukébakio," AM(CLR),FW",77
24,24,21,188,367783,Felix Nmecha, Midfielder,73
25,25,19,168,393083,Kevin Paredes, M(L),54
1,1,43,180,3510,Diego Forlán, FW,75
2,2,41,184,8128,Tiago, M(C),75
3,3,39,176,6176,José Antonio Reyes, M(CLR),72
4,4,33,189,32258,Sergio Asenjo, GK,87
5,5,46,183,2336,Juanito," D(L),DMC",76
6,6,41,173,9253,Antonio López, D(L),65
7,7,42,173,18277,Paulo Assunção, M(C),70
8,8,36,173,14259,José Manuel Jurado, M(CLR),72
9,9,42,170,1114,Simão, M(L),64
10,10,45,178,4782,Mariano Pernía, Defender,79
11,11,43,180,32273,Luis Perea, D(CLR),76
13,13,41,187,20883,Cléber Santana, M(C),80
14,14,44,185,2751,Tomas Ujfalusi," D(LR),DMC",76
15,15,32,173,43990,Eduardo Salvio, M(CR),71
16,16,36,184,11386,Raúl García," M(CLR),FW",83
17,17,37,184,14263,Juan Valera, D(R),76
19,19,33,189,35771,Álvaro Domínguez, D(CL),83
20,20,36,192,19442,Roberto Jiménez, GK,94
21,21,41,192,6536,Pablo Ibáñez, D(L),80
22,22,31,190,73265,Leandro Cabrera, D(CL),80
24,24,37,176,3789,Florent Sinama-Pongolle," AM(L),FW",70
25,25,33,188,82708,Ibrahima Baldé, FW,72
26,26,30,172,68706,Keko, M(R),68
27,27,30,176,80764,Koke, M(CLR),77
28,28,33,178,67480,Rubén Pérez, M(C),73
29,29,32,195,81681,Joel Robles, GK,78
30,30,30,186,106872,Borja Bastón, FW,83
31,31,34,182,85499,Jorge Molino, Forward,77
32,32,38,182,6023,John Heitinga, D(C),72
0,0,35,170,11119,Lionel Messi," AM(CR),FW",72
1,1,39,172,5780,Dani Alves," D(R),M(CR)",70
2,2,42,170,2302,Xavi, DMC,68
4,4,43,186,6646,Eric Abidal, D(C),75
5,5,38,171,9486,Andrés Iniesta, M(CL),68
7,7,44,178,1320,Carles Puyol, D(C),80
8,8,41,176,4871,Maxwell, D(L),73
9,9,42,183,2664,Seydou Keita, M(C),75
10,10,34,189,44721,Sergio Busquets, DMC,76
12,12,35,194,12712,Gerard Piqué, D(C),85
15,15,42,179,6072,Gabriel Milito," D(C),DMC",78
18,18,32,170,31402,Bojan," AM(CLR),FW",65
19,19,43,183,2828,Rafael Márquez, D(C),76
20,20,34,176,67469,Jeffrén Suárez," AM(L),FW",73
21,21,35,189,12245,Dmytro Chygrynskiy, D(C),85
22,22,32,172,82598,Jonathan dos Santos, M(CR),74
23,23,32,185,74938,Andreu Fontàs," D(C),DMC",89
2,2,46,188,897,Ruud van Nistelrooy," AM(L),FW",80
3,3,36,184,9909,Sergio Ramos, D(CR),82
4,4,34,174,20241,Marcelo," D(L),M(L)",75
6,6,39,188,10105,Pepe, D(C),81
7,7,40,186,3577,Kaká," M(CL),FW",78
8,8,35,180,23758,Esteban Granero, M(CLR),78
9,9,39,184,11104,Álvaro Arbeloa, D(LR),79
10,10,41,194,2288,Christoph Metzelder, DMC,92
12,12,35,189,14079,Ezequiel Garay, D(C),90
13,13,45,182,1063,Guti, AM(C),78
14,14,36,178,17651,Fernando Gago, M(C),73
15,15,37,187,12575,Raúl Albiol, D(C),74
16,16,37,173,18285,Lassana Diarra, M(C),73
17,17,34,185,14296,Karim Benzema, FW,81
18,18,41,185,2776,Iker Casillas, GK,84
19,19,35,167,23170,Royston Ricky Drenthe, M(CLR),72
20,20,41,182,4026,Mahamadou Diarra, DMC,80
21,21,45,180,1106,Raúl," AM(CL),FW",68
22,22,34,180,84963,Juanfran," D(R),M(R)",72
23,23,34,184,55299,Pedro Mosquera, M(C),75
0,0,32,185,34524,Juan Cala, D(C),78
1,1,31,178,86793,Antonio Luna," D(L),M(L)",68
2,2,41,183,6967,Luís Fabiano, FW,81
3,3,34,179,31388,Diego Perotti," M(CLR),FW",70
4,4,46,186,9684,Ivica Dragutinovic," D(C),DMC",83
7,7,36,185,19754,Sergio Sánchez, D(CR),84
8,8,37,172,13471,Adriano," D(CLR),M(L)",75
9,9,45,192,47,Frederic Kanoute," AM(CL),FW",82
10,10,43,177,9445,Renato, M(C),71
11,11,41,179,4203,Didier Zokora, M(C),72
12,12,43,183,2494,Julien Escudé," D(C),DMC",79
13,13,38,184,11118,Abdoulay Konko," D(LR),M(R)",71
14,14,35,187,67124,Marc Valiente, D(C),71
16,16,48,184,2602,Andrés Palop, GK,75
17,17,40,177,4387,Fernando Navarro, D(CL),70
19,19,39,187,7829,Romaric," D(C),M(C)",88
20,20,34,173,11381,Diego Capel, AM(L),69
21,21,41,190,5854,Marius Stankevicius," D(CLR),DMC",83
22,22,32,175,84026,Rodri," AM(C),FW",74
23,23,43,174,2352,Aldo Duscher," D(C),DMC",72
24,24,38,182,19482,Lolo," D(C),M(C)",72
25,25,40,182,25644,Javi Varas, GK,74
26,26,35,183,75498,Enrique Carreño, Forward,80
27,27,35,177,71309,José Carlos Fernández, M(LR),68
28,28,38,181,8943,Arouna Koné," AM(LR),FW",78
29,29,34,168,22998,Lautaro Acosta," AM(LR),FW",68
30,30,42,178,2565,Javier Chevantón, FW,70
0,0,40,175,6319,David Villa," AM(L),FW",69
2,2,33,170,44288,Jordi Alba," D(L),M(L)",68
3,3,51,185,9426,César, GK,82
4,4,34,174,33724,Éver Banega, M(C),77
5,5,38,189,5881,Jeremy Mathieu, D(CL),82
6,6,37,173,29571,Pablo Hernández, M(CLR),64
7,7,45,181,879,David Albelda, M(C),77
8,8,41,179,3283,Joaquín," M(CLR),FW",75
10,10,42,179,6687,Miguel Brito, D(R),78
11,11,41,181,23957,Bruno," D(R),M(R)",76
12,12,43,183,2339,Carlos Marchena, D(C),79
13,13,39,185,35202,Ángel Dealbert, D(C),80
14,14,42,188,5999,David Navarro, D(C),82
15,15,38,188,9418,Miguel Ángel Moyá, GK,83
16,16,47,183,588,Rubén Baraja, DMC,76
17,17,41,202,11471,Nikola Zigic, FW,96
18,18,37,182,9255,Alexis Ruano, D(CLR),75
19,19,30,177,83748,Joel Johnson, Midfielder,72
20,20,41,175,956,Vicente, AM(C),72
21,21,33,176,44272,Lillo, D(CLR),71
22,22,37,185,14525,Hedwiges Maduro, DMC,79
23,23,36,176,12476,Manuel Fernandes, M(CL),75
24,24,41,176,10717,Chori Domínguez," AM(C),FW",69
25,25,37,186,44317,Miku, FW,86
26,26,34,182,106868,Míchel, M(CR),68
0,0,36,187,26059,Diego Godín, D(C),78
1,1,38,184,14231,Bruno Soriano, M(C),73
2,2,46,177,9580,Marcos Senna," D(C),DMC,M(R)",76
3,3,35,173,13802,Giuseppe Rossi, FW,72
4,4,38,180,9866,Nilmar, FW,73
6,6,44,182,1676,Joan Capdevila, D(L),78
7,7,41,180,4674,Ángel, D(R),71
8,8,46,180,9577,Javi Venta, D(R),74
9,9,38,182,9578,Gonzalo Rodríguez, D(C),79
10,10,35,189,28521,Iván Marcano, D(CL),77
11,11,41,180,9460,Cani, M(CLR),75
12,12,42,184,4508,Joseba Llorente, FW,72
13,13,35,176,23937,Damián Escudero, AM(CL),74
14,14,45,166,1593,Ariel Ibagaza," AM(C),FW",65
15,15,40,196,10445,Diego López, GK,89
16,16,48,187,68,Robert Pires, AM(L),80
17,17,32,180,61014,Mateo Musacchio, D(C),73
18,18,40,178,15664,David Fuster, AM(R),71
19,19,41,186,17168,Sebastián Eguren," D(C),M(CR)",84
20,20,34,176,73081,Matilla, DMC,72
21,21,35,179,14546,Marco Ruben, FW,72
22,22,33,185,79914,Marcos Gullón," D(C),M(C)",79
23,23,35,167,44187,Jonathan Pereira, FW,61
24,24,34,184,72286,Kiko Olivas, D(C),76
11,11,35,188,19177,Mario Suárez," D(C),M(C)",80
18,18,37,173,74494,Elias, M(CR),65
19,19,31,186,93655,Jorge Pulido, D(CR),72
22,22,37,181,10332,Juanfran, D(R),71
23,23,32,173,101102,Alberto Noguera, Midfielder,68
11,11,30,178,90782,Sergi Roberto," D(R),M(CR)",68
19,19,46,185,14191,Pinto, GK,82
24,24,36,180,12480,Ibrahim Afellay, M(CLR),76
25,25,31,175,91387,Martín Montoya," D(LR),M(R)",73
13,13,35,189,13764,Sami Khedira, M(C),90
17,17,35,190,23285,Antonio Adán, GK,94
18,18,32,180,106875,Nacho, D(CLR),76
23,23,31,176,44189,Sergio Canales, M(CLR),65
24,24,49,188,3403,Jerzy Dudek, Goalkeeper,83
25,25,35,183,23634,Pedro León, M(LR),70
28,28,34,190,75526,Jesús, GK,87
29,29,33,195,101532,Tomás Mejías, GK,84
30,30,29,182,95551,Álex Fernández, M(CL),72
31,31,32,179,106874,Juankar," D(L),M(L)",70
0,0,34,184,22732,Ivan Rakitic, M(C),78
9,9,35,180,30635,Martín Cáceres," D(CLR),M(R)",78
11,11,35,171,29390,Gary Medel," D(C),DMC",65
15,15,35,176,17432,Mouhamadou Dabo, D(LR),65
16,16,36,180,25485,Tiberio Guarente, DMC,67
25,25,35,175,14224,Alejandro Alfaro, M(R),72
26,26,36,175,14126,Luca Cigarini, M(C),72
28,28,33,192,67327,Bernardo Espinosa, D(C),85
7,7,37,176,42834,Alberto Costa, M(C),77
10,10,35,190,33866,Vicente Guaita, GK,81
12,12,41,181,9294,Aritz Aduriz, FW,77
14,14,36,187,22167,Mehmet Topal," D(C),M(C)",82
19,19,38,181,22033,Jonas," AM(CLR),FW",73
25,25,32,177,34239,Sofiane Feghouli, M(CR),75
26,26,30,176,82989,Isco," M(CLR),FW",79
4,4,37,175,19112,Borja Valero, M(CL),73
8,8,31,182,79909,Mario Gaspar," D(CR),M(R)",74
14,14,37,175,79913,Catalá, D(CL),72
16,16,34,183,79911,Carlos Tomás, Defender,78
17,17,33,173,28416,Jefferson Montero, M(L),70
20,20,32,171,44425,Mubarak Wakaso, M(CLR),66
21,21,42,172,119500,Cicinho, D(R),68
22,22,34,181,14144,Nicki Bille Nielsen, FW,75
23,23,35,175,75468,Joan Oriol, D(L),69
24,24,36,178,23238,Natxo Insa, DMC,66
25,25,32,185,26298,Jozy Altidore, FW,79
26,26,38,180,73396,Cristóbal Márquez, Midfielder,77
1,1,39,180,10053,Gabi, M(C),74
2,2,35,177,21501,Arda Turan, AM(CLR),76
12,12,38,186,22504,Miranda, D(C),78
16,16,34,183,14089,Adrián López," M(CLR),FW",73
17,17,34,178,43982,Silvio, D(LR),72
20,20,32,177,81928,Pizzi, M(CLR),71
22,22,30,189,109228,Pedro Martín, Forward,79
11,11,31,181,91580,Isaac Cuenca," D(R),M(LR)",74
23,23,31,178,91800,Cristian Tello, M(LR),65
27,27,28,177,98317,Gerard Deulofeu," AM(CLR),FW",73
28,28,30,179,75177,Marc Muniesa, D(CL),72
12,12,34,178,20592,Fábio Coentrão," D(L),M(LR)",66
22,22,35,178,67206,José Callejón," M(LR),FW",73
24,24,29,178,106028,Jesé," AM(LR),FW",72
10,10,35,182,44486,Coke," D(CLR),M(R)",78
17,17,38,185,14265,Manu del Moral," M(CLR),FW",84
18,18,38,169,6111,Piotr Trochowski, M(CL),72
20,20,33,188,112224,Deivid," D(C),DMC",75
21,21,36,179,16374,Emiliano Armenteros, AM(CLR),78
22,22,34,182,37001,Papa Baba Diawara, FW,76
24,24,29,179,91214,José Campaña, M(CLR),70
27,27,31,195,73861,Hiroshi Ibusuki, Forward,89
3,3,36,190,26877,Adil Rami, D(C),90
10,10,33,182,28186,Daniel Parejo, M(C),74
12,12,33,184,79558,Víctor Ruiz, D(C),95
14,14,35,182,14085,Antonio Barragán," D(CR),M(R)",76
17,17,37,190,30641,Diego Alves, GK,90
23,23,33,163,23062,Pablo Piatti, M(CLR),63
1,1,34,171,69965,Jaume Costa," D(LR),M(L)",62
7,7,35,187,14063,Cristián Zapata, D(C),82
15,15,33,180,28785,Hernán Pérez, M(LR),71
17,17,35,184,91574,Gonzalo Castellani, AM(C),84
20,20,42,173,24650,Javier Camuñas," AM(CL),FW",71
22,22,34,173,82083,Alejandro Martinuccio, FW,62
23,23,31,170,87098,Joselu, Forward,69
24,24,28,176,101238,Moi Gómez, M(CLR),71
25,25,41,177,79936,Gerard Bordas, Midfielder,70
27,27,31,189,80758,Florian Lejeune, D(C),89
1,1,40,183,28043,Domingo Cisma, D(L),79
15,15,43,182,13639,Cata Díaz, D(C),74
17,17,32,178,44587,Daniel Aquino, Forward,68
20,20,36,177,19361,Cristian Rodríguez, AM(CL),92
21,21,42,169,2842,Emre, M(C),68
23,23,30,183,115911,Kader, Defender,78
24,24,27,178,113708,Óliver Torres, M(CLR),70
2,2,30,185,88526,Casemiro, DMC,84
29,29,29,186,123232,Diego Llorente," D(C),DMC",75
30,30,27,180,115997,José Rodríguez," D(C),M(CR)",72
7,7,31,195,18004,Julián, GK,91
11,11,36,174,74682,Cicinho, D(R),63
12,12,40,182,33966,Beto, GK,81
13,13,29,188,91978,Geoffrey Kondogbia," D(C),DMC",80
17,17,33,187,33557,Alberto Botía, D(C),80
20,20,28,167,87525,Bryan Rabello, Midfielder,70
22,22,32,180,85100,Miroslav Stevanovic, M(R),72
25,25,29,187,116218,Israel Puerto, Defender,75
26,26,29,182,116215,Álex Rubio, Forward,77
27,27,33,176,102168,Javi Hervás, Midfielder,78
15,15,38,172,14386,João Pereira, D(R),70
20,20,32,171,91304,Jonathan Viera," AM(CLR),FW",66
19,19,27,185,135914,José Giménez, D(CR),80
21,21,30,185,116227,Léo Baptistão," AM(CLR),FW",72
24,24,43,184,3172,Daniel Aranzubia, GK,80
2,2,30,175,50835,Neymar," AM(CLR),FW",68
19,19,26,178,140088,Adama Traoré," M(CLR),FW",86
23,23,27,182,140089,Jean Marie Dongou, Forward,76
12,12,32,179,87094,Asier Illarramendi, M(C),75
