,Team,player_number,Year_start,Year_end,key_passes_per_game,passes_per_game,crosses_per_game,long_ball_per_game,through_balls_per_game
25,Chelsea,28550,2021,2022,0.2,81.9,0.0,5.3,0.0
0,Liverpool,108226,2021,2022,1.8,30.8,0.2,0.5,0.3
1,Liverpool,318871,2021,2022,2.8,67.3,2.6,6.3,0.3
2,Liverpool,115726,2021,2022,1.9,66.5,1.6,2.0,0.0
3,Liverpool,68659,2021,2022,1.1,61.6,0.5,2.8,0.1
4,Liverpool,235755,2021,2022,1.1,21.3,0.1,0.3,0.1
5,Liverpool,96182,2021,2022,0.8,24.3,0.1,0.5,0.1
6,Liverpool,74939,2021,2022,1.2,59.9,0.0,4.0,0.0
7,Liverpool,74341,2021,2022,0.4,74.8,0.0,3.5,0.1
8,Liverpool,377168,2021,2022,1.5,33.8,0.4,0.5,0.0
9,Liverpool,301455,2021,2022,1.9,39.4,2.0,0.8,0.0
10,Liverpool,109915,2021,2022,1.2,30.5,0.3,0.7,0.1
11,Liverpool,84146,2021,2022,0.6,22.2,0.2,1.4,0.0
12,Liverpool,114147,2021,2022,0.0,32.7,0.0,4.2,0.0
13,Liverpool,355354,2021,2022,0.7,39.1,0.1,1.0,0.0
14,Liverpool,115916,2021,2022,0.6,53.2,0.0,2.1,0.1
15,Liverpool,4511,2021,2022,0.9,29.3,0.5,1.1,0.1
16,Liverpool,136451,2021,2022,0.4,29.9,0.5,1.1,0.0
17,Liverpool,243510,2021,2022,0.7,32.3,0.0,0.6,0.0
18,Liverpool,386969,2021,2022,1.0,8.0,0.0,0.0,0.0
19,Liverpool,95408,2021,2022,0.3,77.8,0.0,4.9,0.0
20,Liverpool,322176,2021,2022,0.0,39.0,0.0,2.0,0.0
21,Liverpool,124688,2021,2022,0.0,5.3,0.0,0.1,0.0
22,Liverpool,363982,2021,2022,1.5,40.2,0.5,1.0,0.0
23,Liverpool,345957,2021,2022,0.0,68.2,0.0,2.1,0.0
24,Liverpool,408662,2021,2022,0.0,4.0,0.0,0.0,0.0
25,Liverpool,262838,2021,2022,0.2,6.2,0.0,0.2,0.1
26,Liverpool,425568,2021,2022,0.0,17.5,0.0,0.5,0.0
0,Manchester City,279379,2021,2022,1.4,26.4,0.1,0.4,0.1
1,Manchester City,73084,2021,2022,2.9,45.3,1.0,2.4,0.3
2,Manchester City,128967,2021,2022,1.1,82.0,0.6,3.9,0.1
3,Manchester City,331254,2021,2022,1.4,34.3,1.3,0.7,0.1
4,Manchester City,97692,2021,2022,1.4,27.3,0.3,0.2,0.0
5,Manchester City,104749,2021,2022,1.4,29.5,0.6,1.0,0.2
6,Manchester City,136741,2021,2022,1.7,53.9,0.2,1.2,0.1
7,Manchester City,77464,2021,2022,1.4,47.0,0.6,2.3,0.2
8,Manchester City,273257,2021,2022,1.1,64.7,0.3,1.6,0.1
9,Manchester City,313171,2021,2022,0.5,78.2,0.0,3.4,0.0
10,Manchester City,113069,2021,2022,2.0,35.7,0.3,0.5,0.1
11,Manchester City,69778,2021,2022,0.6,75.0,0.3,3.8,0.1
12,Manchester City,303139,2021,2022,0.9,86.8,0.1,5.5,0.1
13,Manchester City,19119,2021,2022,0.5,44.1,0.1,1.8,0.1
14,Manchester City,349760,2021,2022,0.3,17.5,0.0,0.0,0.0
15,Manchester City,122117,2021,2022,0.3,88.5,0.1,4.3,0.1
16,Manchester City,105962,2021,2022,2.0,77.0,1.0,1.0,0.0
17,Manchester City,395692,2021,2022,0.5,12.8,0.0,0.3,0.3
18,Manchester City,425574,2021,2022,0.0,1.0,0.0,0.0,0.0
19,Manchester City,121774,2021,2022,0.0,25.9,0.0,4.0,0.0
20,Manchester City,425576,2021,2022,0.0,6.5,0.0,0.0,0.0
21,Manchester City,101374,2021,2022,0.3,69.6,0.0,3.8,0.0
22,Manchester City,416803,2021,2022,0.0,2.0,0.0,0.0,0.0
23,Manchester City,401254,2021,2022,0.0,1.0,0.0,0.0,0.0
24,Manchester City,122945,2021,2022,0.1,60.7,0.0,1.0,0.0
25,Manchester City,145473,2021,2022,0.0,33.0,0.0,2.0,0.0
0,Manchester United,97752,2021,2022,1.2,43.9,0.2,3.7,0.2
1,Manchester United,123761,2021,2022,2.5,52.8,1.1,3.3,0.3
2,Manchester United,125793,2021,2022,1.2,44.5,1.4,1.1,0.0
3,Manchester United,114397,2021,2022,1.0,48.0,0.0,2.2,0.2
4,Manchester United,38128,2021,2022,0.6,45.2,0.1,2.2,0.2
5,Manchester United,5583,2021,2022,0.9,29.3,0.0,0.5,0.0
6,Manchester United,346300,2021,2022,1.4,32.2,0.3,0.4,0.1
7,Manchester United,118244,2021,2022,2.0,46.2,1.5,1.6,0.2
8,Manchester United,413211,2021,2022,0.4,19.7,0.2,0.2,0.0
9,Manchester United,300299,2021,2022,0.4,15.7,0.0,0.2,0.0
10,Manchester United,100008,2021,2022,0.1,49.2,0.0,2.3,0.1
11,Manchester United,24328,2021,2022,0.5,15.3,0.0,0.5,0.0
12,Manchester United,367782,2021,2022,0.9,25.8,0.3,1.3,0.2
13,Manchester United,93206,2021,2022,0.2,52.3,0.0,3.6,0.0
14,Manchester United,336915,2021,2022,0.8,41.1,0.1,1.9,0.0
15,Manchester United,331924,2021,2022,0.7,46.9,0.4,0.9,0.0
16,Manchester United,437022,2021,2022,0.0,1.5,0.0,0.0,0.0
17,Manchester United,122366,2021,2022,0.0,10.3,0.0,0.0,0.1
18,Manchester United,302313,2021,2022,1.0,14.5,0.0,0.0,0.0
19,Manchester United,79554,2021,2022,0.0,20.7,0.0,3.1,0.0
20,Manchester United,275035,2021,2022,0.4,4.1,0.0,0.1,0.1
21,Manchester United,243814,2021,2022,0.0,21.3,0.0,0.8,0.0
22,Manchester United,416207,2021,2022,0.0,10.5,0.0,0.0,0.0
23,Manchester United,99487,2021,2022,0.1,52.1,0.0,4.0,0.0
24,Manchester United,109000,2021,2022,0.5,9.1,0.0,0.0,0.0
25,Manchester United,353418,2021,2022,0.7,40.0,0.6,3.0,0.0
26,Manchester United,25363,2021,2022,0.3,29.7,0.3,1.0,0.0
27,Manchester United,81726,2021,2022,0.0,20.3,0.0,0.3,0.0
28,Manchester United,410512,2021,2022,0.0,5.0,0.0,0.0,0.0
0,Tottenham,83532,2021,2022,1.4,23.6,0.2,1.8,0.3
1,Tottenham,355855,2021,2022,1.4,25.3,0.4,0.3,0.1
2,Tottenham,91909,2021,2022,2.1,29.0,1.2,0.5,0.1
3,Tottenham,92508,2021,2022,1.0,21.3,0.2,0.3,0.1
4,Tottenham,94042,2021,2022,1.0,30.1,0.4,0.9,0.3
5,Tottenham,303657,2021,2022,0.9,59.2,0.2,2.2,0.1
6,Tottenham,362275,2021,2022,1.2,30.8,1.0,0.9,0.0
7,Tottenham,101859,2021,2022,0.7,70.3,0.1,3.7,0.1
8,Tottenham,322611,2021,2022,0.9,21.5,0.5,0.4,0.0
9,Tottenham,103837,2021,2022,0.4,54.6,0.2,1.6,0.0
10,Tottenham,328512,2021,2022,0.9,36.6,0.6,0.6,0.0
11,Tottenham,143990,2021,2022,0.6,34.4,0.4,1.6,0.2
12,Tottenham,279425,2021,2022,0.3,6.6,0.0,0.0,0.0
13,Tottenham,321389,2021,2022,0.4,29.3,0.0,0.7,0.2
14,Tottenham,368519,2021,2022,0.2,6.2,0.2,0.0,0.0
15,Tottenham,323663,2021,2022,0.3,59.8,0.0,2.6,0.0
16,Tottenham,407154,2021,2022,0.0,1.0,0.0,0.0,0.0
17,Tottenham,322655,2021,2022,0.2,49.0,0.0,1.7,0.0
18,Tottenham,131519,2021,2022,0.2,21.8,0.1,0.4,0.0
19,Tottenham,117973,2021,2022,0.2,66.4,0.0,3.7,0.1
20,Tottenham,303908,2021,2022,0.6,16.7,0.2,0.7,0.0
21,Tottenham,25604,2021,2022,0.1,20.9,0.0,4.1,0.0
22,Tottenham,384063,2021,2022,0.2,31.5,0.2,0.8,0.0
23,Tottenham,302312,2021,2022,0.0,11.7,0.0,1.0,0.0
24,Tottenham,364215,2021,2022,0.4,46.9,0.1,1.1,0.1
0,Bayern Munich,4173,2009,2010,1.8,34.3,1.5,2.0,0.2
1,Bayern Munich,3467,2009,2010,0.6,12.1,0.5,0.2,0.0
2,Bayern Munich,5570,2009,2010,1.3,60.5,1.0,6.9,0.1
3,Bayern Munich,37099,2009,2010,1.7,28.5,0.5,1.0,0.1
4,Bayern Munich,9016,2009,2010,1.5,31.8,0.8,1.8,0.1
5,Bayern Munich,584,2009,2010,1.0,58.7,0.2,7.9,0.0
6,Bayern Munich,4567,2009,2010,1.2,71.7,0.7,9.5,0.2
7,Bayern Munich,17746,2009,2010,1.2,35.4,0.8,1.7,0.1
8,Bayern Munich,6255,2009,2010,0.5,15.7,0.2,0.4,0.0
9,Bayern Munich,29943,2009,2010,0.5,61.9,0.7,7.6,0.0
10,Bayern Munich,19789,2009,2010,1.3,13.0,0.0,0.3,0.7
11,Bayern Munich,70097,2009,2010,0.6,45.1,0.3,2.6,0.0
12,Bayern Munich,374,2009,2010,0.5,10.4,0.0,0.6,0.0
13,Bayern Munich,4801,2009,2010,0.1,35.0,0.0,4.7,0.0
14,Bayern Munich,6554,2009,2010,0.0,26.8,0.0,3.5,0.0
15,Bayern Munich,29247,2009,2010,0.0,26.0,0.0,1.0,0.0
16,Bayern Munich,2179,2009,2010,0.4,61.1,0.0,7.1,0.0
17,Bayern Munich,39722,2009,2010,0.3,42.7,1.3,3.3,0.0
18,Bayern Munich,18869,2009,2010,0.3,28.6,0.6,1.3,0.0
19,Bayern Munich,5474,2009,2010,0.5,22.1,0.5,2.1,0.0
20,Bayern Munich,256,2009,2010,0.0,26.2,0.0,8.0,0.0
21,Bayern Munich,18916,2009,2010,0.7,24.7,0.7,2.0,0.0
22,Bayern Munich,164,2009,2010,0.3,9.5,0.0,0.3,0.0
23,Bayern Munich,5840,2009,2010,0.2,57.0,0.0,6.3,0.0
24,Bayern Munich,6220,2009,2010,0.0,20.5,0.0,5.8,0.0
0,Bayer Leverkusen,9719,2009,2010,2.2,36.9,1.7,1.3,0.1
1,Bayer Leverkusen,31772,2009,2010,2.4,37.2,1.5,2.8,0.3
2,Bayer Leverkusen,8096,2009,2010,1.6,32.5,0.2,0.4,0.1
3,Bayer Leverkusen,25716,2009,2010,1.6,23.8,0.9,1.5,0.0
4,Bayer Leverkusen,26176,2009,2010,1.0,20.7,0.1,0.5,0.0
5,Bayer Leverkusen,25008,2009,2010,0.9,56.8,0.2,4.0,0.1
6,Bayer Leverkusen,76635,2009,2010,1.5,26.8,1.0,0.8,0.5
7,Bayer Leverkusen,8,2009,2010,0.3,54.5,0.0,7.2,0.0
8,Bayer Leverkusen,6427,2009,2010,0.6,39.2,0.1,2.9,0.0
9,Bayer Leverkusen,40942,2009,2010,0.5,44.2,0.0,2.8,0.1
10,Bayer Leverkusen,30993,2009,2010,0.6,45.8,0.6,3.9,0.0
11,Bayer Leverkusen,13423,2009,2010,0.8,45.0,0.3,3.0,0.0
12,Bayer Leverkusen,5627,2009,2010,0.2,41.9,0.0,3.6,0.0
13,Bayer Leverkusen,18315,2009,2010,0.6,34.2,0.4,1.2,0.0
14,Bayer Leverkusen,21082,2009,2010,0.0,6.0,0.0,0.0,0.0
15,Bayer Leverkusen,36383,2009,2010,0.0,27.7,0.0,5.7,0.0
16,Bayer Leverkusen,3119,2009,2010,0.2,14.2,0.2,0.4,0.0
17,Bayer Leverkusen,29940,2009,2010,0.5,20.5,0.3,0.9,0.1
18,Bayer Leverkusen,6673,2009,2010,0.1,6.4,0.0,0.3,0.0
19,Bayer Leverkusen,6670,2009,2010,0.2,7.5,0.0,0.2,0.0
20,Bayer Leverkusen,24090,2009,2010,0.0,29.1,0.0,8.0,0.0
21,Bayer Leverkusen,86174,2009,2010,0.0,3.0,0.0,0.0,0.0
22,Bayer Leverkusen,11622,2009,2010,0.0,4.2,0.0,0.0,0.0
23,Bayer Leverkusen,5493,2009,2010,0.1,5.3,0.0,0.5,0.0
0,Borussia Dortmund,14176,2009,2010,2.5,55.2,1.5,5.8,0.3
1,Borussia Dortmund,1518,2009,2010,1.4,27.8,0.6,1.5,0.1
2,Borussia Dortmund,21988,2009,2010,1.2,25.3,1.1,0.7,0.0
3,Borussia Dortmund,20055,2009,2010,1.3,21.1,0.1,0.7,0.1
4,Borussia Dortmund,31005,2009,2010,0.7,19.2,0.2,0.5,0.1
5,Borussia Dortmund,9014,2009,2010,0.9,46.6,0.6,3.2,0.1
6,Borussia Dortmund,5626,2009,2010,0.6,18.0,0.2,0.5,0.0
7,Borussia Dortmund,1430,2009,2010,0.2,26.9,0.5,3.1,0.0
8,Borussia Dortmund,43364,2009,2010,0.9,37.5,1.0,2.3,0.0
9,Borussia Dortmund,21541,2009,2010,0.4,41.8,0.1,4.5,0.1
10,Borussia Dortmund,22589,2009,2010,0.7,37.2,0.1,2.4,0.0
11,Borussia Dortmund,74789,2009,2010,0.5,17.5,0.3,0.0,0.0
12,Borussia Dortmund,14601,2009,2010,0.2,4.7,0.0,0.2,0.0
13,Borussia Dortmund,28839,2009,2010,0.1,26.2,0.0,2.6,0.0
14,Borussia Dortmund,77436,2009,2010,0.0,7.5,0.0,0.0,0.0
15,Borussia Dortmund,5760,2009,2010,0.0,16.6,0.0,5.0,0.0
16,Borussia Dortmund,82699,2009,2010,0.3,4.3,0.0,0.7,0.0
17,Borussia Dortmund,80382,2009,2010,0.0,4.8,0.0,0.0,0.0
18,Borussia Dortmund,5759,2009,2010,0.1,4.7,0.4,0.2,0.0
19,Borussia Dortmund,25482,2009,2010,0.1,42.1,0.1,4.4,0.0
20,Borussia Dortmund,12475,2009,2010,0.9,37.3,0.0,2.0,0.0
21,Borussia Dortmund,5490,2009,2010,0.0,22.6,0.0,6.7,0.0
22,Borussia Dortmund,842,2009,2010,0.3,43.3,0.0,1.7,0.2
23,Borussia Dortmund,6401,2009,2010,1.3,27.0,0.9,2.3,0.1
24,Borussia Dortmund,14179,2009,2010,0.0,0.0,0.0,0.0,0.0
0,Eintracht Frankfurt,6540,2009,2010,1.8,40.3,2.1,2.3,0.1
1,Eintracht Frankfurt,5486,2009,2010,0.8,42.0,0.1,2.9,0.1
2,Eintracht Frankfurt,6268,2009,2010,1.2,27.1,0.9,1.0,0.2
3,Eintracht Frankfurt,25869,2009,2010,0.8,17.4,0.3,0.3,0.1
4,Eintracht Frankfurt,4681,2009,2010,0.4,50.3,0.0,5.1,0.0
5,Eintracht Frankfurt,5533,2009,2010,1.4,25.1,0.4,0.4,0.0
6,Eintracht Frankfurt,13753,2009,2010,0.2,38.6,0.1,3.7,0.1
7,Eintracht Frankfurt,12392,2009,2010,0.7,21.1,0.1,1.2,0.1
8,Eintracht Frankfurt,14182,2009,2010,0.7,49.6,0.2,3.3,0.0
9,Eintracht Frankfurt,4423,2009,2010,0.5,29.6,0.3,1.4,0.0
10,Eintracht Frankfurt,28553,2009,2010,0.6,24.8,0.3,1.2,0.1
11,Eintracht Frankfurt,12356,2009,2010,0.8,27.2,1.2,0.8,0.2
12,Eintracht Frankfurt,9680,2009,2010,0.1,33.0,0.0,5.1,0.0
13,Eintracht Frankfurt,77438,2009,2010,1.0,6.0,0.0,0.0,0.0
14,Eintracht Frankfurt,1350,2009,2010,0.0,6.7,0.0,0.7,0.0
15,Eintracht Frankfurt,7043,2009,2010,0.6,44.4,0.6,2.7,0.0
16,Eintracht Frankfurt,4212,2009,2010,0.5,24.0,0.3,0.3,0.0
17,Eintracht Frankfurt,7551,2009,2010,0.0,8.0,0.0,2.0,0.0
18,Eintracht Frankfurt,33133,2009,2010,0.0,0.5,0.0,0.0,0.0
19,Eintracht Frankfurt,2911,2009,2010,0.1,32.9,0.1,2.5,0.0
20,Eintracht Frankfurt,21653,2009,2010,0.3,10.0,0.3,0.3,0.0
21,Eintracht Frankfurt,81975,2009,2010,0.0,1.0,0.0,0.0,0.0
22,Eintracht Frankfurt,77437,2009,2010,0.0,3.0,0.0,0.0,0.0
23,Eintracht Frankfurt,29624,2009,2010,0.2,6.6,0.1,0.2,0.0
24,Eintracht Frankfurt,36436,2009,2010,0.5,9.0,1.0,2.5,0.0
25,Eintracht Frankfurt,5475,2009,2010,0.0,26.4,0.0,9.2,0.0
26,Eintracht Frankfurt,23592,2009,2010,0.0,26.3,0.0,7.0,0.0
27,Eintracht Frankfurt,23523,2009,2010,0.3,40.3,0.0,3.7,0.0
28,Eintracht Frankfurt,71852,2009,2010,0.4,38.6,0.5,1.6,0.0
29,Eintracht Frankfurt,2258,2009,2010,0.4,33.4,0.3,2.6,0.1
0,Wolfsburg,6099,2009,2010,3.3,51.1,2.5,5.7,0.5
1,Wolfsburg,11269,2009,2010,1.7,40.5,0.9,3.3,0.3
2,Wolfsburg,24845,2009,2010,1.1,19.5,0.2,1.1,0.1
3,Wolfsburg,5498,2009,2010,1.0,50.5,0.7,6.0,0.1
4,Wolfsburg,16954,2009,2010,0.7,28.5,0.4,1.5,0.1
5,Wolfsburg,10154,2009,2010,1.2,39.8,1.2,1.8,0.0
6,Wolfsburg,15104,2009,2010,0.9,18.6,0.1,0.4,0.2
7,Wolfsburg,21460,2009,2010,1.4,22.1,0.9,1.4,0.1
8,Wolfsburg,28800,2009,2010,0.3,26.3,0.3,1.4,0.0
9,Wolfsburg,66696,2009,2010,0.0,0.8,0.0,0.0,0.0
10,Wolfsburg,5630,2009,2010,0.2,41.2,0.0,6.7,0.0
11,Wolfsburg,4550,2009,2010,0.0,22.5,0.0,7.6,0.0
12,Wolfsburg,6075,2009,2010,0.0,36.7,0.0,4.3,0.0
13,Wolfsburg,10249,2009,2010,0.5,13.8,0.3,0.7,0.0
14,Wolfsburg,2796,2009,2010,0.0,2.0,0.0,0.0,0.0
15,Wolfsburg,5763,2009,2010,0.0,3.0,0.0,0.0,0.0
16,Wolfsburg,10714,2009,2010,0.0,22.3,0.0,6.3,0.0
17,Wolfsburg,30577,2009,2010,0.3,22.7,0.3,0.7,0.1
18,Wolfsburg,30153,2009,2010,0.0,25.8,0.0,3.0,0.0
19,Wolfsburg,14173,2009,2010,0.0,16.0,0.0,1.1,0.0
20,Wolfsburg,16315,2009,2010,0.3,44.1,0.0,4.0,0.0
21,Wolfsburg,36152,2009,2010,0.0,21.4,0.0,7.2,0.0
22,Wolfsburg,5252,2009,2010,0.4,13.1,0.1,0.3,0.1
23,Wolfsburg,10110,2009,2010,0.5,36.9,0.1,5.5,0.0
24,Wolfsburg,758,2009,2010,0.5,8.5,0.5,0.5,0.0
25,Wolfsburg,3667,2009,2010,0.3,10.8,0.0,0.4,0.0
0,Bayern Munich,9016,2010,2011,2.2,29.3,1.9,1.7,0.1
1,Bayern Munich,37099,2010,2011,1.6,29.0,0.5,1.4,0.2
2,Bayern Munich,4173,2010,2011,2.7,29.0,2.3,1.1,0.4
3,Bayern Munich,4567,2010,2011,1.3,66.4,0.3,8.3,0.2
4,Bayern Munich,17746,2010,2011,0.6,39.6,0.8,2.6,0.0
5,Bayern Munich,31772,2010,2011,1.4,34.8,0.9,3.6,0.0
6,Bayern Munich,5474,2010,2011,0.9,21.4,0.9,0.8,0.0
7,Bayern Munich,6255,2010,2011,0.8,14.3,0.1,0.4,0.0
8,Bayern Munich,5570,2010,2011,0.7,59.7,0.6,6.8,0.0
9,Bayern Munich,6554,2010,2011,0.3,37.4,0.2,3.9,0.0
10,Bayern Munich,2179,2010,2011,0.2,55.9,0.0,5.8,0.0
11,Bayern Munich,374,2010,2011,0.4,10.0,0.0,0.6,0.0
12,Bayern Munich,4801,2010,2011,0.3,51.2,0.0,5.3,0.0
13,Bayern Munich,29247,2010,2011,0.2,43.3,0.0,4.8,0.0
14,Bayern Munich,39722,2010,2011,0.0,5.5,0.5,0.0,0.0
15,Bayern Munich,70097,2010,2011,0.4,36.1,0.5,2.9,0.0
16,Bayern Munich,18869,2010,2011,0.3,19.7,0.3,1.0,0.0
17,Bayern Munich,29943,2010,2011,0.4,58.0,0.3,7.3,0.0
18,Bayern Munich,3467,2010,2011,0.7,9.7,0.0,0.0,0.0
19,Bayern Munich,256,2010,2011,0.0,29.1,0.0,9.0,0.0
20,Bayern Munich,43369,2010,2011,0.2,39.1,0.1,3.4,0.1
21,Bayern Munich,584,2010,2011,0.7,69.6,0.2,10.0,0.2
22,Bayern Munich,5840,2010,2011,0.3,44.5,0.0,4.3,0.3
23,Bayern Munich,35931,2010,2011,0.0,30.8,0.0,6.8,0.0
0,Bayer Leverkusen,25008,2010,2011,2.0,57.3,0.8,4.5,0.1
1,Bayer Leverkusen,13423,2010,2011,1.3,40.9,1.0,2.5,0.3
2,Bayer Leverkusen,26176,2010,2011,0.8,16.9,0.1,0.4,0.1
3,Bayer Leverkusen,29742,2010,2011,1.3,27.2,0.6,0.9,0.0
4,Bayer Leverkusen,6427,2010,2011,0.9,38.8,0.1,2.3,0.1
5,Bayer Leverkusen,72595,2010,2011,0.3,7.3,0.2,0.2,0.0
6,Bayer Leverkusen,25716,2010,2011,1.9,39.6,1.1,2.1,0.1
7,Bayer Leverkusen,8096,2010,2011,0.7,17.9,0.0,0.5,0.0
8,Bayer Leverkusen,40942,2010,2011,0.2,48.9,0.0,4.8,0.0
9,Bayer Leverkusen,9719,2010,2011,1.3,25.1,0.9,1.0,0.2
10,Bayer Leverkusen,29940,2010,2011,0.3,21.2,0.1,1.1,0.0
11,Bayer Leverkusen,255,2010,2011,0.8,39.4,0.1,3.4,0.1
12,Bayer Leverkusen,18315,2010,2011,0.5,43.1,0.7,1.9,0.0
13,Bayer Leverkusen,6670,2010,2011,0.5,17.5,0.1,0.5,0.0
14,Bayer Leverkusen,30993,2010,2011,0.8,47.1,0.8,4.2,0.0
15,Bayer Leverkusen,29239,2010,2011,0.0,14.0,0.0,2.0,0.0
16,Bayer Leverkusen,36383,2010,2011,0.0,29.5,0.0,6.5,0.0
17,Bayer Leverkusen,2989,2010,2011,0.3,16.0,0.1,0.6,0.0
18,Bayer Leverkusen,5627,2010,2011,0.1,30.9,0.0,2.6,0.0
19,Bayer Leverkusen,24090,2010,2011,0.0,29.0,0.0,8.1,0.0
20,Bayer Leverkusen,8,2010,2011,0.1,46.4,0.0,6.2,0.0
0,Borussia Dortmund,80382,2010,2011,2.5,33.4,1.1,0.9,0.2
1,Borussia Dortmund,14176,2010,2011,3.5,59.3,2.6,5.5,0.3
2,Borussia Dortmund,31005,2010,2011,1.1,22.4,0.1,0.9,0.1
3,Borussia Dortmund,11090,2010,2011,0.9,32.0,0.6,1.1,0.0
4,Borussia Dortmund,6587,2010,2011,0.6,26.8,0.4,2.0,0.1
5,Borussia Dortmund,21988,2010,2011,0.6,18.0,0.6,0.6,0.0
6,Borussia Dortmund,20055,2010,2011,0.8,17.8,0.2,0.6,0.0
7,Borussia Dortmund,43364,2010,2011,0.8,38.3,1.0,1.9,0.0
8,Borussia Dortmund,22589,2010,2011,0.5,38.1,0.1,2.8,0.1
9,Borussia Dortmund,21541,2010,2011,0.3,48.4,0.0,5.0,0.0
10,Borussia Dortmund,9014,2010,2011,0.3,37.2,0.2,2.7,0.0
11,Borussia Dortmund,29400,2010,2011,0.6,14.0,0.2,0.4,0.1
12,Borussia Dortmund,842,2010,2011,0.3,21.8,0.0,1.5,0.2
13,Borussia Dortmund,42862,2010,2011,1.2,28.7,0.3,1.4,0.2
14,Borussia Dortmund,14601,2010,2011,0.0,2.0,1.0,1.0,0.0
15,Borussia Dortmund,28839,2010,2011,0.2,26.8,0.0,1.8,0.0
16,Borussia Dortmund,1430,2010,2011,0.0,5.5,0.0,0.8,0.0
17,Borussia Dortmund,82699,2010,2011,0.5,3.3,0.0,0.3,0.0
18,Borussia Dortmund,5759,2010,2011,0.2,1.8,0.2,0.2,0.0
19,Borussia Dortmund,34595,2010,2011,0.0,24.0,0.0,10.0,0.0
20,Borussia Dortmund,1518,2010,2011,0.5,4.8,0.1,0.1,0.0
21,Borussia Dortmund,25482,2010,2011,0.2,49.3,0.1,6.3,0.0
22,Borussia Dortmund,5490,2010,2011,0.0,25.2,0.0,7.4,0.0
0,Eintracht Frankfurt,6540,2010,2011,1.1,33.9,0.8,1.8,0.1
1,Eintracht Frankfurt,14182,2010,2011,0.7,51.5,0.3,2.4,0.3
2,Eintracht Frankfurt,5486,2010,2011,0.6,32.0,0.0,1.9,0.0
3,Eintracht Frankfurt,24886,2010,2011,1.8,37.6,2.0,3.4,0.0
4,Eintracht Frankfurt,5533,2010,2011,0.6,23.9,0.4,0.9,0.0
5,Eintracht Frankfurt,71852,2010,2011,0.7,47.5,0.6,2.8,0.0
6,Eintracht Frankfurt,11622,2010,2011,0.6,12.9,0.0,0.3,0.0
7,Eintracht Frankfurt,6268,2010,2011,1.3,35.9,0.8,2.2,0.0
8,Eintracht Frankfurt,4681,2010,2011,0.3,36.0,0.0,2.1,0.0
9,Eintracht Frankfurt,4212,2010,2011,0.6,11.9,0.1,0.4,0.0
10,Eintracht Frankfurt,13753,2010,2011,0.3,39.3,0.0,2.7,0.0
11,Eintracht Frankfurt,29624,2010,2011,0.4,7.8,0.0,0.4,0.0
12,Eintracht Frankfurt,9680,2010,2011,0.1,18.2,0.0,2.6,0.0
13,Eintracht Frankfurt,28553,2010,2011,0.2,23.0,0.1,1.6,0.0
14,Eintracht Frankfurt,101378,2010,2011,0.0,55.0,0.0,3.0,0.0
15,Eintracht Frankfurt,93961,2010,2011,0.0,46.0,0.0,4.0,0.0
16,Eintracht Frankfurt,2911,2010,2011,0.3,37.3,0.2,3.7,0.0
17,Eintracht Frankfurt,21653,2010,2011,0.5,10.6,0.4,0.1,0.0
18,Eintracht Frankfurt,81975,2010,2011,0.0,0.0,0.0,0.0,0.0
19,Eintracht Frankfurt,12356,2010,2011,0.3,6.8,0.3,0.0,0.0
20,Eintracht Frankfurt,36436,2010,2011,1.0,38.0,2.0,4.0,0.0
21,Eintracht Frankfurt,5475,2010,2011,0.1,35.1,0.0,10.6,0.0
22,Eintracht Frankfurt,23592,2010,2011,0.1,32.1,0.0,8.7,0.0
23,Eintracht Frankfurt,23523,2010,2011,0.1,20.4,0.0,1.5,0.0
24,Eintracht Frankfurt,65581,2010,2011,0.4,34.6,0.1,2.3,0.0
25,Eintracht Frankfurt,90966,2010,2011,0.0,8.3,0.3,0.5,0.0
26,Eintracht Frankfurt,25869,2010,2011,0.5,7.0,1.0,0.0,0.0
0,Wolfsburg,7417,2010,2011,2.9,40.5,1.9,2.9,0.4
1,Wolfsburg,10154,2010,2011,1.2,38.8,1.7,2.4,0.0
2,Wolfsburg,24088,2010,2011,1.0,19.2,0.2,0.4,0.1
3,Wolfsburg,15104,2010,2011,0.8,14.4,0.3,0.4,0.1
4,Wolfsburg,28800,2010,2011,0.5,32.9,0.8,1.3,0.0
5,Wolfsburg,5498,2010,2011,0.8,37.5,0.5,4.2,0.1
6,Wolfsburg,6075,2010,2011,0.1,36.8,0.0,2.9,0.1
7,Wolfsburg,10249,2010,2011,0.4,15.9,0.3,0.5,0.0
8,Wolfsburg,20753,2010,2011,0.7,26.0,0.3,1.7,0.1
9,Wolfsburg,24845,2010,2011,0.8,21.2,0.4,1.1,0.1
10,Wolfsburg,86497,2010,2011,0.3,13.9,0.1,0.6,0.1
11,Wolfsburg,16954,2010,2011,0.3,29.6,0.3,1.7,0.1
12,Wolfsburg,10180,2010,2011,0.8,19.5,0.3,1.5,0.0
13,Wolfsburg,6099,2010,2011,3.0,15.0,1.0,0.0,0.0
14,Wolfsburg,5630,2010,2011,0.0,14.1,0.0,1.5,0.0
15,Wolfsburg,4550,2010,2011,0.0,35.0,0.0,9.0,0.0
16,Wolfsburg,3725,2010,2011,0.1,42.8,0.0,4.5,0.1
17,Wolfsburg,10714,2010,2011,0.0,26.7,0.0,9.2,0.0
