,Team,player_number,Year_start,Year_end,key_passes_per_game,passes_per_game,crosses_per_game,long_ball_per_game,through_balls_per_game
0,Arsenal,8040,2009,2010,3.5,66.1,1.1,4.2,1.0
1,Arsenal,4564,2009,2010,2.6,27.4,0.9,0.6,0.8
2,Arsenal,13819,2009,2010,0.8,22.0,0.2,0.5,0.1
3,Arsenal,7412,2009,2010,1.2,15.3,0.0,0.2,0.1
4,Arsenal,13298,2009,2010,2.0,44.7,1.1,1.8,0.4
5,Arsenal,845,2009,2010,1.1,29.6,0.3,0.7,0.2
6,Arsenal,26820,2009,2010,0.8,34.8,0.1,2.4,0.1
7,Arsenal,19471,2009,2010,0.8,45.9,0.9,1.1,0.0
8,Arsenal,8039,2009,2010,1.0,29.8,0.2,1.1,0.2
9,Arsenal,18214,2009,2010,1.2,53.3,0.1,1.4,0.3
10,Arsenal,13796,2009,2010,1.0,14.6,0.8,0.2,0.2
11,Arsenal,10599,2009,2010,0.9,57.2,0.0,3.1,0.4
12,Arsenal,4599,2009,2010,1.3,29.3,0.5,0.8,0.4
13,Arsenal,22649,2009,2010,0.6,63.0,0.2,3.4,0.1
14,Arsenal,6042,2009,2010,0.5,49.0,0.5,2.4,0.0
15,Arsenal,8041,2009,2010,0.0,27.5,0.0,6.4,0.0
16,Arsenal,10209,2009,2010,0.2,34.3,0.0,2.7,0.0
17,Arsenal,24366,2009,2010,0.3,49.8,0.1,1.9,0.0
18,Arsenal,25165,2009,2010,0.5,9.1,0.1,0.3,0.0
19,Arsenal,82231,2009,2010,0.5,26.0,0.0,0.8,0.0
20,Arsenal,32860,2009,2010,0.3,11.8,0.0,0.3,0.0
21,Arsenal,32858,2009,2010,1.0,16.0,1.0,2.0,0.0
22,Arsenal,42686,2009,2010,0.0,2.0,0.0,0.0,0.0
23,Arsenal,11680,2009,2010,0.0,19.0,0.0,4.0,0.0
24,Arsenal,27550,2009,2010,0.3,55.0,0.7,1.3,0.0
25,Arsenal,20973,2009,2010,0.0,26.0,0.0,5.3,0.0
26,Arsenal,523,2009,2010,0.3,36.9,0.0,3.3,0.0
27,Arsenal,958,2009,2010,0.2,34.6,0.0,2.2,0.0
28,Arsenal,21682,2009,2010,0.0,25.6,0.0,8.6,0.0
29,Arsenal,1554,2009,2010,0.1,39.3,0.0,2.0,0.0
0,Chelsea,48,2009,2010,3.2,53.4,1.6,3.9,0.6
1,Chelsea,4384,2009,2010,1.8,20.0,0.7,0.8,0.2
2,Chelsea,1563,2009,2010,2.5,41.2,1.8,2.2,0.2
3,Chelsea,527,2009,2010,1.8,31.4,0.6,1.0,0.1
4,Chelsea,15338,2009,2010,1.1,35.8,0.7,1.9,0.0
5,Chelsea,487,2009,2010,1.1,26.3,0.6,0.5,0.2
6,Chelsea,255,2009,2010,1.0,50.8,0.5,5.2,0.2
7,Chelsea,342,2009,2010,1.1,38.4,0.4,1.6,0.1
8,Chelsea,8028,2009,2010,1.4,15.5,0.2,0.3,0.2
9,Chelsea,2351,2009,2010,2.2,48.3,0.9,2.7,0.3
10,Chelsea,70,2009,2010,0.3,51.5,0.0,3.0,0.0
11,Chelsea,7252,2009,2010,1.4,30.1,0.8,0.5,0.0
12,Chelsea,10685,2009,2010,1.6,40.0,0.5,2.3,0.3
13,Chelsea,3574,2009,2010,1.4,24.3,0.3,2.0,0.2
14,Chelsea,15464,2009,2010,0.7,53.1,0.1,4.8,0.1
15,Chelsea,6775,2009,2010,0.2,25.3,0.0,7.5,0.0
16,Chelsea,6666,2009,2010,0.5,48.6,0.2,3.2,0.0
17,Chelsea,27551,2009,2010,0.5,6.5,0.5,0.0,0.0
18,Chelsea,10132,2009,2010,0.2,37.3,0.0,2.7,0.1
19,Chelsea,179,2009,2010,0.0,5.0,0.0,0.0,0.0
20,Chelsea,23736,2009,2010,0.2,5.9,0.1,0.3,0.0
21,Chelsea,80882,2009,2010,0.3,4.5,0.3,0.0,0.0
22,Chelsea,70291,2009,2010,1.0,15.0,0.0,0.0,0.0
23,Chelsea,14115,2009,2010,0.0,17.3,0.0,5.0,0.0
24,Chelsea,80881,2009,2010,0.0,14.0,0.0,0.5,0.0
25,Chelsea,1832,2009,2010,0.9,66.6,0.2,4.5,0.1
26,Chelsea,38128,2009,2010,0.0,19.5,0.0,0.0,0.0
27,Chelsea,78221,2009,2010,0.5,9.0,0.5,0.0,0.0
28,Chelsea,7010,2009,2010,1.1,34.5,0.4,1.6,0.0
29,Chelsea,10874,2009,2010,0.0,21.5,0.0,6.0,0.0
0,Liverpool,17,2009,2010,2.4,51.6,1.8,4.3,0.2
1,Liverpool,9989,2009,2010,0.7,31.2,0.2,2.0,0.1
2,Liverpool,26817,2009,2010,1.1,41.2,0.7,1.4,0.0
3,Liverpool,4490,2009,2010,1.6,27.2,0.2,0.6,0.2
4,Liverpool,4958,2009,2010,1.2,23.0,1.1,0.6,0.2
5,Liverpool,7516,2009,2010,1.6,42.1,0.4,0.9,0.1
6,Liverpool,4056,2009,2010,1.0,17.2,0.2,0.3,0.1
7,Liverpool,4574,2009,2010,1.4,45.4,1.1,2.5,0.1
8,Liverpool,4445,2009,2010,1.4,36.2,0.2,1.4,0.3
9,Liverpool,31451,2009,2010,1.0,52.3,0.2,3.8,0.1
10,Liverpool,5035,2009,2010,1.0,13.5,0.3,0.6,0.1
11,Liverpool,2940,2009,2010,0.8,22.5,1.1,1.9,0.0
12,Liverpool,2987,2009,2010,0.0,27.2,0.0,7.5,0.0
13,Liverpool,12158,2009,2010,0.7,14.0,0.2,0.4,0.0
14,Liverpool,6175,2009,2010,0.0,12.0,0.5,0.5,0.0
15,Liverpool,7398,2009,2010,0.2,44.1,0.0,4.8,0.0
16,Liverpool,78559,2009,2010,0.0,21.6,0.0,1.8,0.0
17,Liverpool,67296,2009,2010,0.3,8.0,0.0,0.5,0.0
18,Liverpool,24457,2009,2010,0.6,12.6,0.1,0.0,0.0
19,Liverpool,86594,2009,2010,1.0,2.0,0.0,0.0,0.0
20,Liverpool,1329,2009,2010,0.2,47.4,0.2,5.2,0.0
21,Liverpool,7415,2009,2010,0.8,62.2,0.1,7.2,0.0
22,Liverpool,44068,2009,2010,0.3,18.0,0.0,1.7,0.0
23,Liverpool,44687,2009,2010,0.0,12.0,0.0,0.0,0.0
24,Liverpool,19840,2009,2010,0.1,35.9,0.1,3.7,0.0
25,Liverpool,23167,2009,2010,0.3,9.3,0.0,0.3,0.0
26,Liverpool,67483,2009,2010,0.0,11.0,0.0,0.0,0.0
27,Liverpool,5450,2009,2010,0.9,21.4,0.6,0.1,0.0
28,Liverpool,3061,2009,2010,0.1,44.4,0.0,4.6,0.1
29,Liverpool,23244,2009,2010,0.0,1.0,0.0,0.0,0.0
0,Manchester City,1982,2009,2010,1.6,28.6,1.0,0.8,0.2
1,Manchester City,14167,2009,2010,1.5,31.9,0.2,2.3,0.4
2,Manchester City,188,2009,2010,1.5,52.1,0.8,4.1,0.1
3,Manchester City,2703,2009,2010,1.1,17.1,0.5,0.8,0.0
4,Manchester City,14269,2009,2010,2.1,26.5,1.3,1.5,0.1
5,Manchester City,6363,2009,2010,1.4,31.4,0.1,1.1,0.0
6,Manchester City,2910,2009,2010,1.3,24.8,1.1,2.3,0.1
7,Manchester City,14247,2009,2010,0.6,23.1,0.1,1.0,0.2
8,Manchester City,14169,2009,2010,1.0,31.8,0.1,2.1,0.4
9,Manchester City,3987,2009,2010,1.0,16.0,0.0,0.0,0.0
10,Manchester City,8137,2009,2010,0.2,35.4,0.1,2.1,0.0
11,Manchester City,14168,2009,2010,0.3,24.8,0.1,0.7,0.0
12,Manchester City,11669,2009,2010,0.3,23.8,0.0,1.1,0.0
13,Manchester City,14244,2009,2010,0.6,39.0,0.6,2.4,0.0
14,Manchester City,341,2009,2010,1.2,41.5,0.0,3.7,0.3
15,Manchester City,10136,2009,2010,0.3,38.8,0.0,3.9,0.0
16,Manchester City,83211,2009,2010,0.0,6.0,0.0,1.0,0.0
17,Manchester City,85465,2009,2010,1.0,4.0,0.0,0.0,0.0
18,Manchester City,83032,2009,2010,0.0,13.0,0.0,0.7,0.0
19,Manchester City,83394,2009,2010,0.0,2.0,0.0,0.0,0.0
20,Manchester City,43073,2009,2010,0.0,9.0,0.0,1.0,0.0
21,Manchester City,6210,2009,2010,0.1,42.7,0.4,2.4,0.0
22,Manchester City,3817,2009,2010,0.2,37.5,0.0,3.2,0.0
23,Manchester City,31212,2009,2010,0.0,26.3,0.0,5.3,0.0
24,Manchester City,22606,2009,2010,0.0,3.0,0.0,0.0,0.0
25,Manchester City,4608,2009,2010,0.4,40.3,0.0,3.7,0.0
26,Manchester City,831,2009,2010,0.0,37.0,0.0,1.5,0.0
27,Manchester City,954,2009,2010,0.4,15.9,0.1,0.5,0.0
28,Manchester City,1034,2009,2010,0.0,29.7,0.0,8.2,0.0
29,Manchester City,130,2009,2010,0.3,34.1,0.3,0.8,0.0
30,Manchester City,836,2009,2010,0.3,41.9,0.0,3.3,0.0
0,Manchester United,77,2009,2010,2.7,36.0,2.8,2.0,0.4
1,Manchester United,18296,2009,2010,2.6,33.1,2.1,0.7,0.2
2,Manchester United,19104,2009,2010,2.2,28.5,1.7,0.5,0.4
3,Manchester United,2213,2009,2010,1.6,28.0,0.2,0.7,0.6
4,Manchester United,5835,2009,2010,1.5,57.5,0.5,3.5,0.3
5,Manchester United,6410,2009,2010,0.9,43.2,0.5,1.2,0.1
6,Manchester United,11,2009,2010,0.9,57.7,0.0,6.7,0.2
7,Manchester United,3859,2009,2010,1.8,40.1,0.6,2.8,0.4
8,Manchester United,21723,2009,2010,0.9,41.7,0.2,2.4,0.4
9,Manchester United,30395,2009,2010,0.8,26.0,0.3,1.2,0.3
10,Manchester United,2115,2009,2010,1.1,50.8,0.1,4.5,0.1
11,Manchester United,71330,2009,2010,0.4,7.8,0.0,0.2,0.0
12,Manchester United,119,2009,2010,0.8,46.8,1.1,2.8,0.1
13,Manchester United,3203,2009,2010,1.0,25.5,0.2,0.3,0.1
14,Manchester United,3841,2009,2010,0.3,41.5,0.3,1.8,0.0
15,Manchester United,4092,2009,2010,0.8,46.0,0.8,2.0,0.1
16,Manchester United,11530,2009,2010,0.0,22.7,0.0,5.3,0.0
17,Manchester United,39308,2009,2010,0.2,9.8,0.0,0.0,0.0
18,Manchester United,3101,2009,2010,0.1,27.8,0.0,8.2,0.0
19,Manchester United,44031,2009,2010,0.2,16.4,0.4,0.4,0.0
20,Manchester United,22818,2009,2010,0.3,11.9,0.1,0.1,0.0
21,Manchester United,22079,2009,2010,0.2,46.8,0.0,3.4,0.1
22,Manchester United,26013,2009,2010,0.0,4.0,0.2,0.4,0.0
23,Manchester United,7,2009,2010,0.5,11.3,0.0,0.2,0.2
24,Manchester United,9685,2009,2010,0.1,50.4,0.0,3.8,0.0
25,Manchester United,553,2009,2010,0.0,1.0,0.0,0.0,0.0
26,Manchester United,928,2009,2010,0.1,47.1,0.1,4.2,0.0
27,Manchester United,31856,2009,2010,0.5,51.5,0.0,1.0,0.0
28,Manchester United,7884,2009,2010,0.0,22.3,0.0,4.8,0.0
29,Manchester United,1019,2009,2010,0.3,42.5,0.1,3.2,0.0
0,Tottenham,5625,2009,2010,1.9,25.6,1.4,0.7,0.0
1,Tottenham,7411,2009,2010,2.1,33.9,1.4,3.1,0.1
2,Tottenham,3807,2009,2010,1.4,25.9,0.0,0.3,0.1
3,Tottenham,13812,2009,2010,1.7,26.4,1.6,1.5,0.0
4,Tottenham,2837,2009,2010,1.1,12.8,0.1,0.6,0.1
5,Tottenham,20874,2009,2010,1.8,41.4,0.2,2.9,0.3
6,Tottenham,8194,2009,2010,1.6,52.3,0.5,8.9,0.2
7,Tottenham,11580,2009,2010,1.1,47.0,0.9,4.3,0.0
8,Tottenham,3837,2009,2010,0.7,29.1,0.1,3.4,0.2
9,Tottenham,88,2009,2010,1.1,18.4,0.4,0.8,0.2
10,Tottenham,7336,2009,2010,0.6,13.4,0.0,1.0,0.1
11,Tottenham,22040,2009,2010,0.8,42.7,0.6,3.0,0.1
12,Tottenham,6162,2009,2010,2.0,26.1,2.1,1.7,0.1
13,Tottenham,31549,2009,2010,0.8,40.9,0.1,4.7,0.2
14,Tottenham,6434,2009,2010,0.3,13.9,0.3,0.1,0.0
15,Tottenham,8180,2009,2010,1.0,33.0,0.0,14.0,0.0
16,Tottenham,2813,2009,2010,0.1,24.6,0.0,6.9,0.0
17,Tottenham,24711,2009,2010,0.0,7.0,0.0,0.0,0.0
18,Tottenham,23,2009,2010,0.4,12.3,0.2,0.4,0.0
19,Tottenham,28112,2009,2010,0.0,4.0,0.0,0.0,0.0
20,Tottenham,10133,2009,2010,0.0,24.1,0.0,8.8,0.0
21,Tottenham,36849,2009,2010,0.0,1.0,0.0,0.0,0.0
22,Tottenham,14171,2009,2010,0.0,4.5,0.0,1.0,0.0
23,Tottenham,112,2009,2010,0.7,17.7,0.0,1.7,0.0
24,Tottenham,34131,2009,2010,0.0,0.0,0.0,0.0,0.0
25,Tottenham,69778,2009,2010,1.5,27.0,0.0,1.5,0.0
26,Tottenham,562,2009,2010,0.2,26.9,0.0,2.1,0.0
27,Tottenham,4905,2009,2010,0.3,36.9,0.1,6.6,0.0
28,Tottenham,19247,2009,2010,0.2,31.8,0.0,2.1,0.0
29,Tottenham,14805,2009,2010,0.7,33.7,0.4,3.0,0.0
0,Arsenal,4599,2010,2011,1.5,27.5,0.9,0.7,0.4
1,Arsenal,8040,2010,2011,2.9,63.9,0.4,3.1,1.5
2,Arsenal,4564,2010,2011,1.8,25.8,0.7,0.7,0.2
3,Arsenal,13796,2010,2011,0.8,16.1,0.4,0.1,0.1
4,Arsenal,6236,2010,2011,1.4,24.9,0.0,0.2,0.0
5,Arsenal,19471,2010,2011,0.7,54.8,1.0,1.6,0.0
6,Arsenal,42686,2010,2011,1.7,54.4,0.3,3.1,0.3
7,Arsenal,18214,2010,2011,0.8,41.8,0.1,0.8,0.1
8,Arsenal,10599,2010,2011,1.1,60.9,0.1,2.0,0.2
9,Arsenal,6042,2010,2011,0.6,54.1,0.5,1.9,0.0
10,Arsenal,20973,2010,2011,0.1,22.6,0.0,5.1,0.0
11,Arsenal,13819,2010,2011,0.4,13.6,0.2,0.6,0.1
12,Arsenal,13298,2010,2011,2.0,48.9,0.7,1.2,0.3
13,Arsenal,10209,2010,2011,0.2,47.8,0.0,2.2,0.0
14,Arsenal,845,2010,2011,1.3,30.9,0.4,0.8,0.5
15,Arsenal,26820,2010,2011,0.9,42.9,0.6,3.0,0.1
16,Arsenal,25165,2010,2011,0.3,11.3,0.0,0.3,0.0
17,Arsenal,22649,2010,2011,0.1,40.8,0.0,1.9,0.0
18,Arsenal,8039,2010,2011,0.2,31.2,0.1,0.9,0.0
19,Arsenal,74342,2010,2011,1.0,5.0,0.0,0.0,1.0
20,Arsenal,628,2010,2011,0.0,24.0,0.0,6.0,0.0
21,Arsenal,11680,2010,2011,0.1,39.9,0.0,2.1,0.0
22,Arsenal,27550,2010,2011,0.6,31.0,0.4,0.7,0.0
23,Arsenal,30051,2010,2011,0.0,37.9,0.0,1.8,0.0
24,Arsenal,8041,2010,2011,0.1,20.3,0.0,3.3,0.0
25,Arsenal,3929,2010,2011,0.3,40.0,0.0,1.5,0.0
26,Arsenal,73379,2010,2011,0.0,21.5,0.0,3.9,0.0
0,Chelsea,4384,2010,2011,2.0,21.8,1.3,0.8,0.4
1,Chelsea,15338,2010,2011,0.6,38.4,0.3,3.6,0.1
2,Chelsea,1563,2010,2011,3.1,43.7,2.1,1.4,0.2
3,Chelsea,527,2010,2011,1.4,32.0,0.7,1.8,0.2
4,Chelsea,342,2010,2011,1.2,43.6,0.5,1.7,0.0
5,Chelsea,8028,2010,2011,1.4,19.7,0.2,0.4,0.3
6,Chelsea,4056,2010,2011,0.9,14.0,0.1,0.8,0.1
7,Chelsea,48,2010,2011,2.2,53.5,1.1,3.7,0.2
8,Chelsea,1832,2010,2011,1.0,68.9,0.1,5.7,0.2
9,Chelsea,7010,2010,2011,0.3,21.8,0.3,1.0,0.0
10,Chelsea,7252,2010,2011,0.9,26.6,0.3,0.3,0.1
11,Chelsea,70,2010,2011,0.4,58.4,0.0,3.1,0.0
12,Chelsea,15464,2010,2011,0.8,64.4,0.0,5.1,0.2
13,Chelsea,6775,2010,2011,0.1,26.0,0.0,7.3,0.0
14,Chelsea,22846,2010,2011,1.0,21.0,1.0,0.0,0.0
15,Chelsea,10132,2010,2011,0.3,38.3,0.0,3.1,0.0
16,Chelsea,23736,2010,2011,0.2,3.8,0.1,0.1,0.0
17,Chelsea,27586,2010,2011,0.5,39.3,0.1,3.8,0.1
18,Chelsea,70291,2010,2011,0.4,10.2,0.4,0.2,0.2
19,Chelsea,80881,2010,2011,0.0,28.0,0.0,3.0,0.0
20,Chelsea,10685,2010,2011,0.9,35.0,0.8,1.4,0.0
21,Chelsea,92324,2010,2011,0.3,21.6,0.1,1.2,0.1
22,Chelsea,28191,2010,2011,0.7,34.9,0.2,2.2,0.1
23,Chelsea,4490,2010,2011,0.4,15.1,0.0,0.4,0.3
0,Liverpool,7516,2010,2011,1.7,42.0,0.4,1.2,0.2
1,Liverpool,10111,2010,2011,2.0,40.8,1.5,2.0,0.1
2,Liverpool,17,2010,2011,2.5,59.8,1.6,5.6,0.3
3,Liverpool,22221,2010,2011,1.9,35.9,0.7,0.8,0.0
4,Liverpool,4056,2010,2011,1.0,19.3,0.2,0.5,0.1
5,Liverpool,4574,2010,2011,1.0,38.8,0.5,1.9,0.0
6,Liverpool,24457,2010,2011,0.7,14.4,0.0,0.2,0.0
7,Liverpool,7415,2010,2011,1.0,37.0,0.0,2.0,1.0
8,Liverpool,487,2010,2011,0.5,20.7,0.1,0.6,0.1
9,Liverpool,40027,2010,2011,0.3,12.4,0.2,1.3,0.1
10,Liverpool,31451,2010,2011,0.7,54.4,0.0,3.0,0.2
11,Liverpool,44687,2010,2011,0.8,25.2,0.7,0.5,0.1
12,Liverpool,19840,2010,2011,0.2,37.5,0.1,3.6,0.0
13,Liverpool,1103,2010,2011,0.6,41.9,0.5,1.5,0.1
14,Liverpool,23383,2010,2011,1.3,22.0,0.1,0.4,0.1
15,Liverpool,1653,2010,2011,0.8,39.8,0.1,2.6,0.2
16,Liverpool,7398,2010,2011,0.2,29.1,0.2,1.4,0.0
17,Liverpool,67296,2010,2011,0.0,4.0,0.0,0.0,0.0
18,Liverpool,72738,2010,2011,0.0,46.0,0.0,2.0,0.0
19,Liverpool,2940,2010,2011,0.6,22.2,0.4,0.9,0.0
20,Liverpool,86594,2010,2011,0.0,20.0,0.0,0.5,0.0
21,Liverpool,1329,2010,2011,0.3,36.1,0.1,3.6,0.0
22,Liverpool,44068,2010,2011,0.6,38.3,0.1,2.7,0.1
23,Liverpool,94030,2010,2011,0.4,41.7,0.3,0.6,0.0
24,Liverpool,2987,2010,2011,0.1,31.2,0.0,9.8,0.0
25,Liverpool,4445,2010,2011,1.3,33.3,0.1,1.3,0.2
26,Liverpool,21712,2010,2011,0.7,17.0,0.1,0.6,0.0
27,Liverpool,67483,2010,2011,0.0,4.0,0.0,0.0,0.0
28,Liverpool,12158,2010,2011,0.3,5.6,0.2,0.0,0.0
29,Liverpool,3061,2010,2011,0.2,24.6,0.0,1.6,0.0
0,Manchester City,14102,2010,2011,2.1,44.4,0.5,1.5,0.3
1,Manchester City,14167,2010,2011,1.7,35.4,0.3,2.1,0.4
2,Manchester City,4511,2010,2011,1.5,31.6,0.8,1.6,0.2
3,Manchester City,14269,2010,2011,1.2,20.1,0.6,0.8,0.2
4,Manchester City,14053,2010,2011,1.1,52.4,0.1,3.1,0.4
5,Manchester City,24845,2010,2011,0.6,19.5,0.2,0.5,0.1
6,Manchester City,188,2010,2011,0.7,53.9,0.1,2.9,0.1
7,Manchester City,14244,2010,2011,0.7,36.6,0.3,0.8,0.0
8,Manchester City,8137,2010,2011,0.1,37.2,0.0,1.5,0.0
9,Manchester City,14168,2010,2011,0.3,26.8,0.1,0.3,0.0
10,Manchester City,4608,2010,2011,0.5,49.2,0.0,4.0,0.1
11,Manchester City,10136,2010,2011,0.4,48.1,0.0,3.9,0.1
12,Manchester City,98850,2010,2011,0.0,2.0,0.0,0.0,0.0
13,Manchester City,12267,2010,2011,1.1,32.9,1.6,1.2,0.0
14,Manchester City,83032,2010,2011,0.3,18.4,0.4,0.3,0.0
15,Manchester City,6363,2010,2011,0.3,10.9,0.1,0.3,0.0
16,Manchester City,23589,2010,2011,0.5,34.4,0.3,1.3,0.2
17,Manchester City,16696,2010,2011,0.2,11.3,0.2,0.1,0.0
18,Manchester City,8786,2010,2011,0.1,24.1,0.0,6.2,0.0
19,Manchester City,3817,2010,2011,0.0,42.3,0.0,2.1,0.0
20,Manchester City,33799,2010,2011,0.5,17.5,0.2,0.6,0.1
21,Manchester City,341,2010,2011,0.2,22.7,0.0,0.9,0.1
22,Manchester City,98050,2010,2011,0.0,4.0,0.0,0.0,0.0
23,Manchester City,954,2010,2011,0.0,6.0,0.0,0.0,0.0
24,Manchester City,44524,2010,2011,0.0,14.0,0.0,0.0,0.0
25,Manchester City,2703,2010,2011,0.3,10.4,0.4,0.1,0.0
26,Manchester City,836,2010,2011,0.0,19.3,0.0,0.7,0.0
0,Manchester United,19104,2010,2011,2.4,35.8,2.3,0.7,0.2
1,Manchester United,3859,2010,2011,2.1,42.3,0.4,4.6,0.5
2,Manchester United,5835,2010,2011,1.0,53.6,0.5,4.6,0.0
3,Manchester United,77,2010,2011,2.4,36.6,1.8,1.9,0.3
4,Manchester United,2213,2010,2011,1.1,27.1,0.1,0.3,0.2
5,Manchester United,3203,2010,2011,1.1,37.8,0.3,0.8,0.2
6,Manchester United,3841,2010,2011,1.0,41.1,0.6,1.4,0.1
7,Manchester United,11,2010,2011,0.9,61.7,0.1,8.4,0.2
8,Manchester United,21723,2010,2011,0.8,38.0,0.1,2.8,0.2
9,Manchester United,18296,2010,2011,2.5,38.0,2.1,1.4,0.0
10,Manchester United,30395,2010,2011,0.3,35.2,0.1,2.7,0.0
11,Manchester United,3101,2010,2011,0.1,30.1,0.0,7.3,0.0
12,Manchester United,35003,2010,2011,0.6,16.6,0.1,0.6,0.1
13,Manchester United,9685,2010,2011,0.1,46.7,0.0,4.5,0.0
14,Manchester United,6410,2010,2011,1.0,37.9,0.5,1.2,0.0
15,Manchester United,4092,2010,2011,1.0,32.6,0.8,1.9,0.0
16,Manchester United,71345,2010,2011,0.3,29.9,0.1,2.1,0.0
17,Manchester United,44031,2010,2011,0.0,24.6,0.2,0.7,0.0
18,Manchester United,71330,2010,2011,0.7,12.0,0.0,0.4,0.0
19,Manchester United,22818,2010,2011,1.0,21.3,0.6,0.4,0.1
20,Manchester United,119,2010,2011,0.0,37.7,0.0,2.7,0.0
21,Manchester United,22079,2010,2011,0.3,44.8,0.0,3.2,0.1
22,Manchester United,2115,2010,2011,0.6,51.1,0.0,4.4,0.0
23,Manchester United,7,2010,2011,0.2,8.5,0.0,0.2,0.0
24,Manchester United,553,2010,2011,0.0,3.0,0.0,0.0,0.0
25,Manchester United,928,2010,2011,0.2,47.8,0.0,5.8,0.1
26,Manchester United,89883,2010,2011,0.5,14.5,1.5,0.0,0.0
27,Manchester United,7884,2010,2011,0.0,23.0,0.0,3.8,0.0
28,Manchester United,1019,2010,2011,0.7,33.6,0.4,1.4,0.0
0,Tottenham,4343,2010,2011,2.4,44.1,1.3,3.8,0.3
1,Tottenham,3807,2010,2011,0.8,20.9,0.0,0.1,0.0
2,Tottenham,7336,2010,2011,1.0,16.3,0.2,0.9,0.1
3,Tottenham,5625,2010,2011,1.9,24.5,1.0,0.6,0.1
4,Tottenham,2837,2010,2011,1.0,12.3,0.0,0.2,0.0
5,Tottenham,20874,2010,2011,2.1,62.5,0.4,5.6,0.1
6,Tottenham,8194,2010,2011,1.6,55.8,0.4,9.0,0.1
7,Tottenham,6434,2010,2011,0.7,37.9,0.7,2.1,0.0
8,Tottenham,24711,2010,2011,0.8,55.8,0.5,4.3,0.0
9,Tottenham,13812,2010,2011,1.6,28.8,2.0,1.2,0.1
10,Tottenham,3837,2010,2011,1.1,46.2,0.1,4.5,0.1
11,Tottenham,3553,2010,2011,1.1,28.9,0.5,0.6,0.0
12,Tottenham,22040,2010,2011,0.8,42.9,0.5,3.6,0.0
13,Tottenham,14805,2010,2011,0.3,36.1,0.1,2.1,0.0
14,Tottenham,11580,2010,2011,0.7,50.6,0.5,6.6,0.0
15,Tottenham,2813,2010,2011,0.0,23.4,0.0,7.0,0.0
16,Tottenham,6162,2010,2011,3.0,26.0,3.0,0.5,0.0
17,Tottenham,28112,2010,2011,0.3,7.0,0.0,0.0,0.0
18,Tottenham,10133,2010,2011,0.1,22.9,0.0,7.6,0.0
19,Tottenham,69778,2010,2011,0.0,0.0,0.0,0.0,0.0
20,Tottenham,562,2010,2011,0.2,38.7,0.0,2.0,0.0
21,Tottenham,4905,2010,2011,0.2,43.8,0.1,6.2,0.0
22,Tottenham,7411,2010,2011,0.4,16.6,0.3,1.2,0.2
23,Tottenham,88,2010,2011,0.3,7.6,0.0,0.3,0.0
24,Tottenham,68890,2010,2011,0.6,31.2,0.3,2.1,0.0
25,Tottenham,19247,2010,2011,0.0,22.9,0.0,0.4,0.0
26,Tottenham,1554,2010,2011,0.2,34.1,0.0,4.1,0.0
27,Tottenham,31549,2010,2011,0.5,32.2,0.0,2.7,0.0
0,Arsenal,10599,2011,2012,1.4,66.1,0.1,3.3,0.7
1,Arsenal,4564,2011,2012,2.4,27.2,1.3,0.7,0.4
2,Arsenal,13796,2011,2012,1.2,24.0,0.5,0.0,0.1
3,Arsenal,17740,2011,2012,1.3,22.0,0.1,0.0,0.1
4,Arsenal,26820,2011,2012,1.6,56.6,0.3,3.1,0.2
5,Arsenal,845,2011,2012,1.5,45.5,0.5,1.3,0.4
6,Arsenal,4599,2011,2012,1.0,17.9,0.3,0.2,0.3
7,Arsenal,19471,2011,2012,0.9,53.6,1.0,1.8,0.0
8,Arsenal,1443,2011,2012,2.1,76.9,1.0,5.2,0.2
9,Arsenal,84146,2011,2012,0.7,15.2,0.4,1.1,0.1
10,Arsenal,91879,2011,2012,0.7,29.8,0.6,3.0,0.0
11,Arsenal,69738,2011,2012,0.4,39.3,0.2,2.1,0.1
12,Arsenal,11680,2011,2012,0.3,35.4,0.1,1.4,0.1
13,Arsenal,30051,2011,2012,0.4,51.5,0.2,2.2,0.0
14,Arsenal,10209,2011,2012,0.3,50.3,0.1,3.6,0.0
15,Arsenal,4490,2011,2012,0.7,21.5,0.0,0.3,0.2
16,Arsenal,27487,2011,2012,0.8,51.9,0.3,1.6,0.1
17,Arsenal,24366,2011,2012,0.0,34.0,0.0,0.0,0.0
18,Arsenal,21064,2011,2012,0.0,4.0,0.0,1.0,0.0
19,Arsenal,69740,2011,2012,0.3,27.5,0.0,1.3,0.0
20,Arsenal,32858,2011,2012,0.5,8.5,0.0,1.0,0.0
21,Arsenal,96128,2011,2012,0.0,34.8,0.8,2.3,0.0
22,Arsenal,106454,2011,2012,2.0,18.0,3.0,1.0,0.0
23,Arsenal,27550,2011,2012,0.6,38.8,0.3,1.0,0.1
24,Arsenal,6236,2011,2012,0.2,7.2,0.1,0.0,0.1
25,Arsenal,13819,2011,2012,0.0,9.0,0.0,0.0,0.0
26,Arsenal,6292,2011,2012,0.1,52.0,0.0,2.3,0.0
27,Arsenal,13298,2011,2012,2.0,59.0,1.0,1.0,0.0
28,Arsenal,3929,2011,2012,0.0,3.0,0.0,0.0,0.0
29,Arsenal,5,2011,2012,0.0,9.5,0.0,0.3,0.0
30,Arsenal,18214,2011,2012,0.0,17.5,0.0,0.8,0.0
31,Arsenal,73379,2011,2012,0.0,26.9,0.0,5.8,0.0
