,team_id,team_name,clean_sheets
0,117,Bayern Munich,22
1,120,Hoffenheim,8
2,128,Hannover 96,7
3,122,Hertha Berlin,8
4,132,Eintracht Frankfurt,5
5,134,FC Cologne,8
6,129,Borussia Dortmund,9
7,205,Paderborn,4
8,130,Borussia M.Gladbach,14
9,121,Augsburg,8
10,123,Werder Bremen,6
11,133,VfB Stuttgart,4
12,118,Hamburger SV,8
13,119,Bayer Leverkusen,14
14,131,Wolfsburg,8
15,124,Schalke 04,8
16,125,Mainz 05,8
17,135,Freiburg,6
