,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,73084,Kevin De Bruyne,31," M(CLR),FW",181,68,32(3),2800,13,20,3,0,2.8,81.5,0.5,10,7.97,32,3
1,1,104749,Riyad Mahrez,31," AM(CLR),FW",179,67,21(12),1942,11,9,0,0,2.2,90.1,0.3,3,7.48,21,12
2,2,97692,Raheem Sterling,27," M(CLR),FW",170,69,30(3),2661,20,1,5,0,3,82.8,0.7,1,7.35,30,3
3,3,14102,David Silva,36," M(CLR),FW",170,67,22(5),1833,6,10,0,0,1.7,89.3,0.3,3,7.29,22,5
4,4,279379,Gabriel Jesus,25," AM(LR),FW",175,73,21(13),2026,14,7,3,0,3,86.5,1.2,2,7.26,21,13
5,5,128967,João Cancelo,28," D(LR),M(R)",182,74,13(4),1206,0,0,4,0,0.9,90.4,1.1,0,7.21,13,4
6,6,14260,Sergio Agüero,34," AM(CL),FW",173,70,18(6),1460,16,3,1,0,3.2,80.5,0.1,2,7.16,18,6
7,7,303139,Rodri,26, DMC,191,82,29(6),2488,3,2,8,0,0.7,92.9,1.6,1,7.09,29,6
8,8,136741,Bernardo Silva,28," M(CLR),FW",173,64,23(11),2031,6,7,5,0,1.5,90.2,0.4,1,7.03,23,11
9,9,122117,Aymeric Laporte,28, D(CL),191,86,14(1),1104,1,0,1,0,0.3,92.5,1.7,0,7.0,14,1
10,10,69778,Kyle Walker,32," D(CR),M(R)",178,70,28(1),2398,1,4,5,0,0.5,88.6,1,0,6.9,28,1
11,11,331254,Phil Foden,22," AM(CLR),FW",171,70,9(14),893,5,2,0,0,1.5,88.5,0.4,2,6.86,9,14
12,12,19119,Fernandinho,37," D(CR),DMC",179,67,26(4),2399,0,1,7,2,0.6,89.8,2.5,0,6.86,26,4
13,13,105962,Benjamin Mendy,28," D(L),DMC,M(L)",185,85,18(1),1497,0,2,3,0,0.5,88.4,0.8,0,6.83,18,1
14,14,75691,Nicolás Otamendi,34, D(C),183,81,18(6),1711,2,0,3,0,0.6,92.4,2.5,0,6.8,18,6
15,15,255089,Angeliño,25," D(L),M(L)",175,69,4(2),422,0,0,1,0,0.8,84.3,1,0,6.78,4,2
16,16,77464,Ilkay Gündogan,31, M(C),180,80,21(10),2017,2,1,7,0,1.1,91.9,0.4,0,6.7,21,10
17,17,273257,Oleksandr Zinchenko,25," D(L),M(CLR)",175,64,13(6),1273,0,0,0,1,0.8,90.7,1.4,0,6.7,13,6
18,18,368091,Eric García,21, D(C),182,76,8(5),791,0,0,1,0,0.2,93.1,0.8,0,6.69,8,5
19,19,101374,John Stones,28, D(CR),188,70,12(4),1119,0,0,0,0,0.4,94.2,2.8,0,6.68,12,4
20,20,121774,Ederson,29, GK,188,86,35,3072,0,0,3,1,0,86.0,0.4,0,6.62,35,0
21,21,14199,Claudio Bravo,39, GK,184,80,3(1),346,0,0,0,0,0,76.5,0.3,0,6.39,3,1
22,22,386856,Tommy Doyle,20, AM(C),0,0,0(1),16,0,0,0,0,1,100.0,0,0,6.35,0,1
23,23,144711,Leroy Sané,26," M(CLR),FW",183,80,0(1),11,0,0,0,0,2,85.7,0,0,6.23,0,1
