,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,24886,Georgios Tzavellas,34, D(CL),183,79,25,2050,1,2,9,0,0.4,66,1,3,7.21,25,0.0
1,1,4681,Chris,44," D(CL),M(R)",185,78,5(2),451,2,1,2,0,0.6,76.2,0.9,2,7.2,5,2.0
2,2,14182,Pirmin Schwegler,35, M(C),178,74,32,2834,1,3,7,0,0.6,78.7,1.7,2,7.13,32,0.0
3,3,23592,Ralf Fährmann,33, GK,197,98,14(1),1306,0,0,1,0,0,44.1,0,3,6.98,14,1.0
4,4,71852,Sebastian Jung,32, D(R),179,72,33,2952,0,2,3,0,0.2,84,0.2,1,6.95,33,0.0
5,5,5486,Alexander Meier,39," M(C),FW",196,96,20(4),1692,2,2,5,0,1.8,71.3,2.5,0,6.87,20,4.0
6,6,6268,Benjamin Köhler,42," D(C),M(CR),FW",172,66,28(2),2435,2,1,4,0,0.6,79.3,0.2,2,6.85,28,2.0
7,7,2911,Maik Franz,41, D(CLR),190,87,23,1979,0,0,13,0,0.3,84.7,0.3,1,6.82,23,0.0
8,8,65581,Sebastian Rode,31," D(R),M(C)",180,71,11,857,2,0,4,1,0.5,77.4,0.7,0,6.79,11,0.0
9,9,6540,Patrick Ochs,38, D(R),179,71,29,2563,2,3,7,1,0.7,80.2,0.3,0,6.78,29,0.0
10,10,13753,Marco Russ,37," D(C),DMC",190,88,31,2790,1,1,5,0,0.6,80.6,0.9,0,6.77,31,0.0
11,11,5475,Oka Nikolov,48, GK,187,86,20,1756,0,0,0,0,0,53.2,0.1,0,6.72,20,0.0
12,12,11622,Theofanis Gekas,42, FW,179,76,31(3),2757,16,2,2,0,2.5,72.8,0.5,2,6.64,31,3.0
13,13,36436,Nikola Petkovic,36, D(C),185,78,1,81,0,0,0,0,0,73.7,0,0,6.61,1,0.0
14,14,23523,Ricardo Clark,39, M(C),178,73,8(3),603,0,0,1,0,0.5,73.2,1.4,1,6.55,8,3.0
15,15,5533,Halil Altintop,39," AM(C),FW",186,75,26(8),2379,0,2,1,0,0.9,80.7,0.3,0,6.49,26,8.0
16,16,9680,Aleksandar Vasoski,42, D(L),180,78,6(5),622,0,0,1,0,0.4,79.5,0.7,1,6.45,6,5.0
17,17,28553,Caio Cesar,36," AM(C),FW",186,82,12(15),1305,1,0,2,0,2.3,78.7,0.4,0,6.44,12,15.0
18,18,93961,Kevin Kraus,30, D(C),190,91,1,90,0,0,0,0,1,73.9,1,0,6.43,1,0.0
19,19,29624,Martin Fenin,35, Forward,181,70,6(18),817,1,1,5,0,0.8,74.2,0.3,0,6.22,6,18.0
20,20,90966,Sonny Kittel,29," AM(CLR),FW",179,71,2(6),219,0,0,1,0,0.3,74.2,0.1,0,6.19,2,6.0
21,21,12356,Markus Steinhöfer,36, D(R),175,69,0(4),66,0,0,0,0,0,70.4,0,0,6.17,0,4.0
22,22,4212,Ioannis Amanatidis,40, FW,181,80,6(13),643,0,1,0,0,1.2,70.9,0.5,0,6.16,6,13.0
23,23,21653,Marcel Heller,36, M(LR),175,70,3(7),375,0,0,0,0,0.1,78.3,0,0,6.16,3,7.0
24,24,25869,Ümit Korkmaz,37, AM(L),174,74,0(2),35,0,0,0,0,0,92.9,0,0,5.96,0,2.0
25,25,101378,Julian Dudda,29, Defender,193,88,1,90,0,0,0,0,0,80,1,0,5.86,1,0.0
26,26,81975,Marcel Titsch Rivero,32, M(C),182,76,0(1),3,0,0,0,1,0,0,0,0,4.67,0,1.0
