,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,130903,Timo Werner,26," AM(CLR),FW",180,75,33(1),33,1,2809,28,8,4,0,3.6,75.6,0.2,10,7.6
1,300945,Christopher Nkunku,24," M(CLR),FW",175,73,21(11),21,11,1927,5,13,2,0,1.6,85.9,0.8,5,7.33
2,92051,Marcel Sabitzer,28," M(CLR),FW",178,76,30(2),30,2,2507,9,7,4,0,2.2,77.5,0.8,1,7.24
3,115161,Marcel Halstenberg,30," D(CL),M(L)",188,87,28(1),28,1,2523,3,3,4,1,1.1,84.9,1.8,1,7.15
4,255089,Angeliño,25," D(L),M(L)",175,69,12(1),12,1,1095,1,2,2,0,0.4,80.8,0.5,0,7.12
5,80994,Kevin Kampl,31, M(CLR),178,66,8(3),8,3,677,2,2,1,0,0.5,88.1,0.2,1,7.11
6,299077,Nordi Mukiele,24," D(CR),M(R)",187,84,21(4),21,4,1785,3,1,1,0,0.9,76.9,2.0,2,7.07
7,327721,Dayot Upamecano,23, D(C),186,90,27(1),27,1,2360,0,1,6,1,0.5,89.1,1.9,1,7.06
8,243565,Patrik Schick,26," AM(R),FW",191,85,15(7),15,7,1304,10,2,3,0,2.4,72.0,2.7,0,7.06
9,261212,Dani Olmo,24," AM(CLR),FW",179,72,9(3),9,3,754,3,1,1,0,1.8,75.4,1.3,1,7.01
10,104917,Willi Orbán,29, D(C),186,87,9(3),9,3,854,1,0,0,0,0.6,87.5,3.2,1,6.97
11,248010,Konrad Laimer,25," D(R),M(CR)",180,72,26(3),26,3,2124,2,6,6,1,0.3,81.1,0.8,0,6.96
12,143600,Lukas Klostermann,26," D(CLR),M(R)",187,88,31,31,0,2647,3,1,1,0,0.4,85.5,1.3,0,6.89
13,132943,Yussuf Poulsen,28," AM(R),FW",192,84,12(10),12,10,1219,5,6,2,0,1.5,68.2,1.6,0,6.87
14,345957,Ibrahima Konaté,23, D(C),194,95,6(2),6,2,568,0,0,2,0,0.1,88.6,2.3,0,6.81
15,345388,Marcelo Saracchi,24, D(L),185,69,1(3),1,3,177,1,0,1,0,1.0,74.5,1.0,0,6.75
16,141716,Emil Forsberg,30," AM(CLR),FW",177,76,14(8),14,8,1142,5,2,1,0,1.2,80.4,0.4,1,6.71
17,133886,Diego Demme,30, DMC,172,71,14(3),14,3,1213,0,0,3,0,0.2,86.6,0.4,0,6.7
18,67369,Péter Gulácsi,32, GK,191,86,32,32,0,2880,0,1,0,0,0.0,77.2,0.2,1,6.69
19,37940,Stefan Ilsanker,33," D(CR),DMC",189,85,5(1),5,1,418,0,0,2,0,1.0,88.9,2.2,0,6.66
20,298837,Amadou Haidara,24, M(CLR),175,72,5(14),5,14,745,0,1,1,0,1.0,85.2,0.8,1,6.55
21,315275,Tyler Adams,23," D(R),M(CR)",175,72,10(4),10,4,957,0,0,0,0,0.5,83.5,1.0,0,6.52
22,322418,Ethan Ampadu,22," D(C),DMC",183,78,0(3),0,3,79,0,0,0,0,0.3,90.4,0.3,0,6.49
23,362758,Matheus Cunha,23," AM(CL),FW",184,76,2(8),2,8,274,0,1,0,0,1.6,77.9,0.4,0,6.38
24,395714,Dennis Borkowski,20, FW,184,72,0(1),0,1,8,0,0,0,0,0.0,50.0,0.0,0,6.28
25,367182,Tom Krauß,21, DMC,182,72,0(1),0,1,3,0,0,0,0,0.0,100.0,0.0,0,6.11
26,299451,Ademola Lookman,24," AM(CLR),FW",174,71,1(10),1,10,300,0,0,0,0,0.9,82.0,0.0,0,6.1
27,331459,Hannes Wolf,23, M(CLR),179,69,0(5),0,5,53,0,0,0,0,0.0,66.7,0.2,0,6.02
28,103542,Yvon Mvogo,28, GK,188,88,2,2,0,180,0,0,0,0,0.0,85.9,0.0,0,5.86
