,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,135914,José Giménez,27, D(CR),185,80,19(1),1752,1,3,3,0,0.4,78.3,3.4,2,7.52,19,1
1,1,8128,Tiago,41, M(C),184,75,31,2592,5,4,5,0,0.7,81.2,2.5,3,7.5,31,0
2,2,26059,Diego Godín,36, D(C),187,78,34,3060,3,0,11,0,0.7,76.2,3.4,1,7.37,34,0
3,3,80764,Koke,30, M(CLR),176,77,33(1),2884,2,10,9,0,1.3,78.7,0.7,3,7.32,33,1
4,4,24088,Mario Mandzukic,36," M(L),FW",190,85,24(4),1945,12,5,10,0,2,66.2,2.9,3,7.22,24,4
5,5,18538,Jesús Gámez,37, D(LR),177,75,12(2),1080,0,0,3,0,0.5,77.8,0.9,1,7.18,12,2
6,6,10053,Gabi,39, M(C),180,74,32(2),2612,0,5,13,1,0.5,79.0,1.6,4,7.17,32,2
7,7,80241,Antoine Griezmann,31," AM(CLR),FW",176,73,29(8),2473,22,1,6,0,2.1,79.2,1.4,5,7.15,29,8
8,8,23001,Cristian Ansaldi,36," D(CLR),M(CLR)",181,76,6(1),576,0,0,0,0,0.4,66.2,0.9,0,7.1,6,1
9,9,21501,Arda Turan,35, AM(CLR),177,76,28(4),2347,2,4,7,0,0.8,85.2,1.2,1,7.04,28,4
10,10,22504,Miranda,38, D(C),186,78,23,2028,3,1,8,1,0.3,77.0,2.3,2,7.02,23,0
11,11,11386,Raúl García,36," M(CLR),FW",184,83,17(14),1690,5,3,8,0,1.7,61.8,3.7,1,6.96,17,14
12,12,76662,Jan Oblak,29, GK,188,87,11,990,0,0,2,0,0,47.7,0.4,0,6.94,11,0
13,13,112161,Saúl Ñíguez,27," D(CL),M(CLR)",184,76,9(15),1056,4,2,1,0,0.7,71.3,1.9,0,6.87,9,15
14,14,10332,Juanfran,37, D(R),181,71,34(1),3102,0,4,6,0,0.2,76.6,0.5,0,6.83,34,1
15,15,20665,Guilherme Siqueira,36, D(L),182,81,24(1),2083,1,1,5,2,0.4,75.2,0.5,2,6.78,24,1
16,16,19177,Mario Suárez,35," D(C),M(C)",188,80,11(9),1128,1,0,9,0,0.7,82.4,1.4,1,6.72,11,9
17,17,4056,Fernando Torres,38, FW,186,79,10(9),886,3,1,3,0,1.2,65.3,2.4,0,6.63,10,9
18,18,9418,Miguel Ángel Moyá,38, GK,188,83,27,2430,0,0,0,0,0,60.0,0.4,0,6.63,27,0
19,19,108186,Raúl Jiménez,31, FW,190,76,4(17),574,1,2,0,0,0.8,70.4,1,0,6.39,4,17
20,20,19361,Cristian Rodríguez,36, AM(CL),177,92,0(6),63,0,0,0,0,0.2,76.5,0.5,0,6.16,0,6
21,21,9460,Cani,41, M(CLR),180,75,0(4),68,0,0,1,0,0,65.6,0.3,0,6.08,0,4
22,22,12473,Alessio Cerci,35," M(R),FW",178,78,0(6),114,0,0,0,1,1,91.2,0.2,0,6.04,0,6
23,23,141293,Héctor Hernández,27, FW,180,73,0(1),16,0,0,0,0,0,66.7,1,0,6.03,0,1
24,24,139186,Lucas Hernández,26, D(CL),184,79,0(1),2,0,0,0,0,0,66.7,0,0,6.0,0,1
