,team_id,team_name,clean_sheets
0,164,Marseille,11
1,168,Nantes,7
2,170,Nice,15
3,166,Montpellier,11
4,167,Angers,11
5,160,Lille,13
6,175,Saint-Etienne,12
7,178,Lyon,10
8,176,Bordeaux,8
9,161,Paris Saint Germain,17
10,177,Reims,12
11,169,Guingamp,7
12,171,Monaco,6
13,163,Rennes,9
14,224,Amiens,7
15,165,Caen,7
16,181,Dijon,4
17,225,Strasbourg,9
18,174,Toulouse,7
19,235,Nimes,8
