,team_id,team_name,clean_sheets
0,177,Reims,7
1,162,SC Bastia,8
2,209,Evian Thonon Gaillard,8
3,169,Guingamp,9
4,160,Lille,11
5,166,Montpellier,14
6,168,Nantes,9
7,170,Nice,7
8,178,Lyon,16
9,171,Monaco,16
10,165,Caen,6
11,161,Paris Saint Germain,12
12,163,Rennes,13
13,174,Toulouse,7
14,210,Lens,7
15,179,Lorient,7
16,180,Metz,6
17,164,Marseille,11
18,175,Saint-Etienne,17
19,176,Bordeaux,9
