,team_id,team_name,clean_sheets
0,223,Girona,6
1,153,Real Betis,11
2,152,Celta Vigo,7
3,154,Villarreal,10
4,148,Barcelona,17
5,156,Eibar,8
6,145,Rayo Vallecano,6
7,150,Real Madrid,11
8,146,Valencia,9
9,147,Athletic Club,8
10,142,Getafe,11
11,159,Leganes,10
12,158,Alaves,5
13,143,Atletico Madrid,20
14,231,Real Valladolid,7
15,141,Espanyol,10
16,138,Sevilla,10
17,151,Levante,6
18,232,SD Huesca,5
19,140,Real Sociedad,6
