,team_id,team_name,clean_sheets
0,137,Malaga,8
1,139,Deportivo La Coruna,7
2,148,Barcelona,12
3,155,Granada,2
4,138,Sevilla,11
5,149,Sporting Gijon,7
6,140,Real Sociedad,10
7,143,Atletico Madrid,19
8,152,Celta Vigo,7
9,146,Valencia,6
10,153,Real Betis,7
11,141,Espanyol,9
12,157,Osasuna,1
13,156,Eibar,9
14,150,Real Madrid,10
15,159,Leganes,7
16,144,Las Palmas,4
17,158,Alaves,8
18,147,Athletic Club,9
19,154,Villarreal,14
