,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,106964,Mauro Icardi,29, FW,181,75,34,3029,24,8,1,0,3.2,71.5,1.4,7,7.3,34,0.0
1,1,70524,Ivan Perisic,33," M(CLR),FW",186,80,31(5),2757,11,8,2,1,2.9,71.4,1.6,2,7.28,31,5.0
2,2,136279,Roberto Gagliardini,28, DMC,190,77,18,1576,2,1,2,0,1.3,84.6,2.4,1,7.27,18,0.0
3,3,22504,Miranda,38, D(C),186,78,32,2880,0,0,6,0,0.5,84.4,2.1,0,7.16,32,0.0
4,4,33724,Éver Banega,34, M(C),174,77,20(8),1559,6,6,2,1,1.5,85.4,0.2,2,7.16,20,8.0
5,5,87449,Marcelo Brozovic,29, M(CR),181,68,20(3),1738,4,2,7,0,1.7,84.8,0.5,1,7.14,20,3.0
6,6,34112,Antonio Candreva,35, M(CLR),180,70,36(2),3022,6,10,2,0,2.3,79.9,0,0,7.11,36,2.0
7,7,44642,Davide Santon,31, D(LR),187,77,11(3),1018,0,1,1,0,0.1,87.1,1.4,0,7.09,11,3.0
8,8,64271,Danilo D'Ambrosio,34," D(CLR),M(LR)",180,75,32,2831,3,3,4,0,0.8,81.6,1.4,3,7.09,32,0.0
9,9,91978,Geoffrey Kondogbia,29," D(C),DMC",188,80,20(4),1716,1,2,5,1,1.4,84.4,1.4,1,7.04,20,4.0
10,10,125476,João Mário,29, M(CLR),179,73,22(8),2005,3,5,5,0,1.1,83.3,0.8,3,6.98,22,8.0
11,11,109565,Jeison Murillo,30, D(C),182,78,23(4),2077,0,0,6,0,0.4,86.6,2.4,0,6.83,23,4.0
12,12,27421,Andrea Ranocchia,34, D(C),195,81,5,380,0,0,2,0,1,80.9,3.8,0,6.83,5,0.0
13,13,315537,Senna Miangue,25," D(CL),M(L)",192,83,1(2),123,0,0,0,0,0,80.3,1,1,6.77,1,2.0
14,14,9972,Samir Handanovic,38, GK,193,92,37,3330,0,0,4,0,0,71,0,0,6.75,37,0.0
15,15,22377,Éder,35," AM(CLR),FW",179,72,13(20),1480,8,4,3,0,1.6,84.2,0.3,2,6.74,13,20.0
16,16,23001,Cristian Ansaldi,36," D(CLR),M(CLR)",181,76,17(4),1507,0,1,8,1,0.3,75.1,0.3,0,6.63,17,4.0
17,17,29390,Gary Medel,35," D(C),DMC",171,65,26,2171,0,0,5,0,0.4,90,0.7,0,6.63,26,0.0
18,18,37188,Yuto Nagatomo,36," D(LR),M(LR)",170,68,11(5),1019,0,0,2,0,0.2,77.1,1.1,0,6.61,11,5.0
19,19,14871,Rodrigo Palacio,40," AM(CLR),FW",180,75,3(12),427,0,3,1,0,0.9,74,0.9,0,6.43,3,12.0
20,20,78892,Marco Andreolli,36, D(C),187,81,4(2),362,1,0,0,0,0.8,89.6,1.2,0,6.43,4,2.0
21,21,19676,Juan Carrizo,38, GK,187,87,1,90,0,0,0,0,0,65.4,0,0,6.34,1,0.0
22,22,130886,Gabriel Barbosa,26," AM(LR),FW",178,74,0(9),113,1,0,3,0,1.1,85.9,0,0,6.33,0,9.0
23,23,317544,Andrea Pinamonti,23, FW,188,72,0(2),19,0,0,0,0,1,66.7,0.5,0,6.32,0,2.0
24,24,249865,Assane Gnoukouri,25, M(C),180,77,0(4),140,0,0,0,0,0.3,86.3,0.8,0,6.29,0,4.0
25,25,13551,Felipe Melo,39," D(C),M(C)",185,84,1(4),177,0,0,1,1,0.2,81,1.6,0,6.23,1,4.0
26,26,142204,Trent Sainsbury,30, D(C),184,76,0(1),19,0,0,1,0,0,85.7,0,0,6.17,0,1.0
27,27,29072,Stevan Jovetic,32," AM(CL),FW",183,79,0(5),69,0,0,1,0,0,73.3,0.8,0,6.15,0,5.0
28,28,41237,Jonathan Biabiany,34," M(LR),FW",177,73,0(1),1,0,0,0,0,1,0,0,0,6.0,0,1.0
