,team_id,team_name,clean_sheets
0,89,Manchester United,14
1,73,Bournemouth,6
2,72,Everton,10
3,75,Leicester,13
4,79,Norwich,4
5,80,Chelsea,9
6,86,Newcastle United,7
7,83,Arsenal,16
8,85,Stoke,9
9,76,West Bromwich Albion,9
10,71,Aston Villa,4
11,74,Southampton,12
12,77,Sunderland,5
13,84,Swansea,7
14,82,Tottenham,10
15,90,Watford,7
16,81,West Ham,10
17,78,Crystal Palace,5
18,88,Manchester City,15
19,87,Liverpool,11
