,team_id,team_name,clean_sheets
0,244,Brentford,7
1,89,Manchester United,7
2,92,Burnley,6
3,80,Chelsea,16
4,72,Everton,7
5,75,Leicester,6
6,90,Watford,3
7,79,Norwich,4
8,86,Newcastle United,8
9,82,Tottenham,16
10,87,Liverpool,21
11,88,Manchester City,20
12,71,Aston Villa,11
13,78,Crystal Palace,9
14,245,Leeds,5
15,220,Brighton,8
16,74,Southampton,7
17,229,Wolverhampton Wanderers,9
18,83,Arsenal,12
19,81,West Ham,8
