,player_number,name,age,position,tall,weight,games,start_games,sub_games,mins,goals,assists,yellow_cards,red_cards,shots_per_game,pass_success_percentage,aerials_won,man_of_the_match,rating
0,5070,Hugo Campagnaro,42, D(CR),181,85,30(1),30,1,2731,0,0,10,0,0.4,80.7,1.8,6,7.47
1,16844,Ezequiel Lavezzi,37," AM(CLR),FW",173,75,29(2),29,2,2650,6,12,8,0,3.0,77.4,0.2,4,7.4
2,24328,Edinson Cavani,35," AM(LR),FW",184,71,32(3),32,3,2904,26,6,4,1,3.6,73.0,0.5,5,7.33
3,2943,Christian Maggio,40," D(R),M(R)",184,79,33,33,0,2808,4,5,6,0,1.1,77.4,2.1,3,7.26
4,22093,Gianluca Grava,45," D(C),M(R)",172,68,12(1),12,1,935,0,0,4,0,0.1,80.8,1.2,1,7.15
5,23498,Fabiano Santacroce,36, D(C),181,72,10(1),10,1,827,0,0,3,0,0.3,79.0,0.5,0,7.05
6,6165,Michele Pazienza,40, DMC,178,75,30(1),30,1,2439,1,2,6,2,0.6,83.9,1.0,0,7.03
7,13475,Marek Hamsik,35," M(C),FW",183,79,36(1),36,1,2987,11,6,5,0,1.8,82.8,0.3,0,6.96
8,538,Paolo Cannavaro,41, D(C),185,83,31(1),31,1,2722,2,1,9,1,0.3,75.8,1.4,1,6.95
9,24997,Walter Gargano,38, DMC,167,73,29(7),29,7,2619,0,4,8,0,0.9,82.5,0.4,1,6.91
10,26682,Juan Camilo Zuñiga,36," D(LR),M(L)",172,72,15(12),15,12,1542,2,2,2,0,1.1,86.1,0.3,2,6.9
11,4229,Emilson Cribari,42," D(L),M(L)",187,79,6(3),6,3,617,0,0,0,0,0.2,83.1,1.1,0,6.86
12,79558,Víctor Ruiz,33, D(C),184,95,6,6,0,540,0,0,2,0,0.0,82.5,0.7,0,6.83
13,24108,Hassan Yebda,38, M(C),187,77,15(14),15,14,1595,0,0,3,0,1.1,86.5,1.3,0,6.78
14,4500,Morgan De Sanctis,45, GK,190,86,38,38,0,3420,0,0,2,0,0.0,58.8,0.0,1,6.74
15,9966,Salvatore Aronica,44, D(C),181,78,19(7),19,7,1874,0,0,8,0,0.2,81.4,0.2,0,6.71
16,6175,Andrea Dossena,41," D(L),M(L)",181,77,31(2),31,2,2465,1,4,5,0,0.5,75.8,0.5,0,6.69
17,10708,Giuseppe Mascara,43," AM(CL),FW",175,66,4(10),4,10,488,3,2,5,0,0.8,76.7,0.6,0,6.53
18,44094,Luigi Vitale,34, FW,180,71,2(4),2,4,221,0,0,2,0,0.5,73.3,1.0,0,6.47
19,18916,José Sosa,37, M(CLR),179,72,7(17),7,17,690,1,3,1,0,0.7,83.9,0.3,0,6.42
20,83389,Raffaele Maiello,31, M(C),177,73,1(2),1,2,105,0,0,0,0,0.0,76.5,0.0,0,6.4
21,2072,Cristiano Lucarelli,46," AM(C),FW",188,85,1(8),1,8,224,1,0,0,0,0.9,55.0,0.7,0,6.27
22,69730,Nicolao Dumitru,30, Forward,184,76,0(9),0,9,95,0,0,0,0,0.3,67.9,0.3,0,6.16
23,156,Manuele Blasi,42, DMC,178,67,1(1),1,1,75,0,0,0,1,0.0,78.8,1.0,0,5.83
