,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,84603,Juan Jesus,31, D(CL),185,83,1,90,0,0,0,0,1,84.3,5,1,7.82,1,0.0
1,1,369971,Leo Östigard,22, D(C),182,81,1,90,0,0,0,0,1,83.5,12,0,7.62,1,0.0
2,2,370912,Kim Min-Jae,25, D(C),190,86,6,540,2,0,1,0,0.7,88.1,4,0,7.46,6,0.0
3,3,370984,Khvicha Kvaratskhelia,21, AM(LR),183,70,6(1),455,4,1,0,0,2.7,81.7,0.1,2,7.27,6,1.0
4,4,118169,Piotr Zielinski,28, M(CL),180,75,5(2),460,1,3,0,0,2,83.8,0,1,7.22,5,2.0
5,5,349561,André-Frank Zambo Anguissa,26, M(C),184,78,7,592,0,2,1,0,1.4,89.4,1.9,0,7.17,7,0.0
6,6,106931,Mário Rui,31," D(L),M(L)",170,67,6,513,0,2,1,0,0.2,84.6,0.3,0,7.16,6,0.0
7,7,111892,Stanislav Lobotka,27, DMC,170,68,5(2),516,1,1,0,0,0.4,95.6,0.4,0,7.09,5,2.0
8,8,298510,Victor Osimhen,23, FW,185,78,5,425,2,1,1,0,5,75.9,2.2,0,6.95,5,0.0
9,9,122469,Giovanni Di Lorenzo,29," D(CLR),M(R)",183,83,7,630,0,1,1,0,0.6,89.3,0.6,0,6.92,7,0.0
10,10,241022,Alex Meret,25, GK,190,82,7,630,0,0,0,0,0,89.8,0.1,1,6.88,7,0.0
11,11,295358,Amir Rrahmani,28, D(CL),192,87,6,540,0,0,1,0,0.8,92.1,2.2,0,6.87,6,0.0
12,12,122683,Matteo Politano,29," AM(CLR),FW",171,67,3(4),282,2,1,1,0,1.9,82.1,0.1,0,6.85,3,4.0
13,13,318511,Hirving Lozano,27," AM(LR),FW",175,70,4(2),325,0,1,0,0,2.2,71.7,0.2,0,6.65,4,2.0
14,14,369883,Gianluca Gaetano,22, Midfielder,181,71,0(1),16,0,1,0,0,1,75.0,0,0,6.46,0,1.0
15,15,371497,Giacomo Raspadori,22," AM(CL),FW",172,69,3(2),253,1,0,1,0,1.8,79.7,0,0,6.46,3,2.0
16,16,339579,Eljif Elmas,22, M(CLR),182,68,2(5),227,1,0,1,0,0.7,85.5,0,0,6.41,2,5.0
17,17,297577,Adam Ounas,25," AM(CLR),FW",172,65,0(2),13,0,0,0,0,0.5,81.3,0.5,0,6.35,0,2.0
18,18,133839,Giovanni Simeone,27," AM(R),FW",180,81,0(4),64,1,0,1,0,0.3,62.5,0.3,0,6.32,0,4.0
19,19,347178,Mathías Olivera,24," D(L),M(L)",184,78,1(4),119,0,0,0,0,0,85.7,0.2,0,6.23,1,4.0
20,20,338762,Alessio Zerbin,23, Forward,182,80,0(3),51,0,0,1,0,0.3,62.5,0,0,6.2,0,3.0
21,21,321389,Tanguy Ndombélé,25, M(C),181,76,2(3),108,0,0,1,0,0.8,91.5,0.2,0,6.12,2,3.0
