,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,114863,Paulo Dybala,28," AM(CR),FW",177,75,26(3),2074,10,5,3,0,3.4,84.3,0.3,5,7.22,26,3
1,1,44868,Juan Cuadrado,34," D(R),M(CLR),FW",179,72,28(5),2496,4,4,9,0,1.1,88.7,0.6,5,7.19,28,5
2,2,322971,Federico Chiesa,24," M(CLR),FW",175,70,11(3),868,2,2,0,0,2,79.1,0,3,6.94,11,3
3,3,88300,Danilo,31," D(CLR),DMC",184,78,22,1895,1,1,6,0,0.6,86.3,1.7,0,6.93,22,0
4,4,320374,Matthijs de Ligt,23, D(C),188,89,29(2),2675,3,1,2,1,0.6,88.9,2.9,2,6.87,29,2
5,5,315369,Dusan Vlahovic,22, FW,190,75,12(3),1078,7,1,2,0,2.9,68.3,1.3,2,6.85,12,3
6,6,91213,Álvaro Morata,29," AM(L),FW",190,84,26(9),2312,9,7,5,0,1.7,75.7,1.1,3,6.83,26,9
7,7,116609,Adrien Rabiot,27," DMC,M(L)",188,71,28(4),2294,0,2,5,0,0.8,83.3,1.5,0,6.82,28,4
8,8,273539,Manuel Locatelli,24, M(C),185,75,23(8),2161,3,4,6,0,0.7,85.8,1,2,6.81,23,8
9,9,9991,Giorgio Chiellini,38, D(C),187,85,16(5),1354,0,0,2,0,0.2,83.5,1.8,0,6.74,16,5
10,10,73379,Wojciech Szczesny,32, GK,195,90,33,2970,0,0,2,0,0,79.4,0.3,2,6.73,33,0
11,11,338275,Weston McKennie,24," D(C),M(CLR)",185,84,15(6),1372,3,0,1,0,1.1,77.3,1.4,1,6.73,15,6
12,12,20664,Leonardo Bonucci,35, D(C),190,85,22(2),2004,5,1,1,0,0.7,87.1,1.8,1,6.7,22,2
13,13,303657,Rodrigo Bentancur,25, M(C),187,72,13(6),1157,0,2,1,0,0.4,87.5,1.1,1,6.65,13,6
14,14,107275,Mattia De Sciglio,29," D(CLR),M(LR)",182,78,13(7),1168,1,2,2,1,0.3,81.8,0.8,0,6.61,13,7
15,15,332268,Luca Pellegrini,23," D(L),M(L)",178,72,15(3),1117,0,1,6,0,0.3,80.6,0.5,0,6.59,15,3
16,16,100995,Alex Sandro,31," D(CL),M(L)",180,80,17(11),1776,0,1,3,0,0.3,85.9,1.1,0,6.57,17,11
17,17,122402,Federico Bernardeschi,28," M(CLR),FW",185,77,16(12),1480,1,2,5,0,1.2,82.1,0.3,1,6.57,16,12
18,18,252419,Denis Zakaria,25," D(C),DMC",191,81,6(3),598,1,1,1,0,1,79.6,0.2,1,6.56,6,3
19,19,116207,Daniele Rugani,28, D(C),190,84,9(3),881,0,0,2,0,0.2,91.0,1.3,0,6.56,9,3
20,20,284114,Arthur,26, DMC,171,73,11(9),957,0,0,3,0,0.1,89.7,0.2,0,6.48,11,9
21,21,355855,Dejan Kulusevski,22," AM(CR),FW",186,80,5(15),762,1,3,1,0,0.9,81.8,0.5,0,6.43,5,15
22,22,78880,Mattia Perin,29, GK,188,85,5,406,0,0,0,0,0,81.2,0,0,6.41,5,0
23,23,425080,Fabio Miretti,19, M(C),0,0,4(2),322,0,0,0,0,0.3,81.8,0.5,0,6.36,4,2
24,24,328990,Moise Kean,22," AM(LR),FW",183,67,12(20),1091,5,1,5,0,0.9,78.3,0.7,0,6.33,12,20
25,25,83981,Carlo Pinsoglio,32, Goalkeeper,194,85,0(1),45,0,0,0,0,0,90.9,0,0,6.3,0,1
26,26,363936,Kaio Jorge,20, FW,176,64,0(9),114,0,0,0,0,0.6,76.3,0,0,6.14,0,9
27,27,26820,Aaron Ramsey,31, M(CLR),178,76,1(2),97,0,0,0,0,0,89.4,0,0,6.07,1,2
28,28,425079,Matìas Soulé,19, Midfielder,176,0,0(2),4,0,0,0,0,1,100.0,0,0,6.0,0,2
29,29,5583,Cristiano Ronaldo,37," M(L),FW",187,83,0(1),31,0,0,1,0,1,61.5,0,0,5.98,0,1
30,30,383628,Marley Aké,21, Forward,177,0,0(4),73,0,0,1,0,0,73.3,0.3,0,5.9,0,4
31,31,395637,Martin Palumbo,20, Midfielder,0,0,0(1),12,0,0,0,0,0,50.0,0,0,5.86,0,1
