,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,33404,Eden Hazard,31," M(CLR),FW",175,74,38,3379,14,9,2,0,2.1,86.8,0.4,10,7.96,38,0.0
1,1,8040,Cesc Fàbregas,35," M(CL),FW",180,77,33(1),2890,3,18,11,1,1.3,85.2,0.8,3,7.62,33,1.0
2,2,38128,Nemanja Matic,34, DMC,194,85,35(1),3124,1,3,10,1,0.8,86.4,2.1,6,7.5,35,1.0
3,3,24248,Diego Costa,33, FW,188,83,24(2),2085,20,3,8,0,2.9,77.4,1.3,5,7.43,24,2.0
4,4,15338,Branislav Ivanovic,38, D(CR),185,80,38,3420,4,5,10,1,1.2,81.2,2.6,1,7.25,38,0.0
5,5,25931,César Azpilicueta,33," D(CLR),M(R)",178,76,29,2484,0,3,1,1,0.2,83.6,1.3,3,7.24,29,0.0
6,6,41065,Oscar,31, M(CLR),179,70,26(2),2038,6,8,5,0,2.6,82.6,1.1,1,7.2,26,2.0
7,7,70,John Terry,41, D(C),187,90,38,3420,5,0,2,0,0.5,89.6,2.6,1,7.03,38,0.0
8,8,29463,Willian,34, AM(CLR),174,76,28(8),2418,2,3,3,0,1.5,85.1,0.4,0,7.02,28,8.0
9,9,11981,Gary Cahill,36, D(C),193,86,33(3),2985,1,0,5,0,0.6,86.5,3.3,0,6.96,33,3.0
10,10,6775,Petr Cech,40, GK,196,90,6(1),606,0,0,0,0,0,58.5,0,0,6.89,6,1.0
11,11,22152,Filipe Luís,37, D(L),181,77,9(6),939,0,0,1,0,0.3,86.3,0.9,0,6.89,9,6.0
12,12,73798,Thibaut Courtois,30, GK,200,96,32,2814,0,0,1,0,0,49.5,0.3,1,6.78,32,0.0
13,13,28191,Ramires,35, M(CR),180,73,11(12),1102,2,4,4,0,0.7,79.9,1,0,6.68,11,12.0
14,14,77461,André Schürrle,31," M(CLR),FW",184,73,5(9),433,3,0,2,0,1.5,79.0,0.9,0,6.61,5,9.0
15,15,106086,Kurt Zouma,27, D(CR),190,96,7(8),644,0,0,0,0,0.1,80.6,1.5,0,6.6,7,8.0
16,16,23054,Loïc Rémy,35," M(LR),FW",185,80,6(13),668,7,0,0,0,1.6,82.5,0.6,0,6.58,6,13.0
17,17,15464,John Obi Mikel,35, M(C),188,83,6(12),697,0,1,1,0,0.2,90.7,0.4,0,6.44,6,12.0
18,18,4384,Didier Drogba,44, FW,189,91,8(20),856,4,1,5,0,1.1,60.3,1.6,0,6.43,8,20.0
19,19,44868,Juan Cuadrado,34," D(R),M(CLR),FW",179,72,4(8),312,0,0,2,0,0.7,90.8,0.2,0,6.37,4,8.0
20,20,255777,Ruben Loftus-Cheek,26, M(CLR),191,88,2(1),134,0,0,0,0,0.3,94.2,0.3,0,6.33,2,1.0
21,21,122945,Nathan Aké,27," D(CL),DMC",180,75,0(1),17,0,0,0,0,0,93.8,0,0,6.19,0,1.0
22,22,127119,Isaiah Brown,25," AM(CL),FW",182,70,0(1),11,0,0,0,0,0,72.7,1,0,6.09,0,1.0
23,23,130331,Andreas Christensen,26," D(C),DMC",187,82,0(1),12,0,0,0,0,0,100.0,0,0,6.08,0,1.0
24,24,108226,Mohamed Salah,30," AM(CLR),FW",175,71,0(3),30,0,0,0,0,0.7,78.3,0,0,5.97,0,3.0
