,team_id,team_name,clean_sheets
0,110,Fiorentina,8
1,94,Verona,5
2,230,Parma Calcio 1913,2
3,101,Genoa,9
4,104,Sassuolo,7
5,98,Juventus,8
6,111,AC Milan,13
7,113,Torino,5
8,116,Cagliari,6
9,102,Sampdoria,7
10,106,Inter,14
11,260,Spezia,4
12,105,Napoli,14
13,115,Crotone,2
14,95,Roma,11
15,97,Bologna,5
16,222,Benevento,6
17,99,Udinese,6
18,96,Lazio,11
19,107,Atalanta,10
