,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,20973,Lukasz Fabianski,37, GK,190,83,1,90,0,0,0,0,0,62.9,0,0,7.9,1,0.0
1,1,26820,Aaron Ramsey,31, M(CLR),178,76,20(3),1764,10,8,3,0,2.2,84.4,0.5,6,7.76,20,3.0
2,2,24444,Olivier Giroud,35, FW,192,93,36,3083,16,8,4,0,3.1,68.9,4,3,7.36,36,0.0
3,3,4522,Santi Cazorla,37, M(CLR),168,65,30(1),2597,4,8,2,0,2.4,86.3,0.2,3,7.36,30,1.0
4,4,30051,Laurent Koscielny,37, D(C),186,75,32,2742,2,0,1,1,0.4,93.5,1.7,3,7.32,32,0.0
5,5,13756,Mesut Özil,33, M(CLR),180,76,25(1),2150,5,9,0,0,1.2,88,0.2,4,7.27,25,1.0
6,6,19471,Bacary Sagna,39, D(CR),176,72,34(1),3061,1,2,6,0,0.5,85.4,3.5,1,7.2,34,1.0
7,7,6292,Per Mertesacker,37, D(C),198,90,35,3150,2,0,3,0,0.5,93,2.8,1,7.15,35,0.0
8,8,1443,Mikel Arteta,40, M(C),183,64,27(4),2407,2,0,3,1,0.4,92.1,1.4,0,7.14,27,4.0
9,9,13796,Theo Walcott,33," M(CLR),FW",176,68,9(4),859,5,4,1,0,2.5,81.4,0.3,2,7.11,9,4.0
10,10,27550,Kieran Gibbs,32," D(L),M(L)",181,73,24(4),2055,0,1,2,1,0.3,79.5,1.6,0,7.06,24,4.0
11,11,73379,Wojciech Szczesny,32, GK,195,90,37,3330,0,0,2,0,0,62.4,0.4,0,7.04,37,0.0
12,12,42686,Jack Wilshere,30, M(CLR),172,68,19(5),1720,3,4,6,0,0.9,86.1,0.2,2,7.01,19,5.0
13,13,6040,Lukas Podolski,37," AM(CLR),FW",182,80,14(6),1173,8,2,0,0,2.1,88.8,0.9,1,6.98,14,6.0
14,14,119501,Serge Gnabry,27," AM(CLR),FW",176,77,5(4),464,1,0,0,0,1.3,85.3,0.1,0,6.88,5,4.0
15,15,10209,Thomas Vermaelen,36, D(CL),183,80,7(7),782,0,1,0,0,0.3,90.8,2.4,0,6.77,7,7.0
16,16,23072,Nacho Monreal,36," D(CL),M(L)",179,72,13(10),1179,0,1,2,0,0.2,88.2,0.8,0,6.67,13,10.0
17,17,845,Tomas Rosicky,41, M(CR),178,65,17(10),1574,2,1,8,0,0.9,84.7,0.5,0,6.67,17,10.0
18,18,91879,Carl Jenkinson,30, D(R),185,77,7(7),800,1,2,1,0,0.1,85.2,0.6,0,6.66,7,7.0
19,19,6321,Mathieu Flamini,38, M(C),178,67,18(9),1604,2,0,8,1,0.7,91.5,0.9,0,6.63,18,9.0
20,20,3777,Kim Källström,40, M(C),185,87,1(2),128,0,0,1,0,1,82,0.7,0,6.61,1,2.0
21,21,84146,Alex Oxlade Chamberlain,29, M(CLR),180,70,6(8),525,2,2,0,0,1.3,80.4,0.2,1,6.55,6,8.0
22,22,13819,Nicklas Bendtner,34, FW,193,84,1(8),157,2,0,0,0,0.9,81.2,0.7,0,6.43,1,8.0
23,23,97376,Ryo Miyaichi,29, M(LR),183,78,0(1),17,0,0,0,0,0,100,0,0,6.33,0,1.0
24,24,83304,Yaya Sanogo,29, FW,191,74,0(8),71,0,0,0,0,0.3,68,0.9,0,6.09,0,8.0
25,25,18214,Abou Diaby,36, M(C),191,75,0(1),16,0,0,0,0,0,84.6,0,0,6.05,0,1.0
26,26,122294,Chuba Akpom,26, FW,183,70,0(1),1,0,0,0,0,0,0,0,0,6.0,0,1.0
