,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,115161,Marcel Halstenberg,30," D(CL),M(L)",188,87,22(2),1988,2,3,4,0,1.2,68.5,2.7,3,7.5,22,2
1,1,37940,Stefan Ilsanker,33," D(CR),DMC",189,85,24(2),2074,1,1,10,0,0.6,76.9,4.4,5,7.44,24,2
2,2,104917,Willi Orbán,29, D(C),186,87,32,2844,1,1,9,1,0.8,77.6,5.6,2,7.43,32,0
3,3,141716,Emil Forsberg,30," AM(CLR),FW",177,76,30(2),2580,8,6,3,0,2.5,73.4,0.9,2,7.36,30,2
4,4,18639,Marvin Compper,37, D(C),185,80,22(1),1997,3,1,1,0,0.9,77.8,4,1,7.23,22,1
5,5,91067,Dominik Kaiser,34, M(CR),171,69,30,2574,7,6,5,0,2.1,74.6,1.1,2,7.2,30,0
6,6,133886,Diego Demme,30, DMC,172,71,26(2),2190,0,2,7,0,0.4,76.1,1.1,1,7.17,26,2
7,7,92051,Marcel Sabitzer,28," M(CLR),FW",178,76,32,2780,8,5,4,0,2.6,65.7,1.2,0,7.11,32,0
8,8,132943,Yussuf Poulsen,28," AM(R),FW",192,84,22(10),1991,7,4,7,0,1.9,65.4,3.8,2,6.93,22,10
9,9,86191,Atinç Nukan,29, D(C),196,86,7(5),600,1,0,3,0,0.3,72.9,5.1,0,6.9,7,5
10,10,143600,Lukas Klostermann,26," D(CLR),M(R)",187,88,28(2),2481,1,4,2,0,0.8,71.2,1.7,0,6.9,28,2
11,11,69630,Stefan Hierländer,31, Midfielder,180,73,1,77,0,0,0,0,0,37.0,1,0,6.87,1,0
12,12,137852,Davie Selke,27, FW,194,88,20(10),1821,10,1,4,0,1.9,55.3,3.4,3,6.81,20,10
13,13,93937,Massimo Bruno,29, AM(CLR),178,74,11(13),1230,2,2,2,0,2,69.7,0.4,0,6.73,11,13
14,14,115565,Anthony Jung,30," D(CL),M(L)",186,83,11(11),1108,0,0,4,0,0.4,73.3,1.5,1,6.66,11,11
15,15,76513,Georg Teigl,31," D(R),M(R)",183,77,7(4),699,0,0,1,0,1.2,67.1,0.4,0,6.65,7,4
16,16,299057,Ken Gipson,26, Defender,178,69,1(1),134,0,0,1,0,1.5,57.4,1.5,0,6.56,1,1
17,17,67369,Péter Gulácsi,32, GK,191,86,13(1),1227,0,0,0,0,0,61.2,0.4,0,6.56,13,1
18,18,21083,Fabio Coltorti,41, GK,197,98,21,1833,0,0,0,0,0,59.1,0.2,1,6.54,21,0
19,19,110266,Rani Khedira,28," D(C),DMC",189,86,10(9),808,0,0,2,0,0.2,70.3,1.9,0,6.49,10,9
20,20,132946,Tim Sebastian,38, D(C),188,79,3(3),209,0,0,1,0,0.3,79.6,2.2,0,6.38,3,3
21,21,143463,Zsolt Kalmár,27, AM(CL),185,78,0(4),69,0,0,0,0,0.8,61.3,0.3,0,6.28,0,4
22,22,243509,Nils Quaschner,28," AM(L),FW",184,81,1(18),331,1,1,0,0,0.6,64.6,1.4,0,6.25,1,18
23,23,330505,Idrissa Touré,24, Midfielder,188,76,0(1),1,0,0,0,0,0,100.0,0,0,6.0,0,1
