,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,29888,Medhi Benatia,35, D(C),189,94,32(1),2860,5,0,8,0,0.6,88.6,2.6,4,7.59,32,1
1,1,30226,Miralem Pjanic,32, M(C),178,72,32(3),2704,6,6,7,1,2,88.3,0.5,6,7.54,32,3
2,2,35954,Kevin Strootman,32, DMC,186,78,24(1),2005,5,6,6,0,1.4,88.4,1,1,7.42,24,1
3,3,5202,Daniele De Rossi,39," D(C),M(C)",184,83,31(1),2724,1,1,4,1,1,89.4,1.8,2,7.4,31,1
4,4,17740,Gervinho,35," M(LR),FW",179,66,30(3),2730,9,10,2,0,1.9,85.6,0.2,3,7.35,30,3
5,5,183,Francesco Totti,45," AM(CL),FW",180,82,20(6),1675,8,10,3,0,2.6,78.4,0.6,4,7.32,20,6
6,6,52380,Radja Nainggolan,34, M(C),176,65,16(1),1418,2,3,5,0,2.3,88.1,1.2,3,7.32,16,1
7,7,18139,Castán,35, D(C),184,80,36,3148,0,1,7,1,0.1,88.2,1.6,2,7.31,36,0
8,8,13356,Federico Balzaretti,40, D(L),178,70,10(1),914,1,0,1,1,0.7,88.9,1.5,0,7.27,10,1
9,9,76953,Dodô,30," D(L),M(L)",181,79,15(4),1359,0,1,2,0,0.8,85.0,1.5,0,7.19,15,4
10,10,8007,Maicon,41, D(R),184,77,28,2328,2,0,4,1,1.4,87.1,1,0,7.12,28,0
11,11,67434,Mattia Destro,31, FW,181,73,14(6),1238,13,1,5,0,2,73.0,0.9,1,7.07,14,6
12,12,68034,Adem Ljajic,30," AM(CLR),FW",182,80,17(11),1621,6,5,5,0,1.9,90.9,0,0,7.01,17,11
13,13,77397,Lukasz Skorupski,31, GK,187,84,2,180,0,0,0,0,0,73.5,0,0,6.99,2,0
14,14,64075,Rafael Tolói,31, D(C),185,75,4(1),379,0,0,1,0,0.4,91.1,1.4,0,6.93,4,1
15,15,23567,Vasilis Torosidis,37," D(CLR),M(R)",185,80,12(6),1238,1,0,1,0,0.5,82.0,0.8,0,6.93,12,6
16,16,4500,Morgan De Sanctis,45, GK,190,86,36,3240,0,0,2,0,0,60.3,0.4,0,6.87,36,0
17,17,5698,Rodrigo Taddei,42, M(C),177,69,6(13),836,2,1,3,0,0.5,90.1,0.1,0,6.8,6,13
18,18,10333,Nicolás Burdisso,41, D(C),183,81,3(2),317,0,0,0,0,0.2,91.4,1.4,0,6.79,3,2
19,19,118158,Alessio Romagnoli,27, D(CL),185,75,8(3),702,0,0,4,0,0.2,88.6,1.4,0,6.77,8,3
20,20,125095,Tin Jedvaj,26, D(CLR),185,81,1(1),97,0,0,1,0,0,93.1,1.5,0,6.71,1,1
21,21,101596,Alessandro Florenzi,31," D(R),M(CLR)",173,67,22(15),1870,6,7,4,0,1.3,81.6,0.5,1,6.66,22,15
22,22,22825,Michael Bradley,35," D(C),M(C)",185,87,5(6),556,1,0,2,0,0.6,91.8,0.3,0,6.52,5,6
23,23,4644,Marco Borriello,40, FW,180,73,6(5),516,1,0,2,0,0.6,80.4,1.6,1,6.45,6,5
24,24,98567,Gianluca Caprari,29," AM(CLR),FW",176,72,0(1),14,0,0,0,0,2,91.7,0,0,6.39,0,1
25,25,5369,Michel Bastos,39," D(L),M(CLR)",179,71,3(13),452,1,0,1,0,0.8,85.7,0.4,0,6.37,3,13
26,26,141269,Luca Mazzitelli,26, DMC,184,76,0(1),31,0,0,0,0,0,87.5,0,0,6.24,0,1
27,27,40802,Marquinho,36, M(CL),182,79,3(8),308,0,0,1,0,0.7,77.2,0.5,0,6.19,3,8
28,28,112227,Federico Ricci,28, AM(LR),175,63,1(3),68,0,0,0,0,0,100.0,0,0,6.13,1,3
