,team_id,team_name,clean_sheets
0,160,Lille,15
1,162,SC Bastia,13
2,164,Marseille,7
3,166,Montpellier,9
4,168,Nantes,12
5,170,Nice,11
6,172,Troyes,0
7,174,Toulouse,7
8,176,Bordeaux,9
9,178,Lyon,12
10,171,Monaco,13
11,175,Saint-Etienne,15
12,163,Rennes,6
13,167,Angers,11
14,165,Caen,8
15,169,Guingamp,13
16,177,Reims,4
17,179,Lorient,6
18,161,Paris Saint Germain,20
19,173,GFC Ajaccio,5
