,match_id,home_team_id,home_team,home_short_title,away_team_id,away_team,away_short_title,home_goals,away_goals,datetime
0,17822,171,Monaco,MON,168,Nantes,NAN,1,1,2021-08-06 19:00:00
1,17823,178,Lyon,LYO,241,Brest,BRE,1,1,2021-08-07 15:00:00
2,17824,172,Troyes,TRO,161,Paris Saint Germain,PSG,1,2,2021-08-07 19:00:00
3,17825,163,Rennes,REN,210,Lens,LEN,1,1,2021-08-08 11:00:00
4,17826,175,Saint-Etienne,SEN,179,Lorient,LOR,1,1,2021-08-08 13:00:00
5,17827,225,Strasbourg,STR,167,Angers,ANG,0,2,2021-08-08 13:00:00
6,17828,176,Bordeaux,BOR,270,Clermont Foot,CLE,0,2,2021-08-08 13:00:00
7,17829,170,Nice,NIC,177,Reims,REI,0,0,2021-08-08 13:00:00
8,17830,180,Metz,MET,160,Lille,LIL,3,3,2021-08-08 15:00:00
9,17831,166,Montpellier,MPL,164,Marseille,MAR,2,3,2021-08-08 18:45:00
10,17832,179,Lorient,LOR,171,Monaco,MON,1,0,2021-08-13 19:00:00
11,17833,160,Lille,LIL,170,Nice,NIC,0,4,2021-08-14 15:00:00
12,17834,161,Paris Saint Germain,PSG,225,Strasbourg,STR,4,2,2021-08-14 19:00:00
13,17835,167,Angers,ANG,178,Lyon,LYO,3,0,2021-08-15 11:00:00
14,17836,241,Brest,BRE,163,Rennes,REN,1,1,2021-08-15 13:00:00
15,17837,270,Clermont Foot,CLE,172,Troyes,TRO,2,0,2021-08-15 13:00:00
16,17838,168,Nantes,NAN,180,Metz,MET,2,0,2021-08-15 13:00:00
17,17839,177,Reims,REI,166,Montpellier,MPL,3,3,2021-08-15 13:00:00
18,17840,210,Lens,LEN,175,Saint-Etienne,SEN,2,2,2021-08-15 15:00:00
19,17841,164,Marseille,MAR,176,Bordeaux,BOR,2,2,2021-08-15 18:45:00
20,17842,241,Brest,BRE,161,Paris Saint Germain,PSG,2,4,2021-08-20 19:00:00
21,17843,171,Monaco,MON,210,Lens,LEN,0,2,2021-08-21 15:00:00
22,17844,175,Saint-Etienne,SEN,160,Lille,LIL,1,1,2021-08-21 19:00:00
23,17845,178,Lyon,LYO,270,Clermont Foot,CLE,3,3,2021-08-22 11:00:00
24,17846,180,Metz,MET,177,Reims,REI,1,1,2021-08-22 13:00:00
25,17847,176,Bordeaux,BOR,167,Angers,ANG,1,1,2021-08-22 13:00:00
26,17848,225,Strasbourg,STR,172,Troyes,TRO,1,1,2021-08-22 13:00:00
27,17849,166,Montpellier,MPL,179,Lorient,LOR,3,1,2021-08-22 13:00:00
28,17850,163,Rennes,REN,168,Nantes,NAN,1,0,2021-08-22 15:00:00
29,17852,168,Nantes,NAN,178,Lyon,LYO,0,1,2021-08-27 19:00:00
30,17853,170,Nice,NIC,176,Bordeaux,BOR,4,0,2021-08-28 15:00:00
31,17854,164,Marseille,MAR,175,Saint-Etienne,SEN,3,1,2021-08-28 19:00:00
32,17855,172,Troyes,TRO,171,Monaco,MON,1,2,2021-08-29 11:00:00
33,17856,225,Strasbourg,STR,241,Brest,BRE,3,1,2021-08-29 13:00:00
34,17857,167,Angers,ANG,163,Rennes,REN,2,0,2021-08-29 13:00:00
35,17858,270,Clermont Foot,CLE,180,Metz,MET,2,2,2021-08-29 13:00:00
36,17859,210,Lens,LEN,179,Lorient,LOR,2,2,2021-08-29 13:00:00
37,17860,160,Lille,LIL,166,Montpellier,MPL,2,1,2021-08-29 15:00:00
38,17861,177,Reims,REI,161,Paris Saint Germain,PSG,0,2,2021-08-29 18:45:00
39,17867,179,Lorient,LOR,160,Lille,LIL,2,1,2021-09-10 19:00:00
40,17863,161,Paris Saint Germain,PSG,270,Clermont Foot,CLE,4,0,2021-09-11 15:00:00
41,17871,171,Monaco,MON,164,Marseille,MAR,0,2,2021-09-11 19:00:00
42,17869,166,Montpellier,MPL,175,Saint-Etienne,SEN,2,0,2021-09-12 11:00:00
43,17864,163,Rennes,REN,177,Reims,REI,0,2,2021-09-12 13:00:00
44,17865,176,Bordeaux,BOR,210,Lens,LEN,2,3,2021-09-12 13:00:00
45,17866,241,Brest,BRE,167,Angers,ANG,1,1,2021-09-12 13:00:00
46,17870,180,Metz,MET,172,Troyes,TRO,0,2,2021-09-12 13:00:00
47,17862,168,Nantes,NAN,170,Nice,NIC,0,2,2021-09-12 15:00:00
48,17868,178,Lyon,LYO,225,Strasbourg,STR,3,1,2021-09-12 18:45:00
49,17873,225,Strasbourg,STR,180,Metz,MET,3,0,2021-09-17 19:00:00
50,17876,210,Lens,LEN,160,Lille,LIL,1,0,2021-09-18 15:00:00
51,17881,175,Saint-Etienne,SEN,176,Bordeaux,BOR,1,2,2021-09-18 19:00:00
52,17878,170,Nice,NIC,171,Monaco,MON,2,2,2021-09-19 11:00:00
53,17872,172,Troyes,TRO,166,Montpellier,MPL,1,1,2021-09-19 13:00:00
54,17874,167,Angers,ANG,168,Nantes,NAN,1,4,2021-09-19 13:00:00
55,17875,270,Clermont Foot,CLE,241,Brest,BRE,1,1,2021-09-19 13:00:00
56,17880,177,Reims,REI,179,Lorient,LOR,0,0,2021-09-19 13:00:00
57,17877,164,Marseille,MAR,163,Rennes,REN,2,0,2021-09-19 15:00:00
58,17879,161,Paris Saint Germain,PSG,178,Lyon,LYO,2,1,2021-09-19 18:45:00
59,17886,171,Monaco,MON,175,Saint-Etienne,SEN,3,1,2021-09-22 17:00:00
60,17887,166,Montpellier,MPL,176,Bordeaux,BOR,3,3,2021-09-22 17:00:00
61,17888,168,Nantes,NAN,241,Brest,BRE,3,1,2021-09-22 17:00:00
62,17889,163,Rennes,REN,270,Clermont Foot,CLE,6,0,2021-09-22 17:00:00
63,17891,160,Lille,LIL,177,Reims,REI,2,1,2021-09-22 17:00:00
64,17882,210,Lens,LEN,225,Strasbourg,STR,0,1,2021-09-22 19:00:00
65,17883,167,Angers,ANG,164,Marseille,MAR,0,0,2021-09-22 19:00:00
66,17884,178,Lyon,LYO,172,Troyes,TRO,3,1,2021-09-22 19:00:00
67,17885,180,Metz,MET,161,Paris Saint Germain,PSG,1,2,2021-09-22 19:00:00
68,17890,179,Lorient,LOR,170,Nice,NIC,1,0,2021-09-22 19:00:00
69,17899,175,Saint-Etienne,SEN,170,Nice,NIC,0,3,2021-09-25 15:00:00
70,17900,225,Strasbourg,STR,160,Lille,LIL,1,2,2021-09-25 17:00:00
71,17895,178,Lyon,LYO,179,Lorient,LOR,1,1,2021-09-25 19:00:00
72,17897,161,Paris Saint Germain,PSG,166,Montpellier,MPL,2,0,2021-09-25 19:00:00
73,17892,176,Bordeaux,BOR,163,Rennes,REN,1,1,2021-09-26 11:00:00
