,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,300713,Kylian Mbappé,23," AM(LR),FW",178,73,34(1),3032,28,17,10,0,4.2,82.2,0.1,12,8.04,34,1
1,1,11119,Lionel Messi,35," AM(CR),FW",170,72,24(2),2153,6,14,0,0,3.4,86.7,0.2,5,7.77,24,2
2,2,50835,Neymar,30," AM(CLR),FW",175,68,22,1861,13,6,10,0,2.5,82.2,0.2,2,7.65,22,0
3,3,91961,Marco Verratti,29, M(C),165,60,23(1),1951,2,2,12,0,0.3,91.6,0.2,2,7.21,23,1
4,4,23110,Ángel Di María,34," M(CLR),FW",180,75,19(7),1654,5,7,2,0,2,80.3,0,3,7.17,19,7
5,5,248112,Abdou Diallo,26, D(CL),187,79,10(2),877,0,1,1,0,0.2,89.7,1.2,0,6.93,10,2
6,6,94891,Danilo Pereira,31," D(C),DMC",188,83,22(5),2039,5,0,3,0,0.7,94.6,1.1,0,6.93,22,5
7,7,320834,Achraf Hakimi,23," D(LR),M(R)",181,73,28(4),2486,4,6,3,1,0.6,90.4,0.3,2,6.93,28,4
8,8,109338,Sergio Rico,29, GK,195,90,0(1),22,0,0,0,0,0,66.7,0,0,6.89,0,1
9,9,80464,Idrissa Gueye,32, M(C),174,66,18(8),1641,3,1,4,0,0.9,93.5,0.4,2,6.86,18,8
10,10,101949,Marquinhos,28," D(CR),DMC",183,75,32,2862,5,0,5,0,0.7,93.6,1.3,0,6.86,32,0
11,11,71174,Ander Herrera,33, M(C),182,71,12(7),1093,3,2,2,0,0.7,92.3,0.1,1,6.84,12,7
12,12,65901,Keylor Navas,35, GK,185,80,21,1858,0,0,0,1,0,89.9,0.1,0,6.78,21,0
13,13,9909,Sergio Ramos,36, D(CR),184,82,8(4),799,2,0,1,1,1,93.7,1.2,0,6.78,8,4
14,14,247800,Presnel Kimpembe,27, D(C),183,77,29(1),2580,1,0,6,0,0.2,95.5,1.6,0,6.76,29,1
15,15,106590,Rafinha,30, M(CLR),174,71,3(2),221,0,0,0,0,1,90.3,0,0,6.75,3,2
16,16,93700,Leandro Paredes,28, DMC,180,75,10(5),842,1,2,3,0,0.5,95.8,0.3,1,6.73,10,5
17,17,106894,Juan Bernat,29," D(L),M(CL)",177,67,12(3),965,0,0,2,0,0.1,93.5,0.5,0,6.69,12,3
18,18,262515,Gianluigi Donnarumma,23, GK,196,90,17,1530,0,0,3,0,0,88.1,0.2,0,6.69,17,0
19,19,395221,Nuno Mendes,20," D(L),M(L)",176,70,18(9),1654,0,1,3,0,0.3,88.1,0.4,0,6.67,18,9
20,20,255167,Thilo Kehrer,25," D(CLR),M(R)",186,76,16(11),1505,2,0,0,0,0.3,94.7,1,0,6.56,16,11
21,21,94868,Pablo Sarabia,30," D(L),M(CLR),FW",174,70,0(2),21,1,0,1,0,0.5,72.2,0,0,6.53,0,2
22,22,96449,Julian Draxler,29," AM(CLR),FW",185,72,5(13),542,2,1,0,0,0.5,91.6,0.1,0,6.49,5,13
23,23,361283,Colin Dagba,24, D(R),170,62,2(1),166,0,0,1,0,0,93.3,0.3,0,6.43,2,1
24,24,33568,Georginio Wijnaldum,31, M(CLR),175,69,18(13),1654,1,3,2,0,0.7,90.2,0.4,0,6.42,18,13
25,25,372927,Éric Ebimbe,21, AM(CR),183,66,4(6),315,0,0,2,0,0.4,89.7,0.1,0,6.38,4,6
26,26,106964,Mauro Icardi,29, FW,181,75,10(14),1019,4,0,1,0,1.2,80.5,0.2,0,6.35,10,14
27,27,421405,El Chadaille Bitshiabu,17, Defender,196,0,0(1),4,0,0,0,0,0,100.0,1,0,6.24,0,1
28,28,437309,Djeidi Gassama,19, Forward,0,0,0(1),1,0,0,0,0,0,100.0,0,0,6.12,0,1
29,29,425077,Sekou Yansané,19, Forward,0,0,0(1),16,0,0,0,0,0,100.0,0,0,6.11,0,1
30,30,384005,Arnaud Kalimuendo,20, FW,175,63,0(2),6,0,0,0,0,0,100.0,0,0,6.07,0,2
31,31,399772,Xavi Simons,19, Midfielder,168,58,1(5),127,0,0,1,0,0.3,81.4,0.3,0,6.06,1,5
32,32,234358,Alexandre Letellier,31, GK,193,93,0(1),7,0,0,0,0,0,100.0,0,0,6.04,0,1
33,33,421404,Nathan Bitumazala,19, Midfielder,0,0,0(1),10,0,0,0,0,0,87.5,0,0,6.02,0,1
34,34,413187,Ismaël Gharbi,18, Midfielder,0,0,0(1),1,0,0,0,0,0,100.0,0,0,6.01,0,1
35,35,410257,Edouard Michut,19, Midfielder,0,0,0(5),67,0,1,0,1,0,94.4,0,0,6.0,0,5
