,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,80767,Philippe Coutinho,30, M(CLR),172,68,28(3),2245,13,7,2,0,3.4,83.9,0.2,8,7.56,28,3
1,1,96182,Roberto Firmino,30," M(CLR),FW",181,76,34(1),3069,11,7,5,0,2.9,79.4,1.8,5,7.54,34,1
2,2,109915,Sadio Mané,30," AM(CLR),FW",175,69,26(1),2248,13,5,4,0,2.1,77.5,1.6,2,7.51,26,1
3,3,68659,Jordan Henderson,32," D(C),M(CLR)",182,67,24,2118,1,4,8,0,0.7,85.9,1.1,2,7.3,24,0
4,4,4511,James Milner,36," D(LR),M(CLR)",175,70,36,3160,7,3,5,0,1,79.7,1.6,2,7.26,36,0
5,5,29106,Dejan Lovren,33, D(C),188,84,29,2555,2,1,6,0,0.5,86.6,3.6,0,7.13,29,0
6,6,74341,Joël Matip,31, D(C),195,90,27(2),2456,1,0,3,0,0.9,87.2,2.2,0,7.11,27,2
7,7,21683,Adam Lallana,34, M(CLR),172,73,27(4),2350,8,7,3,0,1.6,84.3,0.7,1,7.1,27,4
8,8,111212,Emre Can,28," D(CLR),DMC",186,86,26(6),2368,5,2,6,0,1.4,81.6,2.1,3,7.05,26,6
9,9,33568,Georginio Wijnaldum,31, M(CLR),175,69,33(3),2978,6,9,2,0,1.7,87.3,1.1,0,6.95,33,3
10,10,69375,Nathaniel Clyne,31," D(LR),M(R)",175,67,37,3324,0,2,0,0,0.7,83.3,0.4,0,6.8,37,0
11,11,52197,Simon Mignolet,34, GK,193,87,28,2520,0,0,0,0,0,61.5,0.7,0,6.72,28,0
12,12,31451,Lucas Leiva,35," D(C),M(C)",179,74,12(12),1105,0,3,4,0,0.3,83.9,2.2,0,6.68,12,12
13,13,10839,Ragnar Klavan,36, D(C),187,85,15(5),1408,0,0,3,0,0.2,88.4,1.9,0,6.68,15,5
14,14,23736,Daniel Sturridge,33," M(R),FW",188,76,7(13),769,3,1,1,0,2,74.4,0.2,0,6.67,7,13
15,15,124688,Divock Origi,27," AM(LR),FW",185,75,14(20),1460,7,3,0,0,1.1,76.2,0.9,0,6.5,14,20
16,16,107176,Loris Karius,29, GK,189,87,10,900,0,0,0,0,0,64.9,0.1,0,6.34,10,0
17,17,113275,Alberto Moreno,30," D(L),M(L)",171,65,2(10),298,0,1,1,0,0.3,83.5,0.2,0,6.28,2,10
18,18,244779,Marko Grujic,26, DMC,191,86,0(5),38,0,0,1,0,0.8,78.8,1,0,6.22,0,5
19,19,318871,Trent Alexander-Arnold,23," D(R),M(R)",175,69,2(5),166,0,0,0,0,0.4,64.8,0,0,6.2,2,5
20,20,330818,Ben Woodburn,22, AM(CL),174,72,1(4),84,0,0,0,0,0.4,90.6,0.2,0,6.14,1,4
21,21,107846,Kevin Stewart,29, DMC,181,73,0(4),18,0,0,0,0,0,60.0,0.8,0,6.13,0,4
22,22,327852,Ovie Ejaria,24, M(CL),183,75,0(2),6,0,0,0,0,0,100.0,0,0,6.1,0,2
