,Unnamed: 0,player_number,name,age,position,tall,weight,games,mins,goals,assists,yel,red,spg,ps,aw,motm,rating,start_games,sub_games
0,0,4564,Robin van Persie,39," AM(C),FW",183,71,19(6),1768,18,7,4,0,3.9,79.7,1.1,6,7.56,19,6
1,1,8040,Cesc Fàbregas,35," M(CL),FW",180,77,22(3),1887,3,11,5,0,2.8,80.5,0.2,2,7.55,22,3
2,2,10599,Alexandre Song,35, M(C),185,74,30(1),2595,4,2,7,1,0.7,86.2,1.3,2,7.38,30,1
3,3,6042,Gaël Clichy,37, D(L),176,65,33,2970,0,1,3,0,0.4,80.3,1.7,1,7.34,33,0
4,4,13298,Samir Nasri,35, M(CLR),175,75,28(2),2392,10,1,4,0,2.7,87.6,0.1,4,7.31,28,2
5,5,10209,Thomas Vermaelen,36, D(CL),183,80,5,450,0,1,0,0,2,88.3,3.8,0,7.26,5,0
6,6,19471,Bacary Sagna,39, D(CR),176,72,33,2969,1,3,2,1,0.6,87.0,2.2,0,7.16,33,0
7,7,18214,Abou Diaby,36, M(C),191,75,13(3),962,2,3,1,1,1,90.6,1.1,1,7.08,13,3
8,8,4599,Andrey Arshavin,41, AM(LR),172,69,25(12),2197,6,11,1,0,1.9,75.0,0.1,1,7.06,25,12
9,9,42686,Jack Wilshere,30, M(CLR),172,68,31(4),2652,1,3,7,1,0.8,86.1,0.3,0,7.05,31,4
10,10,30051,Laurent Koscielny,37, D(C),186,75,30,2619,2,0,5,2,0.4,85.2,2.7,1,7.04,30,0
11,11,11680,Johan Djourou,35, D(C),191,87,20(2),1796,1,0,3,0,0.4,90.1,2,0,6.97,20,2
12,12,13796,Theo Walcott,33," M(CLR),FW",176,68,19(9),1696,9,7,0,0,2.4,82.9,0.1,2,6.92,19,9
13,13,6236,Marouane Chamakh,38," AM(C),FW",185,70,18(11),1846,7,4,5,0,1.8,78.1,2.2,2,6.91,18,11
14,14,73379,Wojciech Szczesny,32, GK,195,90,15,1350,0,0,1,0,0,48.1,0.1,0,6.8,15,0
15,15,3929,Sébastien Squillaci,42, D(C),185,80,20(2),1818,1,0,1,0,0.5,87.3,1.3,1,6.76,20,2
16,16,20973,Lukasz Fabianski,37, GK,190,83,14,1260,0,1,0,0,0,44.9,0.1,0,6.75,14,0
17,17,845,Tomas Rosicky,41, M(CR),178,65,8(13),929,0,1,3,0,1.1,87.8,0.2,0,6.67,8,13
18,18,628,Jens Lehmann,52, GK,190,87,1,90,0,0,0,0,0,45.8,0,0,6.6,1,0
19,19,27550,Kieran Gibbs,32," D(L),M(L)",181,73,4(3),345,0,0,1,0,0.4,84.3,1.6,0,6.55,4,3
20,20,22649,Denílson,34, M(C),182,70,6(10),622,0,0,4,0,0.7,90.8,0.5,0,6.53,6,10
21,21,8039,Emmanuel Eboué,39, D(R),178,72,8(5),705,1,0,4,0,0.4,85.7,0.4,0,6.53,8,5
22,22,13819,Nicklas Bendtner,34, FW,193,84,3(14),495,2,1,2,0,1.1,83.1,0.8,0,6.47,3,14
23,23,26820,Aaron Ramsey,31, M(CLR),178,76,5(2),356,1,0,1,0,1.4,89.7,0,0,6.46,5,2
24,24,8041,Manuel Almunia,45, GK,191,86,8,720,0,0,1,0,0,65.4,0.4,0,6.39,8,0
25,25,25165,Carlos Vela,33," M(CLR),FW",177,77,0(4),60,1,0,0,0,0.8,86.7,0,0,6.36,0,4
26,26,74342,Jay Emmanuel-Thomas,31," AM(C),FW",191,86,0(1),9,0,0,0,0,0,100.0,0,0,6.17,0,1
